Time,ExpiryDate,MaxPain,PCR,PCR_TradedVol,call_decay,put_decay,total_COI_CE,total_COI_PE,total_OI_CE,total_OI_PE,underlying
12:41,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
12:44,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
12:46,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
12:47,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
12:48,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
12:50,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
12:51,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
12:54,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
12:54,07-MAR-2024,22250.0,1.28,0.9,1.95,-24.05,32144,115762,1564974,2003727,22378.4
12:54,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
13:06,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
13:09,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
13:12,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
13:15,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
13:18,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
13:21,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
13:25,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
13:28,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
13:31,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
13:34,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
13:37,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
13:40,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
13:43,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
13:46,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
13:49,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
13:52,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
13:55,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
13:58,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
14:01,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
14:04,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
14:07,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
14:10,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
14:13,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
14:16,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
14:19,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
14:22,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
14:25,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
14:28,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
14:36,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
14:37,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
14:40,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
14:43,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
14:46,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
14:49,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
14:52,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
14:55,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
14:58,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
15:01,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
15:04,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
15:07,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
15:10,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
15:13,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
15:16,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
15:19,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
15:22,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
15:25,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
15:28,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
15:31,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
15:34,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
15:37,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
15:40,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
15:43,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
15:46,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
15:49,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
15:52,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
15:55,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
15:58,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
20:30,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
20:31,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
20:34,07-MAR-2024,22250.0,1.28,0.9,1.95,-24.05,32144,115762,1564974,2003727,22378.4
20:38,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
20:38,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
20:41,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
20:41,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
20:41,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
20:41,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
20:42,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
20:42,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
20:43,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
20:43,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
20:43,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
20:44,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
20:44,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
20:45,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
20:45,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
20:47,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
20:48,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
20:48,07-MAR-2024,22250.0,1.28,0.9,1.95,-24.05,32144,115762,1564974,2003727,22378.4
20:49,07-MAR-2024,22250.0,1.28,0.9,1.95,-24.05,32144,115762,1564974,2003727,22378.4
23:07,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
23:07,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
23:08,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
23:08,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
23:11,28-MAR-2024,22100.0,1.31,1.58,13.97000000000001,-16.759999999999998,11831,2584,574729,754605,22378.4
