File Path,movieName_Disk,Size (GB),File Type,movieCode_IMDB,Title_IMDB,Year_IMDB,Genres_IMDB,Classified
D:\Simply_Movies\Bolly\Simply_Up_2_Date\OrganizedAdditionAfterFeb2024\2_F\Goliyon Ki Rasleela Ram-Leela (2013).mp4,Goliyon Ki Rasleela Ram-Leela (2013),2.38,.mp4,2215477,Goliyon Ki Raasleela Ram Leela,2013,"['Drama', 'Musical', 'Romance']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\OrganizedAdditionAfterFeb2024\2_F\Hindustani 1996 .mp4,Hindustani 1996,1.4,.mp4,0117437,Raja Hindustani,1996,"['Action', 'Comedy', 'Drama', 'Musical', 'Romance']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\OrganizedAdditionAfterFeb2024\2_F\Indubala_Bhaater_Hotel.2023_S01.mkv,Indubala_Bhaater_Hotel 2023_S01,1.26,.mkv,26542712,Indubala Bhaater Hotel,2023,['Drama'],Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\OrganizedAdditionAfterFeb2024\2_F\Jaaneman 1976.mkv,Jaaneman 1976,0.65,.mkv,0154663,Jaaneman,1976,"['Crime', 'Drama', 'Romance']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\OrganizedAdditionAfterFeb2024\2_F\Jeene Do 1990.mp4,Jeene Do 1990,1.38,.mp4,0360693,Jeene Do,1990,"['Action', 'Drama']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\OrganizedAdditionAfterFeb2024\2_F\Jungle Love 1990.mp4,Jungle Love 1990,0.78,.mp4,1704145,Jungle Love,1990,"['Action', 'Adventure', 'Drama', 'Musical']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\OrganizedAdditionAfterFeb2024\2_F\Kaala Sona 1975.mkv,Kaala Sona 1975,1.25,.mkv,0073224,Kaala Sona,1975,"['Action', 'Thriller']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\OrganizedAdditionAfterFeb2024\2_F\Kandahar.2023.mkv,Kandahar 2023,1.82,.mkv,5761544,Kandahar,2023,"['Action', 'Thriller']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\OrganizedAdditionAfterFeb2024\2_F\Kathal A Jackfruit Mystery 2023.mkv,Kathal A Jackfruit Mystery 2023,3.35,.mkv,18413766,Kathal: A Jackfruit Mystery,2023,"['Comedy', 'Crime', 'Drama', 'Mystery']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\OrganizedAdditionAfterFeb2024\2_F\Leila.mkv,Leila,1.25,.mkv,9337588,Leila,2019,"['Drama', 'Sci-Fi']",Bollywood
