File Path,movieName_Disk,Size (GB),File Type,movieCode_IMDB,Title_IMDB,Year_IMDB,Genres_IMDB,Classified
D:\Simply_Movies\Bolly\Simply_Up_2_Date\Alphabet K\Karz 1980.mkv,Karz 1980,1.18,.mkv,0214841,Karz,1980,"['Action', 'Musical', 'Romance', 'Thriller']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\Alphabet K\Kasam Paida Karne Wale Ki 1984.mkv,Kasam Paida Karne Wale Ki 1984,1.3,.mkv,0362798,Kasam Paida Karne Wale Ki,1984,"['Action', 'Drama']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\Alphabet K\Kasganj _2019.mkv,Kasganj _2019,1.25,.mkv,10044896,Kasganj,2019,['Drama'],Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\Alphabet K\Katha.(1983).mkv,Katha_(1983),1.21,.mkv,0085776,Katha,1983,"['Comedy', 'Drama']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\Alphabet K\Katha_1982.mkv,Katha_1982,1.18,.mkv,0272397,Kath & Kim,2002,['Comedy'],Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\Alphabet K\KattiBatti 2015.mkv,Kattibatti 2015,0.37,.mkv,4467262,Katti Batti,2015,"['Comedy', 'Drama', 'Romance']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\Alphabet K\kaun kitne paani me.mkv,Kaun Kitne Paani Me,0.29,.mkv,3477214,Kaun Kitney Paani Mein,2015,"['Comedy', 'Drama', 'Family']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\Alphabet K\Kaun_Pravin_Tambe_2022.mkv,Kaun_Pravin_Tambe_2022,1.76,.mkv,18568902,Kaun Pravin Tambe?,2022,"['Biography', 'Drama', 'Sport']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\Alphabet K\Kedarnath_2018.mkv,Kedarnath_2018,1.15,.mkv,7027278,Kedarnath,2018,"['Drama', 'Romance']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\Alphabet K\Khaali Peeli.2020.mkv,Khaali Peeli_2020,1.84,.mkv,10885444,Khaali Peeli,2020,"['Action', 'Comedy', 'Romance']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\Alphabet K\Khal Nayak.mp4,Khal Nayak,1.75,.mp4,0107311,Khalnayak,1993,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\Alphabet K\Khalnayak (1993).mkv,Khalnayak (1993),1.38,.mkv,0107311,Khalnayak,1993,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\Alphabet K\Khamosh.Pani.(2003).avi,Khamosh_Pani_(2003),1.45,.avi,0357283,Silent Waters,2003,['Drama'],Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\Alphabet K\Khamoshiyan.2015.mkv,Khamoshiyan_2015,0.97,.mkv,3886444,Khamoshiyan,2015,"['Drama', 'Horror', 'Romance', 'Thriller']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\Alphabet K\Khatta Meetha 1978.mp4,Khatta Meetha 1978,0.41,.mp4,0077797,Khatta Meetha,1978,"['Comedy', 'Drama']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\Alphabet K\Khela (2009).mp4,Khela (2009),0.39,.mp4,14644494,Megh Brishtir Khela,2009,['Drama'],Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\Alphabet K\Khiladi_786.mkv,Khiladi_786,1.31,.mkv,2166214,Khiladi 786,2012,"['Action', 'Comedy', 'Romance']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\Alphabet K\Khilona.1970.mkv,Khilona_1970,0.97,.mkv,0403200,Khilona,1996,"['Drama', 'Romance']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\Alphabet K\Khoobsurat 2014.mkv,Khoobsurat 2014,0.89,.mkv,3554418,Khoobsurat,2014,"['Comedy', 'Romance']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\Alphabet K\Khud-Daar 1982.mkv,Khud-Daar 1982,1.42,.mkv,0084199,Khud-Daar,1982,"['Action', 'Drama']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\Alphabet K\Khuda.haafiz.2020.mkv,Khuda_Haafiz_2020,1.16,.mkv,7363104,Khuda Haafiz,2020,"['Action', 'Crime', 'Drama', 'Thriller']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\Alphabet K\Khwaabb (2014).mkv,Khwaabb (2014),0.68,.mkv,2429930,Khwaabb,2014,"['Drama', 'Romance', 'Sport']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\Alphabet K\Ki&Ka.2016.mkv,Ki&Ka_2016,1.46,.mkv,4744086,Ki & Ka,2016,"['Comedy', 'Romance']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\Alphabet K\Kick 2014.mkv,Kick 2014,1.02,.mkv,2372222,Kick,2014,"['Action', 'Comedy', 'Crime', 'Thriller']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\Alphabet K\Kill Chain (2019).mkv,Kill Chain (2019),0.83,.mkv,8535180,Kill Chain,2019,"['Action', 'Thriller']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\Alphabet K\Kill.Dil.2014.mkv,Kill_Dil_2014,1.2,.mkv,3380264,Kill Dil,2014,"['Action', 'Comedy', 'Drama', 'Romance', 'Thriller']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\Alphabet K\Kismet Love Paisa Dilli 2012.mp4,Kismet Love Paisa Dilli 2012,0.68,.mp4,2402131,Kismet Love Paisa Dilli,2012,"['Adventure', 'Comedy', 'Crime', 'Romance', 'Thriller']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\Alphabet K\Kissi Se Na Kehna.mp4,Kissi Se Na Kehna,0.71,.mp4,0244590,Kissise Na Kehna,1983,"['Comedy', 'Romance']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\Alphabet K\Koyelanchal.mkv,Koyelanchal,0.37,.mkv,3640942,Koyelaanchal,2014,"['Action', 'Drama']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\Alphabet K\Kranti.mkv,Kranti,1.1,.mkv,15373868,Kranti,2023,"['Action', 'Drama']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\Alphabet K\Krishnarjuna_Yudham.mkv,Krishnarjuna_Yudham,1.43,.mkv,7770192,Krishnarjuna Yudham,2018,"['Action', 'Comedy']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\Alphabet K\Krrish_3.mkv,Krrish_3,1.19,.mkv,0432637,Krrish,2006,"['Action', 'Adventure', 'Sci-Fi']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\Alphabet K\Kuch Kuch Locha Hai (2015).mp4,Kuch Kuch Locha Hai (2015),1.21,.mp4,4272420,Kuch Kuch Locha Hai,2015,"['Comedy', 'Drama']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\Alphabet K\Kudrat_1998.mkv,Kudrat_1998,1.1,.mkv,0154749,Kudrat,1981,"['Drama', 'Mystery', 'Romance', 'Thriller']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\Alphabet K\Kyaa Kool Hai Hum 2005.mkv,Kyaa Kool Hai Hum 2005,1.15,.mkv,0456500,Kyaa Kool Hai Hum,2005,"['Comedy', 'Mystery']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\Alphabet K\Kyaa Kool Hain Hum 3 (2016).mkv,Kyaa Kool Hain Hum 3 (2016),0.97,.mkv,5290620,Kyaa Kool Hain Hum 3,2016,['Comedy'],Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\Alphabet K\Kyaa Super Kool Hain Hum 2012.mkv,Kyaa Super Kool Hain Hum 2012,1.27,.mkv,2027138,Kyaa Super Kool Hain Hum,2012,['Comedy'],Bollywood
