File Path,movieName_Disk,Size (GB),File Type,movieCode_IMDB,Title_IMDB,Year_IMDB,Genres_IMDB,Classified
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Attack On Titan Part 2.mkv,Attack On Titan Part 2,1.08,.mkv,2560140,Attack on Titan,2013,"['Animation', 'Action', 'Adventure', 'Drama', 'Fantasy', 'Horror']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\B A Pass.flv,B A Pass,0.31,.flv,2408040,B.A. Pass,2012,"['Crime', 'Drama', 'Thriller']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Baaz 1953.mkv,Baaz 1953,0.4,.mkv,0045529,Baaz,1953,"['Action', 'Adventure', 'Musical', 'Romance', 'Drama', 'Family', 'Thriller']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Backstabbing For Beginners 2018.mkv,Backstabbing For Beginners 2018,0.98,.mkv,5153288,Backstabbing for Beginners,2018,"['Drama', 'History', 'Mystery', 'Romance', 'Thriller']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Bad Aur Badnam 1984.mp4,Bad Aur Badnam 1984,0.85,.mp4,0358971,Bad Aur Badnaam,1984,"['Family', 'Thriller']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Badman 2016.mkv,Badman 2016,0.98,.mkv,5912310,Badman,2016,"['Comedy', 'Drama']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Bahubali 2 The Conclusion 2017.mp4,Bahubali 2 The Conclusion 2017,2.44,.mp4,4849438,Baahubali 2: The Conclusion,2017,"['Action', 'Drama']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Bailwaan 2019.mkv,Bailwaan 2019,0.68,.mkv,7317482,Pailwaan,2019,"['Action', 'Drama', 'Sport']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Baishe Shrabon 2011.mkv,Baishe Shrabon 2011,1.29,.mkv,2075108,22 Shey Shraban,2011,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Bajrangi Bhaijaan 2015.mp4,Bajrangi Bhaijaan 2015,2.33,.mp4,3863552,Bajrangi Bhaijaan,2015,"['Action', 'Adventure', 'Comedy', 'Drama']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Balmaa 1993.mp4,Balmaa 1993,1.61,.mp4,0404806,Balmaa,1993,['Romance'],Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Balwaan 1992.mkv,Balwaan 1992,0.55,.mkv,0103763,Balwaan,1992,"['Action', 'Adventure']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Bapi Bari Jaa 2012 .mkv,Bapi Bari Jaa 2012,1.67,.mkv,2595394,Bapi Bari Jaa,2012,['Comedy'],Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Barah Ana 2009.mkv,Barah Ana 2009,0.68,.mkv,1202517,Barah Aana,2009,"['Comedy', 'Crime', 'Drama', 'Thriller']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Barsaat 1949.mkv,Barsaat 1949,0.29,.mkv,0041161,Barsaat,1949,"['Drama', 'Romance', 'Musical']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Behind The Scenes Sabrisse And Freya.mp4,Behind The Scenes Sabrisse And Freya,0.41,.mp4,0111017,Roseanne & Tom: Behind the Scenes,1994,"['Biography', 'Drama']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Bemisal.mp4,Bemisal,1.27,.mp4,0083636,Bemisal,1982,"['Drama', 'Family']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Bengal Tiger 2015.mkv,Bengal Tiger 2015,1.36,.mkv,5266218,Bengal Tiger,2015,"['Action', 'Comedy']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Bharat 2019.mkv,Bharat 2019,1.41,.mkv,7721800,Bharat,2019,"['Action', 'Comedy', 'Drama']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Bharat The Great Leader 2018.mkv,Bharat The Great Leader 2018,1.03,.mkv,21262240,Mission Raniganj,2023,"['Action', 'Biography', 'Drama', 'History', 'Thriller']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Bhaskar The Rascal 2015.mkv,Bhaskar The Rascal 2015,0.68,.mkv,4584862,Bhaskar the Rascal,2015,"['Comedy', 'Drama', 'Family']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Bhaukaal 2020.mkv,Bhaukaal 2020,1.47,.mkv,9359338,Bhaukaal,2020,"['Action', 'Crime']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Bheja Fry 2007.avi,Bheja Fry 2007,0.68,.avi,1014672,Bheja Fry,2007,"['Comedy', 'Drama']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Bhindi Baazaar Inc 2011.mp4,Bhindi Baazaar Inc 2011,1.37,.mp4,1667823,Bhindi Baazaar Inc.,2011,"['Crime', 'Drama', 'Thriller']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Bhoot Police 2021.mkv,Bhoot Police 2021,1.06,.mkv,10083640,Bhoot Police,2021,"['Comedy', 'Horror']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Bhoot The Haunted Ship 2020.mkv,Bhoot The Haunted Ship 2020,1.22,.mkv,10463030,Bhoot: Part One - The Haunted Ship,2020,"['Horror', 'Mystery', 'Thriller']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Biriyani 2013.mkv,Biriyani 2013,1.35,.mkv,2638104,Biriyani,2013,"['Action', 'Comedy', 'Thriller']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Black Mail Hls-1982-1.mp4,Black Mail Hls-1982-1,1.8,.mp4,0065497,Bruno the Black - One Day a Hunter Blew His Horn,1970,['Documentary'],Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Black Swan 2010.mkv,Black Swan 2010,0.7,.mkv,0947798,Black Swan,2010,"['Drama', 'Thriller']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Blackmail 2018.mkv,Blackmail 2018,1.37,.mkv,6972140,Blackmail,2018,"['Comedy', 'Thriller']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Blindspotting 2018.mkv,Blindspotting 2018,0.83,.mkv,7242142,Blindspotting,2018,"['Comedy', 'Crime', 'Drama']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Blood Diamond 2006.mkv,Blood Diamond 2006,1.37,.mkv,0450259,Blood Diamond,2006,"['Adventure', 'Drama', 'Thriller']",Bollywood
