SYMBOL,OPEN,HIGH,LOW,CLOSE,CONTRACTS,OPEN_INT,CHG_IN_OI,TIMESTAMP
BANKNIFTY,47600.0,47684.3,46947.55,47081.35,252232,5336190,111480,13-MAR-2024
FINNIFTY,20973.5,21012.45,20757.1,20795.3,2399,73160,-6960,13-MAR-2024
MIDCPNIFTY,10711.8,10774.1,10317.35,10386.35,22408,1446525,35475,13-MAR-2024
NIFTY,22505.0,22515.0,22025.0,22103.25,265832,15483150,-149100,13-MAR-2024
AARTIIND,653.6,656.1,614.15,621.45,5976,13951000,-393000,13-MAR-2024
ABB,5752.2,5832.75,5603.0,5627.5,4826,1082250,-28250,13-MAR-2024
ABBOTINDIA,27172.25,27639.0,26954.0,27482.25,1462,210040,-1640,13-MAR-2024
ABCAPITAL,183.8,184.5,169.95,171.9,5955,58606200,2937600,13-MAR-2024
ABFRL,215.2,215.95,198.5,200.5,1003,47195200,-2602600,13-MAR-2024
ACC,2568.4,2585.0,2367.0,2400.75,6889,4833600,-20400,13-MAR-2024
ADANIENT,3164.85,3164.85,2857.9,2917.05,43296,19495800,1484100,13-MAR-2024
ADANIPORTS,1312.7,1312.7,1193.5,1216.5,34363,42417600,3833600,13-MAR-2024
ALKEM,5065.25,5097.0,4923.65,4963.65,2163,1049200,32000,13-MAR-2024
AMBUJACEM,591.75,592.0,552.35,560.55,12782,45248400,-1330200,13-MAR-2024
APOLLOHOSP,6174.0,6184.85,5985.6,6039.95,6798,2278625,22625,13-MAR-2024
APOLLOTYRE,506.55,511.85,485.25,488.0,4093,13307600,115600,13-MAR-2024
ASHOKLEY,168.2,168.2,159.65,160.6,8944,115980000,-1345000,13-MAR-2024
ASIANPAINT,2890.0,2894.95,2844.0,2866.05,8617,7685800,-152200,13-MAR-2024
ASTRAL,2054.0,2088.0,1985.0,2002.35,4361,3475857,-55417,13-MAR-2024
ATUL,6064.25,6103.65,5931.05,5974.95,2461,382950,19575,13-MAR-2024
AUBANK,580.75,587.55,571.85,576.25,11407,20920000,-1161000,13-MAR-2024
AUROPHARMA,1053.35,1070.7,987.15,1007.6,6793,20335700,-101200,13-MAR-2024
AXISBANK,1102.2,1103.4,1076.5,1083.15,29087,45217500,-2343125,13-MAR-2024
BAJAJ-AUTO,8526.15,8635.0,8331.15,8400.55,8371,2434750,-18500,13-MAR-2024
BAJAJFINSV,1591.15,1603.8,1568.8,1576.55,5221,9996500,-19000,13-MAR-2024
BAJFINANCE,6477.65,6540.0,6417.4,6479.3,17163,9663875,-281500,13-MAR-2024
BALKRISIND,2368.05,2387.9,2280.1,2292.35,4477,2505600,-50400,13-MAR-2024
BALRAMCHIN,364.5,368.4,346.65,349.25,3149,10654400,281600,13-MAR-2024
BANDHANBNK,189.6,190.65,177.6,179.35,14317,107815000,3702500,13-MAR-2024
BANKBARODA,273.65,274.35,259.15,261.6,16682,123806475,912600,13-MAR-2024
BATAINDIA,1426.6,1436.7,1363.3,1379.2,4995,3259125,293625,13-MAR-2024
BEL,204.2,205.8,188.6,190.9,18849,158665200,2952600,13-MAR-2024
BERGEPAINT,563.0,567.0,548.0,552.3,2540,15664440,-89760,13-MAR-2024
BHARATFORG,1149.95,1168.1,1111.15,1121.3,7969,8037000,547500,13-MAR-2024
BHARTIARTL,1212.7,1212.7,1157.95,1172.85,12865,34257950,-184300,13-MAR-2024
BHEL,246.1,247.25,223.25,226.35,16073,96463500,4966500,13-MAR-2024
BIOCON,271.4,274.0,251.1,254.05,10816,48690000,-705000,13-MAR-2024
BOSCHLTD,29635.85,29919.5,28222.7,28443.2,2129,249350,-16150,13-MAR-2024
BPCL,623.55,628.0,591.75,599.35,12188,28211400,394200,13-MAR-2024
BRITANNIA,4883.9,4987.95,4848.05,4869.45,4125,2486800,26000,13-MAR-2024
BSOFT,767.95,786.95,721.15,726.95,5575,7771000,-327000,13-MAR-2024
CANBK,571.05,573.55,532.0,539.3,13589,49077900,2195100,13-MAR-2024
CANFINHOME,765.0,765.0,719.0,723.95,2513,4090125,271050,13-MAR-2024
CHAMBLFERT,359.75,366.5,336.7,339.25,2651,8323900,393300,13-MAR-2024
CHOLAFIN,1079.7,1079.7,1041.35,1050.1,5090,14143125,38125,13-MAR-2024
CIPLA,1472.0,1485.25,1455.8,1475.3,5332,10206950,16900,13-MAR-2024
