SYMBOL,OPEN,HIGH,LOW,CLOSE,CONTRACTS,OPEN_INT,CHG_IN_OI,TIMESTAMP
BANKNIFTY,47535.05,48048.2,47487.0,47909.05,202186,4864275,661050,05-MAR-2024
FINNIFTY,20960.0,21062.55,20910.0,20973.5,4841,88040,20680,05-MAR-2024
MIDCPNIFTY,10981.85,11023.5,10911.0,10933.1,5578,985125,46425,05-MAR-2024
NIFTY,22500.0,22517.25,22352.0,22433.25,157915,14942600,613800,05-MAR-2024
AARTIIND,669.8,675.65,664.1,665.95,1939,14091000,176000,05-MAR-2024
ABB,5650.25,5709.0,5601.15,5699.35,3756,1380750,-46000,05-MAR-2024
ABBOTINDIA,27607.55,27809.95,27416.0,27531.05,567,194040,1400,05-MAR-2024
ABCAPITAL,190.0,195.4,190.0,192.9,3191,60102000,248400,05-MAR-2024
ABFRL,232.0,234.3,229.55,230.35,2792,43526600,1445600,05-MAR-2024
ACC,2724.0,2724.0,2674.4,2684.0,1683,4758300,-26400,05-MAR-2024
ADANIENT,3345.4,3358.2,3312.5,3335.6,6120,16156800,428100,05-MAR-2024
ADANIPORTS,1356.1,1361.6,1341.5,1346.7,6173,37084000,175200,05-MAR-2024
ALKEM,5146.9,5146.95,5071.05,5118.7,1047,1021400,-3000,05-MAR-2024
AMBUJACEM,621.25,624.7,612.75,615.1,3823,47115000,-700200,05-MAR-2024
APOLLOHOSP,6065.1,6140.0,6012.0,6084.95,5820,2570875,61375,05-MAR-2024
APOLLOTYRE,536.75,547.4,536.75,543.55,2707,9387400,85000,05-MAR-2024
ASHOKLEY,172.5,174.6,172.5,172.85,3262,113170000,3825000,05-MAR-2024
ASIANPAINT,2841.45,2845.55,2817.0,2829.15,3519,8158600,31800,05-MAR-2024
ASTRAL,2110.0,2148.75,2093.1,2115.2,4050,3623758,-34131,05-MAR-2024
ATUL,6129.0,6173.0,6077.45,6101.45,763,366150,7350,05-MAR-2024
AUBANK,588.3,591.85,573.25,575.4,7820,23483000,1381000,05-MAR-2024
AUROPHARMA,1095.0,1103.45,1074.8,1088.9,4554,19870400,383900,05-MAR-2024
AXISBANK,1112.15,1117.45,1100.1,1107.85,16935,53057500,2675000,05-MAR-2024
BAJAJ-AUTO,8330.0,8406.85,8220.0,8372.55,6732,2150500,74375,05-MAR-2024
BAJAJFINSV,1640.85,1645.0,1547.65,1555.4,11139,10402500,849000,05-MAR-2024
BAJFINANCE,6624.1,6663.85,6301.75,6352.35,39206,10389750,848000,05-MAR-2024
BALKRISIND,2254.45,2337.5,2254.4,2287.25,3422,2498100,72000,05-MAR-2024
BALRAMCHIN,383.6,385.0,379.8,382.45,1224,10683200,393600,05-MAR-2024
BANDHANBNK,200.5,202.55,198.35,199.0,6242,101975000,1550000,05-MAR-2024
BANKBARODA,274.2,280.15,273.8,279.35,13498,128115000,-4290975,05-MAR-2024
BATAINDIA,1445.95,1478.5,1423.7,1452.4,3986,2846625,189750,05-MAR-2024
BEL,211.6,214.0,210.5,211.75,9888,144078900,6623400,05-MAR-2024
BERGEPAINT,556.55,560.8,552.3,555.5,2003,17142840,-547800,05-MAR-2024
