SYMBOL,OPEN,HIGH,LOW,CLOSE,CONTRACTS,OPEN_INT,CHG_IN_OI,TIMESTAMP
BANKNIFTY,48200.0,48202.35,47880.3,47958.3,159973,4662075,-93510,07-MAR-2024
FINNIFTY,21076.2,21119.7,21013.65,21049.25,945,89280,4040,07-MAR-2024
MIDCPNIFTY,10891.4,10931.9,10852.75,10870.25,5624,1189950,21375,07-MAR-2024
NIFTY,22602.05,22619.9,22526.3,22552.35,115641,15469350,-626300,07-MAR-2024
AARTIIND,655.85,673.7,653.9,667.6,5063,14406000,344000,07-MAR-2024
ABB,5739.0,5807.9,5690.55,5786.35,2893,1305625,-28375,07-MAR-2024
ABBOTINDIA,27508.05,27863.55,27460.0,27522.25,543,199320,2040,07-MAR-2024
ABCAPITAL,183.0,186.95,181.75,183.1,2971,59837400,-1571400,07-MAR-2024
ABFRL,225.9,231.1,225.6,226.6,3903,47769800,286000,07-MAR-2024
ACC,2630.0,2672.45,2630.0,2650.2,1817,4697400,-21600,07-MAR-2024
ADANIENT,3260.1,3281.05,3234.2,3241.75,8789,17900100,817200,07-MAR-2024
ADANIPORTS,1332.9,1340.1,1320.0,1329.35,5172,36828800,-366400,07-MAR-2024
ALKEM,5243.65,5255.55,5161.7,5171.8,1190,1014400,23600,07-MAR-2024
AMBUJACEM,601.25,608.8,598.3,604.55,3509,47068200,5400,07-MAR-2024
APOLLOHOSP,6115.0,6160.2,6049.6,6067.4,5146,2501875,-60875,07-MAR-2024
APOLLOTYRE,535.05,537.25,514.0,516.05,4562,10830700,1616700,07-MAR-2024
ASHOKLEY,171.55,172.75,171.3,171.75,2791,113255000,-370000,07-MAR-2024
ASIANPAINT,2840.95,2911.15,2836.45,2877.35,15380,7924600,-537400,07-MAR-2024
ASTRAL,2105.05,2137.8,2100.0,2108.15,1976,3458608,-90649,07-MAR-2024
ATUL,6075.05,6220.0,6046.15,6139.9,1381,355725,-15750,07-MAR-2024
AUBANK,572.9,578.4,567.05,572.55,4622,21959000,-445000,07-MAR-2024
AUROPHARMA,1067.2,1078.8,1060.85,1063.25,2340,20025500,251900,07-MAR-2024
AXISBANK,1127.85,1130.9,1113.65,1116.6,14057,48761875,-360625,07-MAR-2024
BAJAJ-AUTO,8643.7,8968.8,8523.1,8873.05,18451,2390250,118500,07-MAR-2024
BAJAJFINSV,1563.9,1595.5,1563.9,1587.75,4346,10255000,-241500,07-MAR-2024
BAJFINANCE,6355.8,6487.15,6354.0,6438.6,19900,10126875,-728875,07-MAR-2024
BALKRISIND,2274.35,2300.35,2270.05,2274.5,759,2493600,-6600,07-MAR-2024
BALRAMCHIN,377.25,383.05,375.75,380.35,900,10475200,-131200,07-MAR-2024
BANDHANBNK,197.45,200.0,195.45,196.0,3767,101240000,555000,07-MAR-2024
BANKBARODA,281.0,285.4,280.2,282.85,7639,123926400,1029600,07-MAR-2024
BATAINDIA,1441.85,1460.9,1438.05,1451.8,1663,2888250,-36375,07-MAR-2024
BEL,212.45,217.75,212.4,216.25,21641,142899000,-3174900,07-MAR-2024
BERGEPAINT,553.6,573.05,553.55,568.4,3329,15594480,-1092960,07-MAR-2024
BHARATFORG,1187.3,1194.5,1176.45,1179.5,2069,7364500,30500,07-MAR-2024
BHARTIARTL,1218.25,1218.5,1194.0,1203.6,15092,35701000,-1488650,07-MAR-2024
BHEL,257.1,262.45,255.9,258.8,8216,86766750,-2331000,07-MAR-2024
BIOCON,278.55,286.8,278.55,283.15,7304,47722500,-1857500,07-MAR-2024
BOSCHLTD,30150.0,30612.1,29620.0,29659.55,1646,273600,5950,07-MAR-2024
BPCL,636.95,638.0,619.3,623.75,6492,29581200,-549000,07-MAR-2024
BRITANNIA,4854.6,4930.0,4854.5,4904.8,1609,2529200,-47400,07-MAR-2024
BSOFT,777.55,782.5,768.65,775.8,2244,7943000,-56000,07-MAR-2024
