SYMBOL,OPEN,HIGH,LOW,CLOSE,CONTRACTS,OPEN_INT,CHG_IN_OI,TIMESTAMP
BANKNIFTY,46825.0,46987.2,46440.25,46694.7,284822,5459880,53850,15-MAR-2024
FINNIFTY,20725.75,20767.65,20586.25,20677.75,3167,60840,-10080,15-MAR-2024
MIDCPNIFTY,10469.25,10496.2,10306.9,10464.25,15774,1785300,34725,15-MAR-2024
NIFTY,22185.65,22192.75,22000.0,22133.2,228508,16122500,-57950,15-MAR-2024
AARTIIND,644.55,647.45,630.2,637.7,5143,14043000,-268000,15-MAR-2024
ABB,5650.0,5803.95,5604.55,5645.3,7357,1133500,9750,15-MAR-2024
ABBOTINDIA,28432.65,28588.15,28128.1,28471.2,804,205400,-2120,15-MAR-2024
ABCAPITAL,172.4,174.7,169.8,174.2,2634,58854600,-16200,15-MAR-2024
ABFRL,204.85,212.9,204.85,208.1,585,44842200,-1521000,15-MAR-2024
ACC,2498.0,2535.0,2437.35,2513.85,4708,4897500,84300,15-MAR-2024
ADANIENT,3106.0,3154.35,3072.2,3143.05,13801,18779400,-51000,15-MAR-2024
ADANIPORTS,1275.05,1293.2,1261.6,1289.1,18365,45540800,4688800,15-MAR-2024
ALKEM,5026.5,5109.55,4880.5,5055.95,1985,1088400,-14600,15-MAR-2024
AMBUJACEM,587.0,605.5,577.55,602.25,11349,46323000,912600,15-MAR-2024
APOLLOHOSP,6051.0,6053.75,5970.9,6013.5,4881,2483125,79000,15-MAR-2024
APOLLOTYRE,492.85,496.2,466.0,473.0,5473,14900500,1385500,15-MAR-2024
ASHOKLEY,164.85,165.15,161.0,162.7,5069,114195000,2815000,15-MAR-2024
ASIANPAINT,2900.0,2900.0,2864.65,2878.35,8394,7737800,213800,15-MAR-2024
ASTRAL,2001.1,2039.45,1965.05,2032.55,4506,3453103,-6973,15-MAR-2024
ATUL,5980.95,6074.7,5933.4,6025.85,1399,347550,-5925,15-MAR-2024
AUBANK,586.1,587.85,577.6,580.35,4507,20889000,517000,15-MAR-2024
AUROPHARMA,1025.1,1025.1,986.3,1005.65,3684,19316000,-458700,15-MAR-2024
AXISBANK,1061.7,1061.7,1035.5,1051.4,37570,50968125,3288750,15-MAR-2024
BAJAJ-AUTO,8413.3,8419.6,8125.8,8355.8,9077,2490750,10500,15-MAR-2024
BAJAJFINSV,1564.45,1597.15,1560.9,1578.85,6261,10226500,24500,15-MAR-2024
BAJFINANCE,6400.0,6605.0,6377.85,6526.55,29962,8961000,-603875,15-MAR-2024
BALKRISIND,2275.9,2295.0,2242.7,2276.4,1993,2399700,-24300,15-MAR-2024
BALRAMCHIN,357.55,363.75,351.55,361.0,2305,11124800,457600,15-MAR-2024
BANDHANBNK,182.35,186.7,179.7,184.1,7880,107900000,652500,15-MAR-2024
BANKBARODA,259.2,262.75,250.8,255.2,11139,130089375,1757925,15-MAR-2024
BATAINDIA,1406.55,1419.95,1393.0,1395.75,2006,3367125,30375,15-MAR-2024
BEL,196.45,197.0,179.4,189.4,22941,181254300,13332300,15-MAR-2024
BERGEPAINT,556.1,563.0,556.1,558.2,1363,15719880,-137280,15-MAR-2024
BHARATFORG,1119.4,1132.1,1100.85,1120.05,4247,7924000,-213500,15-MAR-2024
BHARTIARTL,1194.85,1224.8,1194.85,1222.1,15809,35463500,742900,15-MAR-2024
BHEL,225.3,227.8,207.65,217.6,2059,93576000,-9392250,15-MAR-2024
BIOCON,261.4,263.25,250.95,252.6,11295,54065000,5342500,15-MAR-2024
BOSCHLTD,29475.9,29838.7,29030.0,29668.55,1582,253550,5700,15-MAR-2024
BPCL,589.95,602.4,559.5,587.0,26652,29158200,217800,15-MAR-2024
BRITANNIA,4949.2,5024.4,4932.4,4991.1,3715,2309000,-60800,15-MAR-2024
BSOFT,755.0,762.8,738.25,758.7,2570,7244000,-272000,15-MAR-2024
CANBK,549.75,555.6,531.1,551.2,12445,52914600,2667600,15-MAR-2024
CANFINHOME,732.45,733.05,710.05,728.6,2572,4049175,68250,15-MAR-2024
CHAMBLFERT,346.1,351.65,340.5,348.45,1251,8217500,-66500,15-MAR-2024
CHOLAFIN,1086.85,1086.85,1059.0,1069.85,3228,13141875,-498750,15-MAR-2024
CIPLA,1502.55,1502.55,1471.6,1490.95,3549,10064600,13650,15-MAR-2024
COALINDIA,426.6,428.8,403.3,417.2,19443,62922300,3458700,15-MAR-2024
COFORGE,6103.75,6158.1,6027.6,6142.95,2635,1414200,7050,15-MAR-2024
COLPAL,2684.5,2739.0,2671.35,2718.35,4408,3581900,242900,15-MAR-2024
CONCOR,870.6,874.4,846.8,868.75,5208,18868000,68000,15-MAR-2024
COROMANDEL,1084.3,1088.75,1062.0,1074.45,1472,1409800,64400,15-MAR-2024
CROMPTON,281.5,286.5,275.9,277.4,3170,18462600,891000,15-MAR-2024
CUB,129.35,129.8,127.7,129.15,1279,46440000,-65000,15-MAR-2024
CUMMINSIND,2758.1,2758.1,2689.25,2720.95,2558,3553500,-73800,15-MAR-2024
DABUR,531.6,532.75,527.4,529.0,1507,22278750,80000,15-MAR-2024
DALBHARAT,1868.95,1903.05,1861.9,1888.8,2361,3330000,-24250,15-MAR-2024
DEEPAKNTR,2097.55,2128.45,2086.0,2109.4,1570,2763600,-8700,15-MAR-2024
DIVISLAB,3528.0,3536.6,3473.3,3502.45,2635,3875600,9000,15-MAR-2024
DIXON,6832.0,6994.05,6733.9,6975.75,5091,1365200,-84100,15-MAR-2024
DLF,837.7,852.3,813.15,827.5,10693,39725400,1252350,15-MAR-2024
DRREDDY,6294.1,6328.95,6228.3,6307.8,3700,2066125,-54750,15-MAR-2024
EICHERMOT,3780.1,3792.0,3721.7,3757.2,3862,3613050,-63000,15-MAR-2024
ESCORTS,2746.75,2770.6,2687.95,2715.95,1724,2013550,3850,15-MAR-2024
EXIDEIND,304.5,308.35,299.7,306.8,2034,20275200,-154800,15-MAR-2024
FEDERALBNK,147.05,151.35,146.25,150.75,6669,91135000,-2665000,15-MAR-2024
GAIL,176.05,176.85,166.25,174.15,11918,131334525,2255475,15-MAR-2024
GLENMARK,935.05,947.0,915.2,931.35,2263,13593025,-25375,15-MAR-2024
GMRINFRA,78.1,78.9,74.85,77.45,3879,201161250,-1102500,15-MAR-2024
GNFC,614.95,631.85,607.85,627.5,2243,8427900,-26000,15-MAR-2024
GODREJCP,1220.15,1230.0,1208.95,1217.65,1428,5609500,-49500,15-MAR-2024
GODREJPROP,2180.25,2237.0,2166.9,2222.0,5337,4274525,-30400,15-MAR-2024
