SYMBOL,OPEN,HIGH,LOW,CLOSE,CONTRACTS,OPEN_INT,CHG_IN_OI,TIMESTAMP
BANKNIFTY,47625.0,47780.0,47424.1,47691.25,189711,4203225,591195,04-MAR-2024
FINNIFTY,20981.8,21055.5,20909.0,21029.1,2217,67360,-5440,04-MAR-2024
MIDCPNIFTY,10990.05,11018.2,10914.9,11004.4,6299,938700,-22800,04-MAR-2024
NIFTY,22510.0,22544.95,22466.0,22497.95,86026,14328800,136550,04-MAR-2024
AARTIIND,683.0,683.0,664.4,666.15,2098,13915000,266000,04-MAR-2024
ABB,5536.6,5686.2,5508.75,5652.7,6096,1426750,-63000,04-MAR-2024
ABBOTINDIA,28030.1,28517.65,27655.0,27737.3,1112,192640,-3040,04-MAR-2024
ABCAPITAL,188.4,195.3,187.5,192.25,4860,59853600,1436400,04-MAR-2024
ABFRL,234.2,237.25,231.25,231.7,3442,42081000,881400,04-MAR-2024
ACC,2720.35,2735.0,2704.9,2708.0,2491,4784700,-65400,04-MAR-2024
ADANIENT,3365.7,3371.95,3334.35,3342.2,5419,15728700,96000,04-MAR-2024
ADANIPORTS,1349.95,1364.8,1342.7,1351.9,12093,36908800,-128000,04-MAR-2024
ALKEM,5139.85,5205.05,5139.85,5157.3,948,1024400,1600,04-MAR-2024
AMBUJACEM,624.4,624.5,616.7,619.65,2925,47815200,-241200,04-MAR-2024
APOLLOHOSP,6213.95,6213.95,6066.0,6078.65,5487,2509500,-5875,04-MAR-2024
APOLLOTYRE,534.35,539.6,523.55,537.0,2397,9302400,-246500,04-MAR-2024
ASHOKLEY,171.8,175.25,171.7,173.2,6188,109345000,1445000,04-MAR-2024
ASIANPAINT,2868.0,2869.85,2839.4,2842.9,5070,8126800,-57400,04-MAR-2024
ASTRAL,2121.3,2131.7,2080.85,2103.6,3690,3657889,-35966,04-MAR-2024
ATUL,6229.5,6229.5,6087.35,6117.2,1016,358800,9975,04-MAR-2024
AUBANK,581.5,587.9,578.5,582.85,7421,22102000,442000,04-MAR-2024
AUROPHARMA,1073.95,1121.85,1073.95,1097.8,11083,19486500,-605000,04-MAR-2024
AXISBANK,1106.45,1115.25,1100.5,1113.75,14950,50382500,-304375,04-MAR-2024
BAJAJ-AUTO,8121.0,8269.95,8050.0,8225.6,5975,2076125,-25750,04-MAR-2024
BAJAJFINSV,1626.65,1637.5,1614.45,1629.6,2114,9553500,-20500,04-MAR-2024
BAJFINANCE,6630.0,6674.0,6590.0,6634.4,8198,9541750,13625,04-MAR-2024
BALKRISIND,2273.65,2282.9,2248.75,2253.9,1706,2426100,46500,04-MAR-2024
BALRAMCHIN,379.0,388.05,376.25,383.05,2382,10289600,144000,04-MAR-2024
BANDHANBNK,202.05,202.4,199.2,200.3,5723,100425000,-637500,04-MAR-2024
BANKBARODA,275.05,277.8,273.35,274.25,8168,132405975,-3556800,04-MAR-2024
BATAINDIA,1441.1,1442.6,1423.55,1431.0,1131,2656875,22500,04-MAR-2024
BEL,208.55,213.2,207.1,210.65,14267,137455500,11941500,04-MAR-2024
BERGEPAINT,570.9,570.9,554.95,556.35,2209,17690640,-146520,04-MAR-2024
BHARATFORG,1184.45,1193.75,1173.9,1190.0,5517,7219000,-550500,04-MAR-2024
BHARTIARTL,1136.85,1156.9,1136.85,1141.2,7927,37357800,218500,04-MAR-2024
BHEL,239.0,277.1,238.05,265.75,62501,106638000,14017500,04-MAR-2024
BIOCON,278.4,288.5,277.8,280.15,9089,47485000,2730000,04-MAR-2024
BOSCHLTD,29249.95,29688.3,28691.9,29511.55,1615,247100,13500,04-MAR-2024
BPCL,624.25,645.6,621.2,642.5,11212,31726800,-48600,04-MAR-2024
BRITANNIA,4951.1,4958.9,4866.75,4871.3,2675,2564400,59200,04-MAR-2024
BSOFT,791.9,797.75,787.25,788.95,1712,7758000,-9000,04-MAR-2024
CANBK,593.0,598.7,587.45,595.9,7180,42314400,-340200,04-MAR-2024
CANFINHOME,799.1,800.8,790.55,793.75,936,3713775,108225,04-MAR-2024
CHAMBLFERT,357.0,359.15,355.0,357.1,739,8985100,-7600,04-MAR-2024
CHOLAFIN,1092.8,1101.25,1079.0,1081.9,2982,12990000,81875,04-MAR-2024
CIPLA,1483.8,1502.2,1479.1,1481.25,2543,9616750,7150,04-MAR-2024
COALINDIA,452.5,461.35,450.0,457.5,12038,62924400,-1547700,04-MAR-2024
COFORGE,6555.95,6557.9,6451.4,6486.2,2776,1216500,-1350,04-MAR-2024
COLPAL,2549.0,2588.7,2537.45,2581.1,1376,3284050,63000,04-MAR-2024
CONCOR,984.85,997.8,978.6,992.75,4833,17272000,-459000,04-MAR-2024
COROMANDEL,1076.7,1104.2,1076.7,1099.7,925,1386700,-81900,04-MAR-2024
CROMPTON,302.95,304.9,299.4,301.1,1896,17420400,486000,04-MAR-2024
CUB,139.0,140.9,138.85,140.75,1616,43015000,1020000,04-MAR-2024
CUMMINSIND,2746.55,2819.75,2717.65,2793.2,6877,3961800,26400,04-MAR-2024
DABUR,543.0,543.15,535.2,539.35,2117,22000000,-335000,04-MAR-2024
DALBHARAT,2084.3,2115.0,2030.8,2035.85,2375,3227750,53500,04-MAR-2024
DEEPAKNTR,2246.55,2252.8,2195.2,2198.85,1293,2813100,47400,04-MAR-2024
DIVISLAB,3534.9,3565.0,3501.0,3506.15,3674,4118400,88200,04-MAR-2024
DIXON,7100.0,7210.0,7045.05,7191.0,6319,1481400,17900,04-MAR-2024
DLF,927.0,946.05,927.0,935.6,7157,33696300,-1079100,04-MAR-2024
DRREDDY,6271.45,6474.75,6267.5,6377.65,7522,2176000,1750,04-MAR-2024
EICHERMOT,3887.8,3898.35,3761.0,3770.15,7072,4177950,226100,04-MAR-2024
ESCORTS,2911.25,2948.15,2881.55,2932.15,1590,1905750,20350,04-MAR-2024
EXIDEIND,323.6,334.5,323.6,331.05,1426,18230400,-100800,04-MAR-2024
FEDERALBNK,154.05,154.85,152.95,154.4,5359,94800000,-495000,04-MAR-2024
GAIL,186.45,193.9,186.05,192.1,16091,133603725,5773650,04-MAR-2024
GLENMARK,935.15,950.0,925.0,928.25,3704,14582650,147175,04-MAR-2024
GMRINFRA,86.0,88.15,86.0,87.25,3923,200385000,-1316250,04-MAR-2024
GNFC,642.3,643.95,631.1,638.55,1432,7918300,383500,04-MAR-2024
GODREJCP,1284.6,1285.7,1250.3,1259.6,1258,6106500,18500,04-MAR-2024
GODREJPROP,2494.0,2559.9,2482.1,2508.05,7959,4364300,-37525,04-MAR-2024
GRANULES,469.25,477.8,468.45,470.15,1423,10888000,506000,04-MAR-2024
GRASIM,2250.8,2262.0,2238.9,2248.8,1779,7623414,-107802,04-MAR-2024
GUJGASLTD,582.55,599.95,581.0,593.95,3249,7641250,220000,04-MAR-2024
HAL,3172.25,3247.6,3147.6,3231.65,13728,8742000,-37500,04-MAR-2024
HAVELLS,1580.0,1587.3,1540.4,1563.65,5329,5215500,-131500,04-MAR-2024
HCLTECH,1661.75,1661.75,1640.95,1644.75,5049,14091000,433300,04-MAR-2024
HDFCAMC,3765.55,3848.9,3759.95,3833.95,3866,2985900,-114300,04-MAR-2024
HDFCBANK,1440.0,1446.95,1430.05,1438.75,36784,231547250,-1887050,04-MAR-2024
HDFCLIFE,596.85,622.8,590.15,613.3,16950,30577800,-1974500,04-MAR-2024
HEROMOTOCO,4592.05,4639.85,4567.55,4614.9,5571,4081200,-105000,04-MAR-2024
HINDALCO,526.6,533.2,522.35,528.55,9951,44353400,-1163400,04-MAR-2024
HINDCOPPER,284.0,291.9,282.9,285.95,3945,36050600,2035200,04-MAR-2024
HINDPETRO,519.9,531.5,518.75,527.85,6473,39015000,-342900,04-MAR-2024
HINDUNILVR,2437.85,2438.95,2419.7,2432.25,4009,11985900,-90900,04-MAR-2024
ICICIBANK,1088.3,1097.8,1086.1,1094.8,27361,80266900,-956200,04-MAR-2024
ICICIGI,1659.0,1664.0,1631.0,1655.55,1857,2624500,3000,04-MAR-2024
ICICIPRULI,542.05,560.5,536.5,548.65,3650,12153000,-72000,04-MAR-2024
IDEA,14.6,14.8,14.15,14.35,4641,2063600000,53120000,04-MAR-2024
IDFC,119.35,119.55,117.6,118.25,1286,68630000,-160000,04-MAR-2024
IDFCFIRSTB,83.05,83.1,81.8,82.4,8234,351427500,-1020000,04-MAR-2024
