SYMBOL,OPEN,HIGH,LOW,CLOSE,CONTRACTS,OPEN_INT,CHG_IN_OI,TIMESTAMP
BANKNIFTY,47000.0,47447.0,46791.0,46996.15,213867,5406030,69840,14-MAR-2024
FINNIFTY,20752.55,20935.75,20662.7,20799.05,1996,70920,-2240,14-MAR-2024
MIDCPNIFTY,10298.0,10532.25,10198.8,10496.7,22674,1750575,304050,14-MAR-2024
NIFTY,22080.0,22329.6,22034.8,22264.55,199017,16180450,697300,14-MAR-2024
AARTIIND,612.35,650.3,607.0,648.7,5831,14311000,360000,14-MAR-2024
ABB,5600.0,5689.75,5540.9,5666.15,2809,1123750,41500,14-MAR-2024
ABBOTINDIA,27647.25,28700.0,27332.2,28385.2,2083,207520,-2520,14-MAR-2024
ABCAPITAL,170.8,174.25,168.2,173.6,3534,58870800,264600,14-MAR-2024
ABFRL,199.35,205.25,199.0,201.4,321,46363200,-832000,14-MAR-2024
ACC,2387.05,2499.25,2355.15,2492.35,4580,4813200,-20400,14-MAR-2024
ADANIENT,2920.85,3109.4,2889.5,3097.65,34699,18830400,-665400,14-MAR-2024
ADANIPORTS,1225.05,1281.35,1201.0,1275.1,22218,40852000,-1565600,14-MAR-2024
ALKEM,4929.45,5046.2,4902.1,5013.4,1093,1103000,53800,14-MAR-2024
AMBUJACEM,556.0,587.75,552.0,584.4,8667,45410400,162000,14-MAR-2024
APOLLOHOSP,6036.5,6118.25,6006.35,6058.05,4572,2404125,125500,14-MAR-2024
APOLLOTYRE,488.25,499.15,480.75,495.0,3855,13515000,207400,14-MAR-2024
ASHOKLEY,159.7,164.9,158.25,164.55,5003,111380000,-4600000,14-MAR-2024
ASIANPAINT,2859.35,2903.9,2852.7,2899.1,8804,7524000,-161800,14-MAR-2024
ASTRAL,2020.0,2052.5,1978.45,2026.45,2942,3460076,-15781,14-MAR-2024
ATUL,5987.5,6107.35,5929.6,5991.3,2125,353475,-29475,14-MAR-2024
AUBANK,572.4,587.2,563.2,584.55,5569,20372000,-548000,14-MAR-2024
AUROPHARMA,1005.0,1025.0,994.4,1014.45,4874,19774700,-561000,14-MAR-2024
AXISBANK,1080.0,1086.05,1062.0,1064.3,26793,47679375,2461875,14-MAR-2024
BAJAJ-AUTO,8384.95,8430.25,8246.05,8408.1,7714,2480250,45500,14-MAR-2024
BAJAJFINSV,1570.95,1586.7,1557.0,1571.55,3658,10202000,205500,14-MAR-2024
BAJFINANCE,6450.0,6489.0,6315.05,6419.3,16300,9564875,-99000,14-MAR-2024
BALKRISIND,2266.55,2304.0,2219.9,2275.2,3921,2424000,-81600,14-MAR-2024
BALRAMCHIN,344.25,359.85,344.2,358.4,1654,10667200,12800,14-MAR-2024
BANDHANBNK,178.75,184.25,174.0,180.75,11110,107247500,-567500,14-MAR-2024
BANKBARODA,261.05,264.95,256.6,260.05,11002,128331450,4524975,14-MAR-2024
BATAINDIA,1373.35,1413.15,1356.0,1410.35,3051,3336750,77625,14-MAR-2024
BEL,190.0,197.7,186.8,196.2,13693,167922000,9256800,14-MAR-2024
BERGEPAINT,540.05,563.65,540.05,561.4,1590,15857160,192720,14-MAR-2024
BHARATFORG,1107.6,1132.1,1100.0,1118.35,4595,8137500,100500,14-MAR-2024
BHARTIARTL,1177.2,1203.15,1167.05,1199.8,10696,34720600,462650,14-MAR-2024
BHEL,224.9,233.45,223.15,227.3,15825,102968250,6504750,14-MAR-2024
BIOCON,252.3,274.75,250.65,268.35,9676,48722500,32500,14-MAR-2024
BOSCHLTD,28387.7,29724.95,28387.7,29520.0,1806,247850,-1500,14-MAR-2024
BPCL,596.9,616.4,592.4,611.85,11221,28940400,729000,14-MAR-2024
BRITANNIA,4812.1,4970.85,4792.8,4956.0,3151,2369800,-117000,14-MAR-2024
BSOFT,724.65,767.75,722.65,765.8,4244,7516000,-255000,14-MAR-2024
CANBK,533.95,557.65,530.8,550.1,11377,50247000,1169100,14-MAR-2024
CANFINHOME,722.75,738.9,714.3,732.2,1499,3980925,-109200,14-MAR-2024
CHAMBLFERT,336.9,351.05,333.55,348.45,1893,8284000,-39900,14-MAR-2024
CHOLAFIN,1050.1,1078.9,1032.9,1075.3,3972,13640625,-502500,14-MAR-2024
CIPLA,1465.0,1505.95,1456.45,1502.4,4760,10050950,-156000,14-MAR-2024
COALINDIA,421.0,430.0,414.3,429.05,15271,59463600,-640500,14-MAR-2024
COFORGE,6150.0,6162.0,5914.6,6122.7,6015,1407150,43950,14-MAR-2024
COLPAL,2532.95,2694.95,2521.3,2685.95,3049,3339000,1400,14-MAR-2024
CONCOR,860.0,885.0,846.0,873.85,5461,18800000,785000,14-MAR-2024
COROMANDEL,1058.25,1094.45,1046.9,1085.55,786,1345400,13300,14-MAR-2024
CROMPTON,279.5,285.25,276.75,281.05,1906,17571600,-140400,14-MAR-2024
CUB,127.05,130.75,125.75,129.9,2317,46505000,-1125000,14-MAR-2024
CUMMINSIND,2695.95,2767.5,2673.15,2742.7,3932,3627300,45000,14-MAR-2024
DABUR,522.05,533.45,519.4,532.25,2219,22198750,45000,14-MAR-2024
DALBHARAT,1842.95,1886.35,1828.05,1875.45,2302,3354250,-90750,14-MAR-2024
DEEPAKNTR,2065.35,2117.5,2042.3,2111.45,1636,2772300,-36600,14-MAR-2024
DIVISLAB,3474.0,3541.25,3450.05,3529.95,3754,3866600,4200,14-MAR-2024
DIXON,6640.05,6872.65,6524.1,6842.15,4839,1449300,27200,14-MAR-2024
DLF,833.25,848.0,821.05,844.5,10718,38473050,1155000,14-MAR-2024
DRREDDY,6270.0,6349.2,6220.0,6326.95,4470,2120875,-33125,14-MAR-2024
EICHERMOT,3726.3,3821.95,3700.0,3794.35,6454,3676050,-183400,14-MAR-2024
ESCORTS,2725.3,2769.85,2710.0,2762.75,2053,2009700,-59950,14-MAR-2024
EXIDEIND,300.0,311.6,295.4,307.75,1809,20430000,237600,14-MAR-2024
FEDERALBNK,146.5,148.65,140.15,146.85,10532,93800000,1020000,14-MAR-2024
GAIL,168.95,177.25,166.4,176.7,9013,129079050,-4593300,14-MAR-2024
GLENMARK,893.2,944.35,886.45,941.25,4256,13618400,-447325,14-MAR-2024
GMRINFRA,76.2,78.9,74.8,78.3,6732,202263750,-4218750,14-MAR-2024
GNFC,594.7,622.8,591.0,617.45,2290,8453900,-114400,14-MAR-2024
GODREJCP,1188.65,1233.95,1182.9,1230.05,2137,5659000,-214500,14-MAR-2024
GODREJPROP,2184.7,2224.4,2135.5,2180.1,5834,4304925,-130625,14-MAR-2024
GRANULES,410.95,424.75,410.6,423.7,1245,11148000,-294000,14-MAR-2024
