SYMBOL,OPEN,HIGH,LOW,CLOSE,CONTRACTS,OPEN_INT,CHG_IN_OI,TIMESTAMP
BANKNIFTY,46726.25,47142.0,46629.85,46794.65,205328,5684160,68685,21-MAR-2024
FINNIFTY,20700.0,20884.85,20700.0,20758.3,2559,67680,-3880,21-MAR-2024
MIDCPNIFTY,10201.0,10448.55,10201.0,10437.3,30851,1991850,210375,21-MAR-2024
NIFTY,22070.0,22149.0,22020.0,22102.5,168845,16366100,47850,21-MAR-2024
AARTIIND,641.0,652.55,641.0,650.55,4196,15051000,181000,21-MAR-2024
ABB,5765.05,5902.2,5751.0,5882.8,6107,1142250,54875,21-MAR-2024
ABBOTINDIA,28299.85,28299.85,27512.35,27724.3,1265,201800,2160,21-MAR-2024
ABCAPITAL,171.0,174.4,171.0,173.9,3111,59718600,-534600,21-MAR-2024
ABFRL,205.0,207.8,203.7,207.2,4778,46628400,442000,21-MAR-2024
ACC,2412.55,2458.85,2412.55,2446.5,2490,5041200,-9300,21-MAR-2024
ADANIENT,3085.5,3108.9,3062.0,3077.85,12647,20064900,-165600,21-MAR-2024
ADANIPORTS,1267.05,1269.9,1253.15,1265.8,17183,51296000,120800,21-MAR-2024
ALKEM,4797.8,4850.0,4753.35,4812.75,1988,1221400,55800,21-MAR-2024
AMBUJACEM,580.25,591.0,580.25,588.65,5608,49323600,-671400,21-MAR-2024
APOLLOHOSP,6221.0,6221.0,6110.85,6189.0,6446,2253750,-23500,21-MAR-2024
APOLLOTYRE,456.35,464.5,454.5,462.5,3006,15872900,-744600,21-MAR-2024
ASHOKLEY,163.15,167.25,162.85,166.85,11075,111700000,-5125000,21-MAR-2024
ASIANPAINT,2831.5,2834.5,2811.45,2820.6,12496,9161800,599200,21-MAR-2024
ASTRAL,1920.3,1956.65,1908.05,1948.9,3163,3341535,111201,21-MAR-2024
ATUL,5910.3,5978.0,5897.1,5927.0,1731,386250,11250,21-MAR-2024
AUBANK,569.85,573.4,564.75,568.3,7931,20950000,-377000,21-MAR-2024
AUROPHARMA,1026.7,1033.25,1013.15,1029.45,4510,17696800,-394900,21-MAR-2024
AXISBANK,1041.5,1051.9,1030.05,1038.55,41724,55582500,2380000,21-MAR-2024
BAJAJ-AUTO,8625.45,8775.0,8570.15,8753.45,8907,2841375,-49250,21-MAR-2024
BAJAJFINSV,1599.95,1611.3,1592.25,1604.75,5534,10091500,-129500,21-MAR-2024
BAJFINANCE,6710.0,6775.05,6661.35,6720.05,22296,7631375,-425500,21-MAR-2024
BALKRISIND,2301.15,2324.95,2281.4,2317.55,2193,2481000,8100,21-MAR-2024
BALRAMCHIN,361.3,369.8,360.55,367.9,574,12019200,-918400,21-MAR-2024
BANDHANBNK,179.95,182.65,179.45,181.2,10802,106710000,-332500,21-MAR-2024
BANKBARODA,254.0,257.5,253.55,256.15,14786,134997525,236925,21-MAR-2024
BATAINDIA,1383.45,1393.8,1375.0,1384.05,3248,3789000,121125,21-MAR-2024
BEL,190.95,196.85,189.5,196.35,16560,176426400,-5534700,21-MAR-2024
BERGEPAINT,552.15,558.25,550.0,557.1,2437,15611640,-146520,21-MAR-2024
