SYMBOL,OPEN,HIGH,LOW,CLOSE,CONTRACTS,OPEN_INT,CHG_IN_OI,TIMESTAMP
BANKNIFTY,46649.95,46900.0,46210.0,46741.6,229054,5460495,615,18-MAR-2024
FINNIFTY,20625.0,20733.8,20450.0,20673.5,1991,78920,18080,18-MAR-2024
MIDCPNIFTY,10439.95,10484.35,10270.0,10318.35,23170,1806075,20775,18-MAR-2024
NIFTY,22143.95,22219.65,22018.25,22135.45,154025,16628900,506400,18-MAR-2024
AARTIIND,640.55,650.6,635.55,646.8,2974,14387000,344000,18-MAR-2024
ABB,5632.55,5789.2,5630.1,5769.9,3734,1148875,15375,18-MAR-2024
ABBOTINDIA,28611.55,28814.7,27950.0,28700.05,1751,202760,-2640,18-MAR-2024
ABCAPITAL,170.75,175.1,170.75,173.6,2132,59599800,745200,18-MAR-2024
ABFRL,208.6,210.4,205.85,208.85,154,44465200,-377000,18-MAR-2024
ACC,2478.3,2480.25,2403.55,2451.35,5505,5030700,133200,18-MAR-2024
ADANIENT,3044.95,3124.85,2981.0,3114.7,22966,20213100,1433700,18-MAR-2024
ADANIPORTS,1278.25,1278.3,1232.8,1268.85,18116,49020000,3479200,18-MAR-2024
ALKEM,5053.2,5053.2,4920.0,4994.15,817,1104200,15800,18-MAR-2024
AMBUJACEM,595.15,595.15,584.35,587.05,9384,48412800,2089800,18-MAR-2024
APOLLOHOSP,6019.15,6150.0,5995.8,6142.65,4231,2421625,-61500,18-MAR-2024
APOLLOTYRE,475.0,475.0,459.0,459.95,4470,16173800,1273300,18-MAR-2024
ASHOKLEY,162.45,163.75,160.4,163.15,4493,115470000,1275000,18-MAR-2024
ASIANPAINT,2870.65,2870.65,2824.0,2846.3,7342,8038000,300200,18-MAR-2024
ASTRAL,2018.8,2054.9,1953.55,1977.7,6615,3325020,-128083,18-MAR-2024
ATUL,6006.4,6059.0,5921.85,6029.35,1204,351300,3750,18-MAR-2024
AUBANK,582.35,583.55,567.6,570.25,10640,21031000,142000,18-MAR-2024
AUROPHARMA,1001.25,1025.0,992.1,1021.4,7642,18689000,-627000,18-MAR-2024
AXISBANK,1049.8,1069.95,1047.7,1064.8,22267,49765000,-1203125,18-MAR-2024
BAJAJ-AUTO,8370.05,8540.0,8305.4,8510.5,6813,2588500,97750,18-MAR-2024
BAJAJFINSV,1574.95,1582.25,1564.6,1579.35,2391,10189000,-37500,18-MAR-2024
BAJFINANCE,6526.65,6564.95,6466.7,6518.6,10373,8840875,-120125,18-MAR-2024
BALKRISIND,2271.6,2282.95,2243.65,2268.9,2259,2396400,-3300,18-MAR-2024
BALRAMCHIN,367.95,369.85,358.55,361.1,5904,14078400,2953600,18-MAR-2024
BANDHANBNK,185.0,186.6,181.0,181.95,7857,108537500,637500,18-MAR-2024
BANKBARODA,254.4,258.8,253.25,255.6,8187,132821325,2731950,18-MAR-2024
BATAINDIA,1392.7,1402.4,1376.7,1382.3,2408,3480750,113625,18-MAR-2024
BEL,189.25,192.0,187.15,189.95,7573,182405700,1151400,18-MAR-2024
BERGEPAINT,554.7,558.25,552.5,556.45,1342,15639360,-80520,18-MAR-2024
BHARATFORG,1115.15,1120.9,1091.95,1117.05,5224,7727000,-197000,18-MAR-2024
BHARTIARTL,1227.0,1231.45,1217.35,1226.4,6867,35403650,-59850,18-MAR-2024
BHEL,215.4,227.3,214.5,225.1,511,91323750,-2252250,18-MAR-2024
BIOCON,251.95,254.8,248.35,251.6,659,52425000,-1640000,18-MAR-2024
BOSCHLTD,29700.0,30033.0,29460.0,29924.4,1252,259300,5750,18-MAR-2024
BPCL,585.55,594.4,581.6,583.45,6940,28418400,-739800,18-MAR-2024
BRITANNIA,4994.15,5018.0,4974.0,4991.05,1604,2311400,2400,18-MAR-2024
BSOFT,751.3,756.2,727.25,729.75,2960,7387000,143000,18-MAR-2024
CANBK,551.5,557.45,546.7,555.25,8225,55417500,2502900,18-MAR-2024
CANFINHOME,724.6,727.9,714.45,720.2,974,4041375,-7800,18-MAR-2024
CHAMBLFERT,347.35,348.8,342.6,345.05,614,8312500,95000,18-MAR-2024
CHOLAFIN,1071.2,1076.2,1054.1,1061.1,1828,13160000,18125,18-MAR-2024
CIPLA,1490.3,1498.3,1476.0,1492.95,1591,10056800,-7800,18-MAR-2024
COALINDIA,417.55,424.0,414.4,422.9,8870,61809300,-1113000,18-MAR-2024
COFORGE,6050.55,6053.05,5672.55,5708.45,14876,1617000,202800,18-MAR-2024
COLPAL,2720.5,2739.7,2712.0,2729.0,1627,3655750,73850,18-MAR-2024
CONCOR,868.3,881.45,850.8,858.3,4649,19098000,230000,18-MAR-2024
COROMANDEL,1072.85,1079.35,1055.6,1068.95,459,1392300,-17500,18-MAR-2024
CROMPTON,277.25,279.0,269.0,272.95,2575,19296000,833400,18-MAR-2024
CUB,129.75,130.6,128.2,128.7,1533,47710000,1270000,18-MAR-2024
CUMMINSIND,2720.85,2771.4,2677.2,2722.25,4904,3486000,-67500,18-MAR-2024
DABUR,528.05,528.5,522.65,525.15,1204,22335000,56250,18-MAR-2024
DALBHARAT,1861.2,1903.1,1856.9,1888.15,1332,3349000,19000,18-MAR-2024
DEEPAKNTR,2113.85,2125.2,2103.6,2114.3,1038,2760300,-3300,18-MAR-2024
DIVISLAB,3511.85,3524.95,3479.0,3511.95,3147,3810400,-65200,18-MAR-2024
DIXON,6969.8,7069.0,6916.8,7033.0,3817,1317600,-47600,18-MAR-2024
