SYMBOL,OPEN,HIGH,LOW,CLOSE,CONTRACTS,OPEN_INT,CHG_IN_OI,TIMESTAMP
BANKNIFTY,46708.3,46960.9,46649.05,46761.15,268806,5713350,68730,27-MAR-2024
FINNIFTY,20930.0,21028.25,20906.05,20978.25,1099,51280,11760,27-MAR-2024
MIDCPNIFTY,10561.9,10612.5,10502.05,10528.95,8739,1508100,55800,27-MAR-2024
NIFTY,22099.0,22210.0,22081.55,22167.05,218601,15911750,626050,27-MAR-2024
AARTIIND,658.0,662.75,653.05,657.2,7465,14186000,-279000,27-MAR-2024
ABB,6060.0,6339.95,6060.0,6290.45,17279,1169750,47875,27-MAR-2024
ABBOTINDIA,26606.8,26898.7,26319.95,26717.75,4783,198080,-2440,27-MAR-2024
ABCAPITAL,177.85,178.4,175.65,175.85,6270,51651000,-1128600,27-MAR-2024
ABFRL,208.35,208.65,204.7,205.45,9940,46742800,5200,27-MAR-2024
ACC,2465.7,2502.0,2450.25,2455.95,12855,5179500,900,27-MAR-2024
ADANIENT,3130.0,3141.85,3106.75,3119.8,22941,19583700,-96900,27-MAR-2024
ADANIPORTS,1320.0,1344.6,1315.0,1323.4,64314,50688800,-650400,27-MAR-2024
ALKEM,4963.85,5058.4,4963.0,5004.0,5990,1202600,-140600,27-MAR-2024
AMBUJACEM,596.85,611.1,596.85,602.55,29772,57879000,621000,27-MAR-2024
APOLLOHOSP,6363.0,6399.95,6230.0,6239.25,12770,2087625,-93750,27-MAR-2024
APOLLOTYRE,472.75,477.0,466.35,467.7,5181,13703700,107100,27-MAR-2024
ASHOKLEY,170.4,171.3,168.85,169.25,12351,98370000,-685000,27-MAR-2024
ASIANPAINT,2821.8,2842.0,2819.35,2831.15,27540,9774200,668000,27-MAR-2024
ASTRAL,2001.6,2020.1,1994.85,2000.4,5718,3032521,13946,27-MAR-2024
ATUL,5814.0,5921.1,5797.2,5803.8,4238,419550,-10875,27-MAR-2024
AUBANK,565.45,567.35,559.1,561.95,18297,19935000,-433000,27-MAR-2024
AUROPHARMA,1052.85,1073.0,1042.1,1070.1,10832,17278800,-449900,27-MAR-2024
AXISBANK,1048.05,1055.0,1044.3,1051.95,69415,51997500,-4306250,27-MAR-2024
BAJAJ-AUTO,8959.9,9258.6,8935.95,9151.15,25250,2833000,156375,27-MAR-2024
BAJAJFINSV,1595.6,1611.0,1580.25,1582.55,16948,10521500,361000,27-MAR-2024
BAJFINANCE,6922.45,7042.3,6905.0,7007.65,46260,6822500,-171250,27-MAR-2024
BALKRISIND,2236.0,2312.9,2236.0,2291.95,6285,2338500,-115800,27-MAR-2024
BALRAMCHIN,369.1,369.7,361.6,362.9,5014,10899200,-192000,27-MAR-2024
BANDHANBNK,183.2,183.9,179.7,181.2,27682,111487500,1610000,27-MAR-2024
BANKBARODA,262.8,263.75,257.4,258.45,40340,124215975,-7069725,27-MAR-2024
BATAINDIA,1378.45,1383.75,1366.65,1372.0,7170,3211875,-153750,27-MAR-2024
BEL,200.45,204.15,198.6,199.8,21125,173394000,6321300,27-MAR-2024
BERGEPAINT,559.3,569.85,558.65,567.15,7802,14632200,597960,27-MAR-2024
BHARATFORG,1138.0,1146.0,1110.15,1113.55,11888,7129500,76500,27-MAR-2024
BHARTIARTL,1222.9,1224.4,1214.85,1222.8,21344,35318150,-1234050,27-MAR-2024
BHEL,241.35,249.45,241.3,243.55,14419,89418000,3748500,27-MAR-2024
BIOCON,258.85,263.75,256.15,256.95,30320,44545000,2702500,27-MAR-2024
BOSCHLTD,30760.95,31225.0,30284.3,30374.5,5941,293000,-300,27-MAR-2024
BPCL,604.85,611.45,595.0,596.5,13168,26096400,-261000,27-MAR-2024
BRITANNIA,4923.25,4985.3,4882.5,4923.75,6506,2024400,-62200,27-MAR-2024
BSOFT,750.0,769.0,745.75,760.35,9999,7104000,-51000,27-MAR-2024
CANBK,574.3,575.6,563.55,565.7,12786,62839800,953100,27-MAR-2024
CANFINHOME,755.05,763.15,751.55,756.8,3413,3412500,-268125,27-MAR-2024
CHAMBLFERT,347.15,351.45,343.7,344.9,3376,8804600,-476900,27-MAR-2024
CHOLAFIN,1118.6,1132.3,1113.5,1130.65,14070,11587500,-1125625,27-MAR-2024
CIPLA,1490.7,1490.7,1461.15,1465.45,8200,9817600,9750,27-MAR-2024
COALINDIA,438.85,439.0,427.0,429.7,24260,70146300,5457900,27-MAR-2024
COFORGE,5558.0,5638.0,5538.85,5553.55,8611,1526550,-16350,27-MAR-2024
COLPAL,2722.4,2750.7,2645.85,2661.2,9509,4004000,222250,27-MAR-2024
CONCOR,875.95,886.9,865.4,867.95,12298,18805000,-93000,27-MAR-2024
COROMANDEL,1065.3,1080.6,1061.25,1075.8,2372,1446900,-9800,27-MAR-2024
CROMPTON,272.6,272.6,264.95,266.1,10110,23459400,430200,27-MAR-2024
CUB,135.7,137.4,135.05,135.55,4571,40740000,-2375000,27-MAR-2024
CUMMINSIND,3008.1,3017.0,2955.8,2966.05,10604,3538500,-213300,27-MAR-2024
DABUR,522.1,524.15,519.45,520.65,9149,21635000,-518750,27-MAR-2024
DALBHARAT,1964.6,2007.3,1953.55,1957.65,8077,3174000,88000,27-MAR-2024
