SYMBOL,OPEN,HIGH,LOW,CLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP
360ONE,477.95,488.75,472.85,479.75,174542,84471392.85,06-JUL-2023
3MINDIA,27336.0,28248.0,27156.0,27361.45,14453,398436920.65,06-JUL-2023
AARTIDRUGS,466.0,474.8,464.3,470.6,230789,108597056.95,06-JUL-2023
AARTIIND,489.0,489.5,480.0,486.0,1675077,811128308.05,06-JUL-2023
AARTIPHARM,369.0,372.2,364.0,366.65,155764,57216041.3,06-JUL-2023
AAVAS,1540.0,1555.0,1524.8,1537.65,124659,191742910.0,06-JUL-2023
ABB,4420.0,4445.25,4384.0,4400.15,159465,704343702.85,06-JUL-2023
ABBOTINDIA,23306.95,23869.95,23200.0,23825.75,14956,354307131.3,06-JUL-2023
ABCAPITAL,189.65,190.2,187.6,189.05,4276768,806732366.0,06-JUL-2023
ABFRL,210.9,214.2,209.3,213.65,2261012,479329498.7,06-JUL-2023
ACC,1821.0,1827.6,1810.0,1820.35,295412,536716264.95,06-JUL-2023
ACCELYA,1330.95,1346.0,1330.95,1341.9,10210,13683369.9,06-JUL-2023
ACE,510.0,567.5,510.0,551.9,4697732,2580016526.65,06-JUL-2023
ACI,536.45,542.05,534.65,538.8,134137,72205988.7,06-JUL-2023
ADANIENT,2399.15,2427.6,2390.0,2402.9,2476366,5959009118.4,06-JUL-2023
ADANIGREEN,950.95,972.9,948.4,962.2,799351,765786936.9,06-JUL-2023
ADANIPORTS,742.4,745.9,738.2,740.05,1949877,1447491560.75,06-JUL-2023
ADANIPOWER,245.65,248.4,245.45,246.45,2188169,540001440.25,06-JUL-2023
ADVENZYMES,278.7,300.0,278.65,291.0,1465752,430779373.55,06-JUL-2023
AEGISCHEM,353.0,353.0,343.8,345.4,2002880,695327804.15,06-JUL-2023
AETHER,1059.45,1098.0,1055.0,1059.5,184494,198239647.1,06-JUL-2023
AFFLE,1072.35,1078.3,1062.9,1067.45,102000,109203359.35,06-JUL-2023
AGI,570.5,574.0,561.9,570.35,102358,58054921.25,06-JUL-2023
AHLUCONT,680.0,684.25,675.0,677.9,137768,93450626.9,06-JUL-2023
AIAENG,3214.7,3230.0,3175.0,3214.75,89768,288274036.9,06-JUL-2023
AJANTPHARM,1438.05,1456.3,1422.25,1426.35,146239,211187073.25,06-JUL-2023
ALKEM,3512.1,3543.95,3502.25,3523.25,79164,279217591.2,06-JUL-2023
ALKYLAMINE,2680.0,2684.05,2604.6,2626.95,35701,93999791.9,06-JUL-2023
ALLCARGO,280.2,282.2,277.5,280.1,258335,72384678.75,06-JUL-2023
AMBER,2234.8,2291.0,2226.0,2279.9,120535,273231567.85,06-JUL-2023
AMBUJACEM,432.0,435.2,429.55,431.5,2151838,930050356.05,06-JUL-2023
AMIORG,1275.0,1284.15,1261.0,1273.85,38330,48936662.05,06-JUL-2023
ANANDRATHI,904.5,915.85,896.0,898.25,51632,46660588.55,06-JUL-2023
ANANTRAJ,181.0,182.0,179.35,181.35,481890,87283929.85,06-JUL-2023
ANGELONE,1795.05,1795.05,1751.6,1763.1,249473,440306830.45,06-JUL-2023
ANURAS,974.0,1009.9,971.95,997.0,156133,154352895.4,06-JUL-2023
APARINDS,3490.0,3535.0,3474.45,3492.5,94873,331778938.4,06-JUL-2023
APCOTEXIND,557.8,562.45,551.15,553.75,49035,27296928.15,06-JUL-2023
APLAPOLLO,1316.8,1339.95,1306.0,1329.1,315727,416543530.0,06-JUL-2023
APLLTD,642.6,659.0,641.4,656.75,161190,105223322.85,06-JUL-2023
APOLLOHOSP,5090.0,5310.0,5070.2,5283.05,1251554,6567004936.8,06-JUL-2023
APOLLOPIPE,730.85,734.0,712.55,722.7,81770,58977503.6,06-JUL-2023
APOLLOTYRE,398.0,413.25,396.85,410.9,3843036,1569917440.7,06-JUL-2023
APTUS,247.85,254.85,246.85,252.75,1876111,473937669.85,06-JUL-2023
ARVIND,138.0,141.0,136.4,140.15,1284155,178273692.15,06-JUL-2023
ARVINDFASN,344.45,354.9,344.45,353.0,155619,54848771.25,06-JUL-2023
ASAHIINDIA,537.95,538.95,527.1,529.65,158326,84575343.05,06-JUL-2023
ASHOKA,80.3,81.6,79.95,80.85,1393570,112602605.25,06-JUL-2023
ASHOKLEY,165.4,165.75,163.4,165.25,7384161,1215834383.65,06-JUL-2023
ASIANPAINT,3410.0,3410.0,3367.8,3399.4,693995,2352956419.75,06-JUL-2023
ASTEC,1375.0,1381.85,1335.35,1342.65,16992,23133376.2,06-JUL-2023
ASTERDM,315.7,318.45,308.65,310.8,706312,220694407.9,06-JUL-2023
ASTRAL,1869.15,1878.5,1833.0,1842.05,541865,1001915957.7,06-JUL-2023
ASTRAMICRO,372.9,373.75,362.6,364.2,513210,189190574.85,06-JUL-2023
ASTRAZEN,3711.0,3759.0,3700.0,3737.6,8418,31340893.6,06-JUL-2023
