SYMBOL,OPEN,HIGH,LOW,CLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP
360ONE,425.6,429.6,420.65,427.45,41227,17505533.95,12-APR-2023
3MINDIA,23200.0,23280.85,23000.1,23031.9,1263,29161595.65,12-APR-2023
AARTIDRUGS,399.5,415.0,392.0,411.85,1184789,478668574.4,12-APR-2023
AARTIIND,541.95,548.95,537.8,546.05,500393,272617281.95,12-APR-2023
AARTIPHARM,303.0,324.4,303.0,312.05,798998,251737364.3,12-APR-2023
AAVAS,1688.0,1750.0,1681.0,1741.85,137083,235629652.65,12-APR-2023
ABB,3293.9,3301.3,3196.55,3203.55,498526,1606136792.0,12-APR-2023
ABBOTINDIA,22850.0,22958.0,22530.0,22643.3,15983,362793622.05,12-APR-2023
ABCAPITAL,157.3,158.25,155.7,156.35,1367641,214387595.6,12-APR-2023
ABFRL,222.95,223.9,220.1,222.8,1107288,246352646.3,12-APR-2023
ACC,1745.85,1768.5,1736.6,1758.0,444622,782383974.4,12-APR-2023
ACCELYA,1303.2,1355.0,1290.0,1342.45,29618,39295979.25,12-APR-2023
ACE,417.0,417.0,404.3,405.9,280332,114849283.85,12-APR-2023
ACI,612.2,616.9,608.0,611.2,75481,46168210.4,12-APR-2023
ADANIENT,1814.0,1858.75,1797.05,1847.25,4809035,8850122661.8,12-APR-2023
ADANIGREEN,991.3,991.3,920.0,941.85,8203268,7920195017.9,12-APR-2023
ADANIPORTS,656.0,662.0,650.0,657.75,4271203,2802731244.85,12-APR-2023
ADANIPOWER,194.9,196.9,191.6,192.45,6182146,1198620531.0,12-APR-2023
ADVENZYMES,255.3,256.5,252.9,255.7,30872,7872983.15,12-APR-2023
AEGISCHEM,395.95,395.95,380.55,382.05,226615,87531099.35,12-APR-2023
AETHER,909.0,921.0,904.75,918.55,26767,24531239.2,12-APR-2023
AFFLE,950.1,958.55,944.0,944.9,269827,256076108.2,12-APR-2023
AGI,360.0,367.7,358.05,364.65,191856,69743950.95,12-APR-2023
AHLUCONT,528.7,533.2,507.35,511.0,74089,38092585.8,12-APR-2023
AIAENG,2927.0,2962.15,2892.0,2906.05,31165,91260592.95,12-APR-2023
AJANTPHARM,1291.25,1291.25,1244.0,1254.65,52250,66310649.2,12-APR-2023
ALKEM,3339.85,3395.25,3316.75,3340.6,339626,1133054309.95,12-APR-2023
ALKYLAMINE,2395.0,2481.1,2367.85,2421.8,112892,274444585.55,12-APR-2023
ALLCARGO,350.1,356.95,350.1,353.6,301409,106780183.45,12-APR-2023
AMBER,1885.0,1886.5,1862.0,1874.45,17578,32939472.95,12-APR-2023
AMBUJACEM,385.9,397.75,382.7,396.05,9415387,3704270384.75,12-APR-2023
AMIORG,955.0,1014.65,946.85,978.5,256244,252204020.0,12-APR-2023
ANANDRATHI,815.0,835.5,806.0,830.25,213156,175229140.45,12-APR-2023
ANANTRAJ,137.2,142.0,136.3,141.45,2495298,349224196.25,12-APR-2023
ANGELONE,1230.6,1255.0,1227.8,1250.95,349683,435381081.75,12-APR-2023
ANURAS,943.1,958.8,933.3,951.45,622217,591011441.1,12-APR-2023
APARINDS,2666.4,2709.1,2660.0,2693.9,87691,235688795.5,12-APR-2023
APCOTEXIND,525.0,529.75,510.95,516.7,75290,39160714.25,12-APR-2023
