SYMBOL,OPEN,HIGH,LOW,CLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP
360ONE,520.0,521.85,508.95,510.5,395274,202125525.5,28-SEP-2023
3MINDIA,31225.95,31399.65,30600.0,30864.75,1288,40040755.4,28-SEP-2023
AARTIDRUGS,550.05,564.0,539.4,541.15,298417,164456830.35,28-SEP-2023
AARTIIND,497.25,499.4,484.25,485.65,995504,488531611.4,28-SEP-2023
AARTIPHARM,447.6,460.0,447.6,450.3,135075,61064192.45,28-SEP-2023
AAVAS,1710.0,1774.9,1700.0,1714.55,506500,880959785.8,28-SEP-2023
ABB,4250.0,4250.0,4087.7,4101.7,259081,1075656454.1,28-SEP-2023
ABBOTINDIA,22843.0,22843.0,22000.0,22370.65,17582,393128339.25,28-SEP-2023
ABCAPITAL,180.5,180.55,175.2,175.95,2640636,469297889.6,28-SEP-2023
ABFRL,216.5,216.8,210.4,211.05,1917827,408739142.85,28-SEP-2023
ACC,2019.75,2031.5,1982.75,1996.35,1420559,2840230712.6,28-SEP-2023
ACCELYA,1600.0,1615.0,1572.05,1577.7,28028,44673046.3,28-SEP-2023
ACE,707.8,715.15,695.0,696.75,181364,127885570.45,28-SEP-2023
ACI,584.95,596.65,580.1,584.0,181136,106235212.7,28-SEP-2023
ADANIENSOL,817.0,839.65,816.4,830.5,861650,714129954.4,28-SEP-2023
ADANIENT,2489.95,2511.0,2446.7,2475.25,2225560,5516252181.95,28-SEP-2023
ADANIGREEN,1020.0,1021.25,1001.0,1012.45,3914462,3981038477.6,28-SEP-2023
ADANIPORTS,833.25,841.35,819.15,823.1,5057959,4192575733.75,28-SEP-2023
ADANIPOWER,376.8,379.85,372.45,375.4,19409168,7279955817.05,28-SEP-2023
ADVENZYMES,318.95,318.95,312.0,314.65,89470,28183471.25,28-SEP-2023
AEGISCHEM,326.95,337.8,325.95,332.7,627089,208908145.35,28-SEP-2023
AETHER,972.0,972.0,948.5,954.0,42087,40331433.3,28-SEP-2023
AFFLE,1093.0,1104.0,1083.0,1100.35,329763,361984075.65,28-SEP-2023
AGI,915.05,928.55,910.0,924.9,145194,133231316.8,28-SEP-2023
AHLUCONT,734.9,734.9,710.7,716.5,55184,39771063.3,28-SEP-2023
AIAENG,3440.6,3538.0,3440.6,3501.25,39418,138018163.8,28-SEP-2023
AJANTPHARM,1743.35,1744.95,1714.9,1731.5,78795,136043805.2,28-SEP-2023
ALKEM,3559.0,3562.9,3514.05,3524.8,156118,551528516.2,28-SEP-2023
ALKYLAMINE,2340.7,2353.85,2290.0,2295.6,78289,180503687.85,28-SEP-2023
ALLCARGO,276.0,282.0,274.35,276.95,804683,223519138.65,28-SEP-2023
AMBER,3095.95,3095.95,2915.0,2995.85,47060,142254940.8,28-SEP-2023
AMBUJACEM,431.0,431.5,418.65,419.9,3461405,1466396881.45,28-SEP-2023
AMIORG,1257.0,1271.9,1240.05,1245.4,42945,53879284.8,28-SEP-2023
ANANDRATHI,1700.0,1729.95,1665.95,1690.95,87124,148804577.05,28-SEP-2023
ANANTRAJ,223.75,224.2,217.4,218.35,629582,138422601.05,28-SEP-2023
