SYMBOL,OPEN,HIGH,LOW,CLOSE,CONTRACTS,OPEN_INT,CHG_IN_OI,TIMESTAMP
BANKNIFTY,48170.0,48725.0,48014.05,48658.1,170011,2509290,291240,05-APR-2024
FINNIFTY,21400.05,21644.0,21370.6,21613.6,1830,78600,19880,05-APR-2024
MIDCPNIFTY,10821.0,10880.0,10775.75,10867.45,9262,1779525,28650,05-APR-2024
NIFTY,22570.0,22618.0,22505.1,22595.5,94842,10822900,-94100,05-APR-2024
AARTIIND,694.65,703.95,687.2,699.5,1711,14041000,215000,05-APR-2024
ABB,6556.0,6694.9,6530.0,6685.15,5268,1062000,39750,05-APR-2024
ABBOTINDIA,26700.0,26969.9,26621.85,26689.95,522,204920,-1480,05-APR-2024
ABCAPITAL,206.05,207.65,202.1,205.75,1959,48027600,-880200,05-APR-2024
ABFRL,237.9,243.05,234.95,238.6,4444,43680000,933400,05-APR-2024
ACC,2605.85,2619.5,2570.2,2586.2,2560,5232900,-48300,05-APR-2024
ADANIENT,3220.0,3250.0,3192.0,3237.7,5611,13990200,-82800,05-APR-2024
ADANIPORTS,1373.4,1385.45,1360.7,1378.35,6955,36360800,-22400,05-APR-2024
ALKEM,4888.55,5114.65,4887.7,4936.1,3518,1085200,-14200,05-APR-2024
AMBUJACEM,626.75,634.45,620.4,628.4,4099,48238200,-554400,05-APR-2024
APOLLOHOSP,6450.0,6498.35,6407.0,6422.95,2826,1733250,9250,05-APR-2024
APOLLOTYRE,461.5,470.0,453.05,469.35,3941,14875000,382500,05-APR-2024
ASHOKLEY,174.05,177.3,172.25,176.85,5414,97195000,2240000,05-APR-2024
ASIANPAINT,2925.0,2929.0,2882.85,2888.35,9472,9918800,357000,05-APR-2024
ASTRAL,2069.95,2073.0,2045.05,2051.5,1161,2956919,24956,05-APR-2024
ATUL,6029.05,6047.0,5958.4,6001.6,1089,463200,-5550,05-APR-2024
AUBANK,623.05,634.45,612.45,633.15,11342,18909000,-817000,05-APR-2024
AUROPHARMA,1128.2,1145.05,1126.0,1129.2,2827,15120600,161700,05-APR-2024
AXISBANK,1064.95,1068.2,1052.2,1064.5,23676,56621250,2728750,05-APR-2024
BAJAJ-AUTO,9133.25,9148.65,9032.45,9045.6,4077,2778750,23000,05-APR-2024
BAJAJFINSV,1662.85,1688.6,1658.75,1683.2,8628,10132000,-211500,05-APR-2024
BAJFINANCE,7281.9,7281.9,7168.35,7196.15,18006,6251250,338250,05-APR-2024
BALKRISIND,2354.8,2428.65,2319.65,2414.9,4217,2331000,85800,05-APR-2024
BALRAMCHIN,384.65,391.85,383.35,389.85,1695,11412800,235200,05-APR-2024
BANDHANBNK,204.1,204.6,196.8,197.75,24658,127582500,1837500,05-APR-2024
BANKBARODA,269.85,272.2,266.6,270.2,11152,136837350,1190475,05-APR-2024
BATAINDIA,1370.1,1372.25,1353.6,1361.6,2507,3539250,197625,05-APR-2024
BEL,221.3,227.1,219.55,225.4,11791,160380900,-3294600,05-APR-2024
BERGEPAINT,557.45,560.85,556.25,559.95,921,13710840,102960,05-APR-2024
BHARATFORG,1154.5,1155.85,1137.1,1146.7,2405,7440000,38500,05-APR-2024
BHARTIARTL,1206.1,1214.8,1193.6,1195.45,6285,32742700,532000,05-APR-2024
BHEL,252.5,256.8,248.8,255.95,5102,91024500,-2110500,05-APR-2024
BIOCON,271.05,273.9,270.0,272.4,2173,44917500,-12500,05-APR-2024
BOSCHLTD,30777.0,31089.05,30700.1,30917.8,452,290800,2450,05-APR-2024
BPCL,595.9,596.9,582.95,593.2,8182,24962400,1013400,05-APR-2024
BRITANNIA,4792.4,4848.1,4790.0,4831.5,1313,1781600,9600,05-APR-2024
BSOFT,775.4,778.95,746.05,750.65,5581,7383000,-421000,05-APR-2024
CANBK,610.0,621.0,607.65,616.65,9794,63666000,-839700,05-APR-2024
CANFINHOME,805.35,811.6,801.5,802.75,867,3505125,105300,05-APR-2024
CHAMBLFERT,370.9,383.1,370.8,381.5,3225,9562700,260300,05-APR-2024
CHOLAFIN,1198.95,1221.85,1192.15,1218.95,2480,9158750,164375,05-APR-2024
CIPLA,1457.55,1477.0,1442.75,1453.8,2517,9244300,51350,05-APR-2024
COALINDIA,448.55,450.5,444.75,448.5,4257,58058700,-466200,05-APR-2024
COFORGE,5849.85,5850.0,5755.0,5791.15,3163,1608750,13200,05-APR-2024
COLPAL,2714.95,2743.0,2710.9,2729.6,1268,4112850,3150,05-APR-2024
CONCOR,913.25,944.0,908.65,935.6,6667,14874000,-396000,05-APR-2024
COROMANDEL,1145.1,1167.5,1145.1,1163.2,811,1478400,17500,05-APR-2024
CROMPTON,281.25,284.0,279.9,281.9,1685,23675400,-102600,05-APR-2024
CUB,154.55,159.4,153.2,158.6,3461,36585000,-3545000,05-APR-2024
CUMMINSIND,3005.55,3051.3,3005.55,3044.7,1183,3147000,-9000,05-APR-2024
DABUR,509.45,510.85,505.25,510.1,5149,23193750,-527500,05-APR-2024
DALBHARAT,2014.9,2018.0,1986.0,1994.45,3434,3209500,62250,05-APR-2024
DEEPAKNTR,2215.0,2228.85,2191.95,2224.3,3026,2971200,-9900,05-APR-2024
DIVISLAB,3751.35,3791.75,3738.6,3755.4,4133,2906600,-126800,05-APR-2024
DIXON,7685.05,7784.9,7635.15,7704.35,4094,1204900,20900,05-APR-2024
DLF,894.7,911.65,886.7,907.8,8842,44939400,912450,05-APR-2024
DRREDDY,6214.0,6320.0,6152.75,6207.15,6864,1960000,-39750,05-APR-2024
EICHERMOT,4018.95,4055.0,3980.6,4046.8,4841,3760400,-221200,05-APR-2024
ESCORTS,3023.6,3031.5,3007.05,3012.4,1057,1877425,42075,05-APR-2024
EXIDEIND,321.2,323.7,320.1,322.6,1594,21956400,255600,05-APR-2024
FEDERALBNK,152.9,155.3,151.6,155.0,7356,95975000,-500000,05-APR-2024
GAIL,187.65,192.35,185.0,191.75,9922,131663925,3605100,05-APR-2024
GLENMARK,1005.65,1020.8,1005.6,1019.35,1434,13260975,34800,05-APR-2024
GMRINFRA,84.5,86.9,84.0,85.85,4763,189225000,-2610000,05-APR-2024
GNFC,697.55,716.7,687.1,709.25,3853,7789600,413400,05-APR-2024
GODREJCP,1194.85,1221.45,1178.0,1213.0,7515,5919500,231000,05-APR-2024
GODREJPROP,2409.9,2525.95,2382.25,2512.0,7773,4381400,-122550,05-APR-2024
GRANULES,447.45,454.35,445.05,453.6,962,8836000,-108000,05-APR-2024
GRASIM,2260.5,2275.65,2241.0,2247.25,1633,6762429,108279,05-APR-2024
GUJGASLTD,545.4,562.9,538.7,551.05,7281,6303750,663750,05-APR-2024
HAL,3540.0,3607.7,3516.05,3598.7,7995,7340700,-96300,05-APR-2024
HAVELLS,1541.35,1556.75,1539.9,1554.5,1960,7226500,-135500,05-APR-2024
HCLTECH,1542.65,1550.2,1531.25,1548.35,3012,15096900,-233800,05-APR-2024
HDFCAMC,3721.7,3721.7,3672.0,3686.5,1794,2911800,78300,05-APR-2024
HDFCBANK,1534.95,1557.4,1532.0,1552.55,83224,181998850,-5698000,05-APR-2024
HDFCLIFE,622.9,633.0,619.45,632.1,5079,27606700,552200,05-APR-2024
HEROMOTOCO,4510.85,4574.25,4486.2,4541.4,2960,4275300,-38700,05-APR-2024
HINDALCO,577.55,577.95,570.3,572.65,6303,41119400,940800,05-APR-2024
HINDCOPPER,311.6,326.9,309.0,323.0,773,31434300,-3662300,05-APR-2024
HINDPETRO,456.6,463.8,450.15,462.05,5742,40383900,81000,05-APR-2024
HINDUNILVR,2271.6,2284.85,2265.1,2272.85,5716,18958200,77400,05-APR-2024
ICICIBANK,1075.0,1089.35,1070.7,1086.9,33262,79647400,4788000,05-APR-2024
ICICIGI,1653.1,1727.5,1653.1,1721.9,2944,2866500,200000,05-APR-2024
ICICIPRULI,612.0,628.6,612.0,622.45,6585,12172500,579000,05-APR-2024
IDEA,13.3,13.55,12.9,13.3,17953,2398880000,126640000,05-APR-2024
IDFC,115.85,118.35,115.4,118.0,2431,72950000,210000,05-APR-2024
IDFCFIRSTB,80.05,81.35,79.35,81.0,11748,359452500,1185000,05-APR-2024
IEX,145.05,147.2,142.55,146.25,3966,63836250,-146250,05-APR-2024
IGL,431.6,467.95,430.6,455.75,15546,17671500,460625,05-APR-2024
INDHOTEL,619.7,623.5,609.75,614.4,2597,16786000,-742000,05-APR-2024
INDIACEM,225.0,228.15,220.85,226.5,2614,25702700,124700,05-APR-2024
INDIAMART,2508.0,2532.0,2499.1,2524.9,1217,1376400,20700,05-APR-2024
INDIGO,3480.2,3525.0,3475.0,3509.1,3093,6012300,-79200,05-APR-2024
INDUSINDBK,1560.0,1563.6,1532.95,1559.7,11477,22346500,717000,05-APR-2024
INDUSTOWER,305.8,322.4,303.8,315.55,9758,103193400,2658800,05-APR-2024
INFY,1485.1,1496.85,1483.65,1485.75,17980,47194400,296000,05-APR-2024
IOC,169.5,169.5,165.25,168.8,5256,170469000,2613000,05-APR-2024
IPCALAB,1279.6,1311.45,1266.8,1303.2,7064,2945800,58500,05-APR-2024
IRCTC,999.9,1015.4,999.0,1006.75,3926,15154125,126875,05-APR-2024
ITC,422.9,433.35,421.1,428.9,17009,107809600,-3275200,05-APR-2024
JINDALSTEL,904.05,925.45,891.4,917.45,5564,12427500,720000,05-APR-2024
JKCEMENT,4372.0,4424.3,4358.85,4373.35,851,817750,4750,05-APR-2024
