SYMBOL,OPEN,HIGH,LOW,CLOSE,CONTRACTS,OPEN_INT,CHG_IN_OI,TIMESTAMP
BANKNIFTY,48705.1,48847.0,48567.05,48691.15,104508,2416665,-92625,08-APR-2024
FINNIFTY,21642.0,21721.9,21610.75,21661.9,2179,74600,-4000,08-APR-2024
MIDCPNIFTY,10901.0,10945.0,10695.45,10877.95,10127,1736175,-43350,08-APR-2024
NIFTY,22653.0,22773.3,22625.1,22748.5,125956,11928000,1105100,08-APR-2024
AARTIIND,701.0,713.9,689.65,707.4,4323,14737000,696000,08-APR-2024
ABB,6676.75,6754.55,6642.0,6709.45,2743,1049125,-12875,08-APR-2024
ABBOTINDIA,26727.8,26888.9,26437.1,26502.6,460,204360,-560,08-APR-2024
ABCAPITAL,206.65,207.5,203.15,203.8,1762,47007000,-1020600,08-APR-2024
ABFRL,238.35,245.4,236.95,240.45,4389,44603000,923000,08-APR-2024
ACC,2578.25,2619.6,2572.0,2594.25,2008,5257500,24600,08-APR-2024
ADANIENT,3248.9,3255.55,3207.65,3232.6,5149,13943700,-46500,08-APR-2024
ADANIPORTS,1385.0,1385.0,1343.25,1355.25,16773,38402400,2041600,08-APR-2024
ALKEM,4945.05,4957.3,4855.55,4907.6,1290,1070400,-14800,08-APR-2024
AMBUJACEM,629.35,635.7,624.5,631.4,4050,47545200,-693000,08-APR-2024
APOLLOHOSP,6386.3,6397.0,6297.05,6337.35,4644,1767375,34125,08-APR-2024
APOLLOTYRE,470.35,475.4,467.6,471.75,2526,14472100,-402900,08-APR-2024
ASHOKLEY,176.95,179.0,176.0,178.0,7629,101140000,3945000,08-APR-2024
ASIANPAINT,2905.0,2905.2,2873.0,2893.35,6042,10144800,226000,08-APR-2024
ASTRAL,2032.6,2068.1,2011.15,2034.0,3400,2919485,-37434,08-APR-2024
ATUL,6022.15,6038.85,5921.35,5939.1,1285,467550,4350,08-APR-2024
AUBANK,637.0,637.5,624.05,632.4,7130,18944000,35000,08-APR-2024
AUROPHARMA,1126.0,1127.0,1106.75,1122.25,3075,14910500,-210100,08-APR-2024
AXISBANK,1067.2,1084.15,1067.2,1078.95,18892,55232500,-1388750,08-APR-2024
