SYMBOL,OPEN,HIGH,LOW,CLOSE,CONTRACTS,OPEN_INT,CHG_IN_OI,TIMESTAMP
BANKNIFTY,47702.95,47947.25,47647.65,47913.7,299149,2376000,-2627640,01-APR-2024
FINNIFTY,21213.2,21383.3,21213.2,21348.5,866,55280,6480,01-APR-2024
MIDCPNIFTY,10602.35,10750.0,10602.35,10718.2,10885,1572750,1125,01-APR-2024
NIFTY,22539.95,22647.0,22515.1,22602.6,181832,10807850,-1419200,01-APR-2024
AARTIIND,671.0,694.65,671.0,691.15,3266,13869000,-82000,01-APR-2024
ABB,6458.95,6589.5,6445.4,6533.85,4323,1071000,-12125,01-APR-2024
ABBOTINDIA,27448.05,27776.0,27290.8,27729.3,640,209360,880,01-APR-2024
ABCAPITAL,177.95,184.0,177.95,183.4,3054,50749200,1036800,01-APR-2024
ABFRL,208.0,214.0,208.0,213.1,2479,45474000,-358800,01-APR-2024
ACC,2515.6,2573.8,2514.95,2563.35,3518,5251500,134700,01-APR-2024
ADANIENT,3233.2,3312.0,3213.85,3276.55,24991,14634000,-4649400,01-APR-2024
ADANIPORTS,1364.4,1391.0,1357.8,1385.6,25641,38308800,-10576000,01-APR-2024
ALKEM,4981.05,5060.35,4964.35,5033.15,1165,1125600,30400,01-APR-2024
AMBUJACEM,616.0,630.3,616.0,626.25,9835,49744800,-5700600,01-APR-2024
APOLLOHOSP,6414.6,6577.0,6407.85,6485.3,4094,1834375,-60625,01-APR-2024
APOLLOTYRE,472.0,475.4,466.0,468.75,2172,12818000,919700,01-APR-2024
ASHOKLEY,173.45,175.7,173.45,175.25,6133,88825000,1260000,01-APR-2024
ASIANPAINT,2876.85,2897.0,2862.4,2882.0,5510,9195800,223600,01-APR-2024
ASTRAL,2009.0,2045.0,2006.0,2039.9,2418,2895997,32296,01-APR-2024
ATUL,5806.2,5878.0,5803.65,5841.95,1763,418650,2475,01-APR-2024
AUBANK,567.65,587.8,567.65,585.65,9189,17126000,422000,01-APR-2024
AUROPHARMA,1112.7,1138.2,1111.1,1118.65,5362,15683800,392700,01-APR-2024
AXISBANK,1056.95,1070.5,1055.05,1061.0,18834,49918750,635625,01-APR-2024
BAJAJ-AUTO,9165.8,9200.0,9052.05,9081.7,4678,2684250,18625,01-APR-2024
BAJAJFINSV,1666.6,1683.2,1652.1,1657.95,3775,10202500,132500,01-APR-2024
BAJFINANCE,7293.05,7368.0,7240.0,7281.85,12065,6076250,-33000,01-APR-2024
BALKRISIND,2342.0,2345.0,2298.8,2301.6,1466,2191200,82200,01-APR-2024
BALRAMCHIN,366.7,380.55,366.4,379.9,2041,10939200,-51200,01-APR-2024
BANDHANBNK,183.2,189.8,182.9,188.75,8866,109870000,-1665000,01-APR-2024
BANKBARODA,265.75,269.8,265.75,268.4,7145,119819700,2410200,01-APR-2024
BATAINDIA,1379.65,1392.0,1376.7,1379.15,1863,3023250,148125,01-APR-2024
BEL,205.55,214.15,204.9,212.75,18502,151910700,7250400,01-APR-2024
BERGEPAINT,556.05,559.5,551.5,558.05,1252,13203960,-52800,01-APR-2024
BHARATFORG,1127.05,1159.6,1127.05,1153.6,4930,6857500,152500,01-APR-2024
BHARTIARTL,1237.05,1237.8,1216.15,1226.45,6067,32048250,1111500,01-APR-2024
BHEL,249.85,256.65,249.85,255.75,7769,82603500,-456750,01-APR-2024
BIOCON,267.9,274.5,267.9,271.65,3812,43387500,1317500,01-APR-2024
BOSCHLTD,30243.55,30595.0,30243.55,30497.1,989,271050,2400,01-APR-2024
BPCL,608.1,611.6,602.1,604.5,3756,21798000,145800,01-APR-2024
BRITANNIA,4922.9,4955.75,4890.0,4906.1,1392,1705600,20400,01-APR-2024
BSOFT,756.75,767.45,750.95,766.1,2103,7349000,55000,01-APR-2024
CANBK,588.75,594.6,587.0,593.5,7062,59853600,-2073600,01-APR-2024
CANFINHOME,761.25,798.8,761.25,794.35,2383,3121950,-86775,01-APR-2024
CHAMBLFERT,346.65,360.65,346.65,359.3,2033,8855900,-488300,01-APR-2024
CHOLAFIN,1168.05,1194.6,1168.05,1190.45,2459,9907500,-205000,01-APR-2024
CIPLA,1519.55,1519.55,1501.85,1508.25,1747,9529000,5200,01-APR-2024
COALINDIA,439.05,446.2,436.8,444.4,7023,63630000,58800,01-APR-2024
COFORGE,5600.0,5609.0,5494.5,5525.9,4190,1635600,167550,01-APR-2024
COLPAL,2732.1,2748.65,2694.15,2734.05,2179,3999800,-24500,01-APR-2024
CONCOR,890.0,912.85,890.0,906.75,5846,15533000,-138000,01-APR-2024
COROMANDEL,1088.1,1127.1,1088.1,1121.25,1169,1432900,91700,01-APR-2024
CROMPTON,271.9,272.8,270.7,272.15,1321,22519800,75600,01-APR-2024
CUB,136.95,142.0,136.9,141.05,2029,39305000,-30000,01-APR-2024
CUMMINSIND,3025.0,3040.0,3001.05,3017.3,2825,3089700,-40500,01-APR-2024
DABUR,527.3,533.8,527.3,533.1,2186,21998750,367500,01-APR-2024
DALBHARAT,1974.2,2021.85,1958.65,2009.35,3294,3191500,57500,01-APR-2024
DEEPAKNTR,2148.7,2169.9,2134.0,2158.95,1992,2544000,-11700,01-APR-2024
DIVISLAB,3475.05,3605.55,3475.05,3583.7,4981,3431400,-102800,01-APR-2024
DIXON,7574.25,7669.1,7550.0,7650.35,3684,1229500,6400,01-APR-2024
DLF,904.75,973.35,904.75,955.2,16675,35141700,834900,01-APR-2024
DRREDDY,6191.5,6311.6,6185.6,6293.15,2235,2012250,-4250,01-APR-2024
EICHERMOT,4078.65,4087.85,3953.05,3964.2,8901,4191775,267225,01-APR-2024
ESCORTS,2778.45,2884.0,2765.1,2874.9,3100,1753400,-9900,01-APR-2024
EXIDEIND,307.85,314.35,306.8,313.0,1343,19360800,547200,01-APR-2024
FEDERALBNK,151.7,153.95,151.7,153.35,6030,85220000,3590000,01-APR-2024
GAIL,181.3,185.5,181.3,183.25,5224,131288775,338550,01-APR-2024
GLENMARK,967.75,992.7,967.75,989.6,2062,13407425,104400,01-APR-2024
GMRINFRA,82.9,84.5,82.7,84.05,3513,197550000,-1665000,01-APR-2024
GNFC,633.65,651.5,633.65,649.85,1620,7343700,83200,01-APR-2024
GODREJCP,1259.0,1275.25,1230.1,1233.85,2819,5401500,-125000,01-APR-2024
GODREJPROP,2313.95,2428.7,2302.25,2401.25,5559,4353375,287850,01-APR-2024
GRANULES,436.1,443.1,434.3,440.9,1149,9826000,122000,01-APR-2024
GRASIM,2309.5,2326.7,2303.7,2308.6,2147,6519159,-40545,01-APR-2024
GUJGASLTD,548.2,558.8,547.8,551.5,988,6501250,-32500,01-APR-2024
HAL,3355.0,3472.0,3355.0,3427.5,12714,7232700,214500,01-APR-2024
HAVELLS,1535.1,1541.35,1515.0,1520.05,4236,6015000,269000,01-APR-2024
HCLTECH,1561.15,1578.75,1560.0,1568.2,2885,14659400,-58800,01-APR-2024
HDFCAMC,3761.35,3797.0,3754.5,3782.85,2883,2855400,91800,01-APR-2024
HDFCBANK,1466.55,1484.75,1463.4,1482.85,53008,198663850,-448800,01-APR-2024
HDFCLIFE,639.7,641.4,634.2,638.95,4274,26676100,67100,01-APR-2024
HEROMOTOCO,4777.05,4798.75,4661.85,4674.65,8722,4096500,-93000,01-APR-2024
HINDALCO,566.0,577.7,566.0,572.75,7085,37511600,863800,01-APR-2024
HINDCOPPER,283.3,314.4,282.45,311.75,8682,33501300,4393700,01-APR-2024
HINDPETRO,478.1,481.0,470.2,472.5,4875,37341000,2710800,01-APR-2024
HINDUNILVR,2285.0,2303.5,2274.55,2296.15,5803,18720900,-259800,01-APR-2024
ICICIBANK,1105.3,1109.5,1101.7,1106.6,23427,69789300,-603400,01-APR-2024
ICICIGI,1713.35,1725.0,1700.55,1709.35,1021,2671500,-4500,01-APR-2024
ICICIPRULI,616.0,628.15,614.0,618.4,2844,10876500,921000,01-APR-2024
IDEA,13.4,14.35,13.25,14.1,10102,1907200000,49120000,01-APR-2024
IDFC,112.35,114.3,112.35,114.1,2304,72245000,975000,01-APR-2024
IDFCFIRSTB,76.25,78.15,76.2,77.95,10523,361830000,-1717500,01-APR-2024
IEX,136.25,141.8,136.0,141.2,4294,64680000,-1458750,01-APR-2024
IGL,426.15,432.05,422.75,430.45,2971,16737875,243375,01-APR-2024
INDHOTEL,601.25,608.8,597.3,605.35,5056,18128000,820000,01-APR-2024
INDIACEM,215.7,222.5,215.6,221.9,2000,23762600,-60900,01-APR-2024
INDIAMART,2657.3,2737.2,2653.1,2725.1,1016,801600,41400,01-APR-2024
INDIGO,3595.9,3621.9,3551.0,3575.65,3740,5949300,201600,01-APR-2024
INDUSINDBK,1561.95,1578.25,1548.95,1552.75,10487,20579500,123500,01-APR-2024
INDUSTOWER,295.2,319.25,293.0,316.75,13607,90562400,5820800,01-APR-2024
INFY,1524.6,1533.95,1503.3,1506.3,21905,41342000,1968000,01-APR-2024
IOC,169.9,171.85,169.9,170.4,3276,158232750,585000,01-APR-2024
IPCALAB,1233.95,1244.75,1212.05,1234.9,1341,2487550,104650,01-APR-2024
IRCTC,937.8,979.75,937.8,975.4,9148,13832875,-266875,01-APR-2024
ITC,432.15,434.0,428.65,429.7,11329,109350400,-5206400,01-APR-2024
JINDALSTEL,859.35,878.1,859.0,874.1,4847,12288750,162500,01-APR-2024
JKCEMENT,4135.55,4309.8,4135.55,4299.55,2009,826500,-42500,01-APR-2024
JSWSTEEL,843.55,882.5,843.55,877.7,14811,21569625,1489725,01-APR-2024
JUBLFOOD,453.15,462.5,450.8,458.2,3632,15996250,467500,01-APR-2024
KOTAKBANK,1803.8,1824.5,1796.35,1803.05,16725,30702400,34000,01-APR-2024
L&TFH,159.05,164.5,158.9,163.95,2689,52691758,2284544,01-APR-2024
LALPATHLAB,2282.6,2324.6,2282.6,2301.2,808,2110200,-3600,01-APR-2024
LAURUSLABS,394.5,408.8,394.5,408.3,1395,10987100,-253300,01-APR-2024
LICHSGFIN,619.35,641.65,616.9,640.2,3770,16118000,-202000,01-APR-2024
LT,3809.05,3866.0,3798.75,3854.7,9125,14722500,-222000,01-APR-2024
LTIM,4980.0,5008.0,4902.85,4919.7,5283,3409800,323100,01-APR-2024
LTTS,5539.8,5639.8,5515.25,5622.75,1890,611000,-39600,01-APR-2024
LUPIN,1657.3,1692.85,1620.0,1636.1,4201,6108100,402050,01-APR-2024
M&M,1952.8,1969.95,1898.05,1924.95,13356,12981500,90650,01-APR-2024
M&MFIN,280.35,289.55,280.35,288.5,2813,21712000,136000,01-APR-2024
MANAPPURAM,175.85,184.15,175.85,183.35,3783,56028000,1422000,01-APR-2024
MARICO,500.0,506.25,498.05,499.65,2113,13616400,271200,01-APR-2024
MARUTI,12663.0,12749.75,12531.25,12575.05,15436,2234450,-197150,01-APR-2024
MCDOWELL-N,1142.45,1177.85,1139.0,1166.35,3267,6993000,336700,01-APR-2024
MCX,3348.0,3595.0,3348.0,3586.15,6088,3114000,-468000,01-APR-2024
METROPOLIS,1667.2,1705.4,1660.15,1685.75,1513,1480000,-800,01-APR-2024
MFSL,1003.4,1027.0,1003.4,1025.1,1164,8925600,30400,01-APR-2024
MGL,1373.0,1402.0,1372.8,1395.0,859,2364800,-19200,01-APR-2024
MOTHERSON,118.5,121.15,118.05,120.85,2806,157066200,-972700,01-APR-2024
MPHASIS,2412.05,2479.0,2403.8,2472.85,4027,2655125,-38775,01-APR-2024
MRF,135607.05,137757.55,134500.0,135376.45,3118,48110,3485,01-APR-2024
MUTHOOTFIN,1486.45,1583.95,1486.4,1556.15,7230,6070350,-76450,01-APR-2024
NATIONALUM,155.4,163.2,155.4,162.75,5571,89797500,4192500,01-APR-2024
NAUKRI,5639.1,5824.9,5639.1,5746.95,4147,1164900,-40350,01-APR-2024
NAVINFLUOR,3151.9,3170.0,3118.05,3152.75,1807,1614600,58200,01-APR-2024
NESTLEIND,2629.35,2648.9,2601.8,2605.2,1665,5519600,121600,01-APR-2024
NMDC,205.65,214.2,204.15,213.65,11620,89527500,4356000,01-APR-2024
