SYMBOL,OPEN,HIGH,LOW,CLOSE,CONTRACTS,OPEN_INT,CHG_IN_OI,TIMESTAMP
BANKNIFTY,47805.4,48051.0,47750.15,47892.9,121764,2407065,31065,02-APR-2024
FINNIFTY,21308.05,21360.5,21261.45,21301.5,2979,62880,7600,02-APR-2024
MIDCPNIFTY,10730.15,10838.2,10695.15,10809.1,6545,1682850,110100,02-APR-2024
NIFTY,22580.0,22611.55,22507.1,22577.5,89558,10961000,153150,02-APR-2024
AARTIIND,690.4,698.85,686.1,689.45,2661,13923000,54000,02-APR-2024
ABB,6574.6,6574.6,6417.6,6479.05,3457,1052375,-18625,02-APR-2024
ABBOTINDIA,27522.9,27867.9,27429.35,27473.9,456,208840,-520,02-APR-2024
ABCAPITAL,187.8,203.0,186.15,202.2,14400,50068800,-680400,02-APR-2024
ABFRL,234.45,248.45,230.6,237.0,42469,42832400,-2641600,02-APR-2024
ACC,2572.0,2673.95,2560.0,2665.4,5406,5387700,136200,02-APR-2024
ADANIENT,3282.7,3309.0,3261.5,3292.3,8183,13887600,-746400,02-APR-2024
ADANIPORTS,1398.25,1431.0,1395.0,1410.95,17737,36809600,-1499200,02-APR-2024
ALKEM,5003.65,5058.15,4928.8,4979.35,2489,1132400,6800,02-APR-2024
AMBUJACEM,625.7,642.0,622.2,639.15,9674,49539600,-205200,02-APR-2024
APOLLOHOSP,6517.4,6517.4,6429.5,6449.15,2261,1779875,-54500,02-APR-2024
APOLLOTYRE,469.1,475.35,466.75,473.4,2539,13377300,559300,02-APR-2024
ASHOKLEY,176.4,179.2,175.3,177.4,7079,92730000,3905000,02-APR-2024
ASIANPAINT,2886.1,2902.15,2864.5,2878.3,5281,9392600,196800,02-APR-2024
ASTRAL,2048.95,2070.75,2042.5,2065.5,1905,2884620,-11377,02-APR-2024
ATUL,5849.4,6030.0,5796.1,5944.7,2866,447825,29175,02-APR-2024
AUBANK,589.45,595.3,580.25,590.0,7597,17940000,814000,02-APR-2024
AUROPHARMA,1120.45,1122.1,1099.0,1107.1,3581,15293300,-390500,02-APR-2024
AXISBANK,1058.2,1061.9,1047.7,1054.45,20113,53353750,3435000,02-APR-2024
BAJAJ-AUTO,9165.6,9401.95,9150.9,9317.75,13201,2736875,52625,02-APR-2024
BAJAJFINSV,1659.3,1671.25,1634.0,1666.4,5251,10178500,-24000,02-APR-2024
BAJFINANCE,7280.0,7287.0,7165.0,7261.95,13823,6074750,-1500,02-APR-2024
BALKRISIND,2304.25,2360.95,2298.0,2350.5,1714,2184600,-6600,02-APR-2024
BALRAMCHIN,379.85,386.6,377.55,386.05,1265,10934400,-4800,02-APR-2024
BANDHANBNK,189.65,194.45,188.5,194.05,9277,111517500,1647500,02-APR-2024
BANKBARODA,268.35,274.1,268.1,273.3,10177,123949800,4130100,02-APR-2024
BATAINDIA,1370.15,1394.55,1370.15,1383.9,1694,3178500,155250,02-APR-2024
BEL,214.7,224.25,213.5,222.8,32911,157844400,5933700,02-APR-2024
BERGEPAINT,554.7,562.5,554.25,561.25,1150,13400640,196680,02-APR-2024
BHARATFORG,1143.75,1163.0,1143.75,1160.35,2692,6655000,-202500,02-APR-2024
BHARTIARTL,1231.45,1233.4,1212.0,1215.75,5317,32349400,301150,02-APR-2024
BHEL,255.35,256.7,251.55,254.25,5739,87129000,4525500,02-APR-2024
BIOCON,270.8,273.75,270.15,272.2,2628,44312500,925000,02-APR-2024
BOSCHLTD,30499.6,31223.35,30478.1,31149.0,1339,281550,10500,02-APR-2024
BPCL,600.95,624.0,600.95,620.4,10427,23338800,1540800,02-APR-2024
BRITANNIA,4896.15,4915.9,4882.75,4910.25,1109,1703000,-2600,02-APR-2024
BSOFT,765.55,777.6,762.35,772.05,1819,7285000,-64000,02-APR-2024
CANBK,592.35,599.0,591.45,598.05,5624,59348700,-504900,02-APR-2024
CANFINHOME,791.85,802.85,790.45,799.5,1053,3169725,47775,02-APR-2024
CHAMBLFERT,359.0,366.4,357.05,364.35,1279,8793200,-62700,02-APR-2024
CHOLAFIN,1189.3,1206.95,1188.1,1203.25,3236,9523125,-384375,02-APR-2024
CIPLA,1516.55,1516.55,1491.65,1495.35,1731,9454250,-74750,02-APR-2024
COALINDIA,445.15,450.8,437.85,446.45,13509,61047000,-2583000,02-APR-2024
COFORGE,5540.0,5597.0,5524.5,5581.4,2861,1623600,-12000,02-APR-2024
COLPAL,2730.75,2821.8,2727.35,2797.9,3839,3975300,-24500,02-APR-2024
CONCOR,909.55,926.0,901.0,923.3,5015,15493000,-40000,02-APR-2024
COROMANDEL,1121.35,1143.95,1117.5,1141.25,1184,1463700,30800,02-APR-2024
CROMPTON,273.75,284.4,272.7,281.95,6457,24357600,1837800,02-APR-2024
CUB,141.5,146.05,141.25,145.9,2367,39495000,190000,02-APR-2024
CUMMINSIND,3013.6,3065.9,2998.2,3055.2,2082,3106200,16500,02-APR-2024
DABUR,534.0,536.5,532.05,535.75,2115,22466250,467500,02-APR-2024
DALBHARAT,2013.75,2056.85,1976.0,2043.1,7349,3519500,328000,02-APR-2024
DEEPAKNTR,2169.0,2223.0,2155.0,2214.25,4605,2620200,76200,02-APR-2024
DIVISLAB,3599.55,3651.0,3569.6,3639.1,5880,3297000,-134400,02-APR-2024
DIXON,7659.95,7975.0,7621.25,7958.15,7250,1272700,43200,02-APR-2024
DLF,955.95,955.95,936.1,941.6,6771,36849450,1707750,02-APR-2024
DRREDDY,6307.45,6307.45,6233.0,6265.2,1978,2005875,-6375,02-APR-2024
EICHERMOT,3994.6,4000.0,3935.7,3951.7,3730,4255825,64050,02-APR-2024
ESCORTS,2875.85,2898.0,2845.7,2890.05,1629,1755600,2200,02-APR-2024
EXIDEIND,314.6,318.2,313.35,316.45,1661,19731600,370800,02-APR-2024
FEDERALBNK,153.85,155.55,153.35,154.85,5087,88260000,3040000,02-APR-2024
GAIL,183.65,185.2,178.25,184.25,9168,127432050,-3856725,02-APR-2024
GLENMARK,989.25,998.0,980.75,993.1,1576,13396550,-10875,02-APR-2024
GMRINFRA,83.95,86.0,83.65,85.4,3190,195401250,-2148750,02-APR-2024
GNFC,652.2,666.95,649.5,664.4,1714,7403500,59800,02-APR-2024
GODREJCP,1235.0,1235.0,1209.7,1216.45,2116,5434000,32500,02-APR-2024
GODREJPROP,2429.0,2526.0,2405.5,2510.25,5844,4148650,-204725,02-APR-2024
GRANULES,439.25,449.0,438.05,448.1,1115,9684000,-142000,02-APR-2024
GRASIM,2315.0,2329.65,2291.45,2320.45,2395,6468597,-50562,02-APR-2024
GUJGASLTD,552.95,557.65,534.45,539.85,3681,5668750,-832500,02-APR-2024
HAL,3456.0,3609.55,3431.85,3569.45,21426,7668300,435600,02-APR-2024
HAVELLS,1520.3,1567.95,1520.25,1556.15,12880,7651500,1636500,02-APR-2024
HCLTECH,1571.1,1577.2,1535.15,1538.1,3947,15232000,572600,02-APR-2024
HDFCAMC,3772.05,3798.5,3665.5,3770.5,4421,2867100,11700,02-APR-2024
HDFCBANK,1485.0,1506.3,1476.85,1494.1,76769,195181800,-3482050,02-APR-2024
HDFCLIFE,637.95,644.6,635.0,636.65,5362,27050100,374000,02-APR-2024
HEROMOTOCO,4649.95,4684.55,4532.3,4589.95,8733,4189800,93300,02-APR-2024
HINDALCO,570.2,576.65,565.5,574.65,6576,38143000,631400,02-APR-2024
HINDCOPPER,310.15,315.65,306.75,311.5,7557,40863000,7361700,02-APR-2024
HINDPETRO,470.95,487.5,470.0,485.55,6219,37605600,264600,02-APR-2024
HINDUNILVR,2303.05,2305.05,2287.3,2297.55,5665,18726600,5700,02-APR-2024
ICICIBANK,1102.0,1102.0,1085.65,1087.25,37213,72828000,3038700,02-APR-2024
ICICIGI,1701.65,1717.25,1691.85,1700.9,1045,2664000,-7500,02-APR-2024
ICICIPRULI,623.1,627.95,618.0,623.85,3001,11025000,148500,02-APR-2024
IDEA,13.95,14.25,13.4,13.5,8599,2006400000,99200000,02-APR-2024
IDFC,113.7,116.3,113.3,116.1,2612,72365000,120000,02-APR-2024
IDFCFIRSTB,78.05,79.8,77.6,79.65,12059,356520000,-5310000,02-APR-2024
IEX,141.4,143.9,140.65,143.1,4058,62055000,-2625000,02-APR-2024
IGL,430.65,436.65,430.45,434.5,2249,17242500,504625,02-APR-2024
INDHOTEL,606.35,611.2,601.15,608.15,3306,18762000,634000,02-APR-2024
INDIACEM,221.45,230.85,219.55,228.6,5644,25662100,1899500,02-APR-2024
INDIAMART,2684.2,2684.2,2575.0,2594.75,4246,944700,143100,02-APR-2024
INDIGO,3614.0,3660.55,3576.45,3594.3,6621,5991300,42000,02-APR-2024
INDUSINDBK,1544.6,1578.0,1544.55,1568.15,8365,20905000,325500,02-APR-2024
INDUSTOWER,314.0,315.5,306.2,307.1,5265,92796200,2233800,02-APR-2024
INFY,1505.0,1505.0,1488.0,1489.7,21553,44534400,3192400,02-APR-2024
IOC,170.75,175.9,170.25,175.55,8316,162074250,3841500,02-APR-2024
IPCALAB,1226.65,1239.4,1223.0,1231.8,843,2487550,0,02-APR-2024
IRCTC,973.25,1019.0,968.6,1011.6,14418,14798000,965125,02-APR-2024
ITC,430.4,430.4,427.25,428.0,8111,110155200,804800,02-APR-2024
JINDALSTEL,874.15,903.4,861.05,900.5,8601,11796250,-492500,02-APR-2024
JKCEMENT,4312.95,4387.65,4256.85,4358.4,1496,827750,1250,02-APR-2024
JSWSTEEL,877.65,886.0,866.95,883.85,9116,21381975,-187650,02-APR-2024
JUBLFOOD,462.55,468.3,460.75,461.7,4065,16618750,622500,02-APR-2024
KOTAKBANK,1809.0,1810.65,1767.95,1770.2,23932,33116800,2414400,02-APR-2024
L&TFH,163.75,168.5,163.55,167.65,3305,51536100,-1155658,02-APR-2024
LALPATHLAB,2292.45,2305.8,2277.0,2296.7,739,2121000,10800,02-APR-2024
LAURUSLABS,410.85,419.75,408.1,418.5,2540,10755900,-231200,02-APR-2024
LICHSGFIN,641.05,645.65,633.3,643.1,2908,16114000,-4000,02-APR-2024
LT,3866.85,3875.25,3788.45,3824.1,18520,13407600,-1314900,02-APR-2024
LTIM,4919.65,4955.05,4892.3,4938.8,3730,3424950,15150,02-APR-2024
LTTS,5609.0,5675.0,5562.0,5626.1,1766,580600,-30400,02-APR-2024
LUPIN,1626.35,1632.15,1612.0,1619.75,1420,6244950,136850,02-APR-2024
M&M,1920.8,1986.0,1912.25,1981.1,12208,13044850,63350,02-APR-2024
M&MFIN,289.0,300.5,287.1,295.9,8599,21138000,-574000,02-APR-2024
MANAPPURAM,183.6,186.7,182.25,184.8,2781,57234000,1206000,02-APR-2024
MARICO,499.7,502.95,498.4,501.65,874,13638000,21600,02-APR-2024
MARUTI,12620.0,12675.3,12512.5,12594.5,10010,2248150,13700,02-APR-2024
MCDOWELL-N,1166.55,1170.75,1155.85,1161.3,1622,7242200,249200,02-APR-2024
MCX,3576.85,3612.3,3559.95,3598.8,1949,3083600,-30400,02-APR-2024
METROPOLIS,1686.25,1707.8,1681.35,1691.05,1135,1523200,43200,02-APR-2024
MFSL,1026.15,1039.6,1018.0,1021.95,1481,8868000,-57600,02-APR-2024
MGL,1398.15,1417.0,1398.0,1411.6,771,2468800,104000,02-APR-2024
MOTHERSON,120.7,123.15,120.7,121.9,3579,156768000,-298200,02-APR-2024
MPHASIS,2474.0,2489.9,2465.0,2481.65,1826,2677675,22550,02-APR-2024
MRF,135678.0,136997.05,134242.0,136852.05,2059,48015,-95,02-APR-2024
MUTHOOTFIN,1556.6,1577.0,1543.75,1564.25,2897,5940000,-130350,02-APR-2024
NATIONALUM,162.85,167.9,159.2,167.2,7080,92197500,2400000,02-APR-2024
NAUKRI,5743.55,5764.25,5671.1,5696.3,1680,1170000,5100,02-APR-2024
NAVINFLUOR,3150.0,3219.0,3134.55,3165.35,3594,1720200,105600,02-APR-2024
NESTLEIND,2625.0,2633.0,2596.5,2628.65,1555,5429600,-90000,02-APR-2024
NMDC,212.0,217.7,211.25,216.75,8405,89343000,-184500,02-APR-2024
NTPC,344.45,347.1,342.25,346.4,5560,89814000,-1935000,02-APR-2024
OBEROIRLTY,1505.95,1582.5,1505.0,1563.15,3447,4806200,-28700,02-APR-2024
OFSS,8968.25,9013.2,8810.0,8895.0,1982,1362400,47000,02-APR-2024
ONGC,271.15,275.8,271.15,274.5,8074,83756750,-716100,02-APR-2024
PAGEIND,34822.95,35484.0,34650.0,35127.45,1985,146265,3060,02-APR-2024
PEL,863.85,875.6,862.4,870.45,3617,14172000,534000,02-APR-2024
PERSISTENT,4001.85,4006.25,3970.0,3996.8,2482,2912400,57400,02-APR-2024
PETRONET,267.35,274.8,267.35,274.15,4149,34425000,-342000,02-APR-2024
PFC,402.95,410.5,397.5,409.55,8317,80696875,-2111875,02-APR-2024
PIDILITIND,3052.35,3060.75,3006.45,3022.5,1865,1821000,-10500,02-APR-2024
PIIND,3927.1,3963.0,3871.7,3886.4,1913,1439500,11500,02-APR-2024
PNB,126.05,127.85,125.8,127.6,7289,223928000,2640000,02-APR-2024
POLYCAB,5142.0,5255.0,5121.1,5244.6,5542,1865700,38800,02-APR-2024
POWERGRID,280.9,283.3,279.8,281.45,4061,64486800,1188000,02-APR-2024
PVRINOX,1393.0,1403.1,1377.3,1397.8,2314,5252335,-43549,02-APR-2024
RAMCOCEM,851.65,874.2,834.6,867.95,8447,6211800,1507050,02-APR-2024
RBLBANK,248.0,253.35,248.0,252.5,5057,63272500,992500,02-APR-2024
RECLTD,464.0,469.4,454.3,467.2,8485,42516000,-738000,02-APR-2024
RELIANCE,2986.05,3007.85,2970.1,2991.15,23695,40192500,892250,02-APR-2024
SAIL,141.7,151.9,140.35,149.05,21011,172920000,22488000,02-APR-2024
SBICARD,691.25,702.3,690.45,697.05,4118,21480000,-75200,02-APR-2024
SBILIFE,1501.5,1504.2,1474.6,1481.8,2476,8787750,219750,02-APR-2024
SBIN,760.35,774.4,758.2,772.3,25727,93346500,966000,02-APR-2024
SHREECEM,26556.2,26924.4,26225.0,26741.3,2206,267850,8900,02-APR-2024
SHRIRAMFIN,2450.05,2483.9,2440.35,2478.7,4881,5821800,-244200,02-APR-2024
SIEMENS,5503.2,5615.0,5485.25,5596.85,3002,1265850,53400,02-APR-2024
SRF,2649.55,2673.65,2613.95,2635.65,9329,4461375,97875,02-APR-2024
SUNPHARMA,1639.35,1640.75,1621.5,1629.85,2321,13032600,-252700,02-APR-2024
SUNTV,615.05,619.65,606.85,617.2,1817,5902500,-213000,02-APR-2024
SYNGENE,713.8,733.45,711.15,727.15,1361,4045000,36000,02-APR-2024
TATACHEM,1089.8,1097.7,1083.95,1094.65,4181,11068200,-87450,02-APR-2024
TATACOMM,2059.8,2093.95,2047.0,2087.55,4283,6207000,255000,02-APR-2024
TATACONSUM,1101.0,1138.7,1092.7,1136.65,8968,13787100,921600,02-APR-2024
TATAMOTORS,1002.85,1013.85,997.85,1012.35,12819,64040925,126825,02-APR-2024
TATAPOWER,409.75,413.9,408.7,411.7,7322,87604875,-384750,02-APR-2024
TATASTEEL,164.0,166.4,162.7,165.6,21255,251361000,-396000,02-APR-2024
TCS,3940.0,3940.0,3900.4,3913.05,12924,17392725,599025,02-APR-2024
TECHM,1254.5,1256.2,1244.55,1246.15,3370,14095800,378000,02-APR-2024
TITAN,3771.55,3797.5,3753.85,3774.4,5334,5081650,-3150,02-APR-2024
TORNTPHARM,2680.3,2697.8,2661.65,2682.8,490,1531500,-18000,02-APR-2024
TRENT,3920.3,3939.0,3903.05,3921.6,2192,3073200,192800,02-APR-2024
TVSMOTOR,2165.0,2179.0,2126.05,2166.6,5226,4753700,64050,02-APR-2024
UBL,1785.85,1832.4,1780.85,1818.4,2944,2402400,201600,02-APR-2024
ULTRACEMCO,9995.95,10148.0,9922.5,10109.9,8223,2000600,3500,02-APR-2024
UPL,467.4,480.2,464.55,479.05,9779,42337100,716300,02-APR-2024
VEDL,289.1,304.4,288.0,303.35,19352,127516600,4602300,02-APR-2024
VOLTAS,1168.55,1218.95,1163.1,1199.4,14045,7314600,546600,02-APR-2024
WIPRO,484.8,484.95,481.3,483.25,4673,53361000,772500,02-APR-2024
ZEEL,148.25,156.0,148.15,154.7,12907,144402000,11613000,02-APR-2024
ZYDUSLIFE,1005.0,1012.95,996.0,1000.95,1538,8286300,243900,02-APR-2024
