SYMBOL,OPEN,HIGH,LOW,CLOSE,CONTRACTS,OPEN_INT,CHG_IN_OI,TIMESTAMP
BANKNIFTY,48901.1,49086.0,48760.05,49019.05,139632,2619570,210570,10-APR-2024
FINNIFTY,21733.0,21785.0,21709.8,21755.85,984,74840,2320,10-APR-2024
MIDCPNIFTY,10902.0,10989.8,10884.45,10979.0,5256,1840125,32775,10-APR-2024
NIFTY,22785.9,22829.0,22753.0,22812.4,89619,13122400,137450,10-APR-2024
AARTIIND,705.0,745.95,703.75,737.1,13088,14064000,-545000,10-APR-2024
ABB,6612.0,6674.9,6577.1,6661.85,2570,1003875,-10375,10-APR-2024
ABBOTINDIA,26750.0,27298.0,26499.5,27111.5,1154,196200,-7080,10-APR-2024
ABCAPITAL,204.1,205.2,202.3,203.8,1519,47514600,432000,10-APR-2024
ABFRL,239.3,243.85,235.65,238.95,3195,44311800,-371800,10-APR-2024
ACC,2537.75,2554.9,2523.8,2534.25,2108,5490600,21900,10-APR-2024
ADANIENT,3219.75,3268.9,3206.0,3257.4,8841,14271900,162600,10-APR-2024
ADANIPORTS,1359.4,1363.05,1351.0,1357.3,9280,38809600,660000,10-APR-2024
ALKEM,4867.95,4890.0,4830.0,4842.6,1405,1095200,26600,10-APR-2024
AMBUJACEM,623.2,629.65,621.4,626.6,2582,46254600,-234000,10-APR-2024
APOLLOHOSP,6525.2,6544.75,6475.95,6500.5,3128,1733250,-30625,10-APR-2024
APOLLOTYRE,471.4,490.75,471.4,488.75,7864,12624200,-1621800,10-APR-2024
ASHOKLEY,177.4,181.3,176.4,179.25,6974,106175000,4170000,10-APR-2024
ASIANPAINT,2880.0,2907.0,2861.75,2902.65,7306,10321600,-181800,10-APR-2024
ASTRAL,2007.75,2024.15,1996.15,2002.55,1402,2956919,18717,10-APR-2024
ATUL,5928.6,6255.0,5883.0,6214.6,7763,460500,-6225,10-APR-2024
AUBANK,631.8,635.8,627.3,632.65,6151,19659000,666000,10-APR-2024
AUROPHARMA,1135.15,1137.9,1109.05,1112.1,2922,14830200,-251900,10-APR-2024
AXISBANK,1087.5,1094.8,1083.5,1089.45,26339,54541250,-1317500,10-APR-2024
BAJAJ-AUTO,9033.9,9066.0,8931.05,9015.25,4535,2741500,-11250,10-APR-2024
BAJAJFINSV,1718.3,1724.0,1698.7,1706.05,3551,10059000,-144000,10-APR-2024
BAJFINANCE,7248.0,7271.55,7186.8,7245.85,7017,6172875,-500,10-APR-2024
BALKRISIND,2450.35,2475.0,2405.0,2428.2,3847,2206800,172500,10-APR-2024
BALRAMCHIN,397.4,397.4,387.1,389.8,5913,14187200,1776000,10-APR-2024
BANDHANBNK,182.9,185.2,180.75,183.85,2036,103342500,-2475000,10-APR-2024
BANKBARODA,266.85,273.3,266.3,271.8,13611,145995525,541125,10-APR-2024
BATAINDIA,1348.0,1396.15,1342.9,1385.05,7158,3972750,-84375,10-APR-2024
BEL,229.4,233.15,226.8,229.1,16565,172841100,7997100,10-APR-2024
BERGEPAINT,557.05,562.3,555.0,561.05,1563,13734600,-26400,10-APR-2024
BHARATFORG,1169.9,1183.6,1153.45,1180.15,4021,6819000,-268500,10-APR-2024
BHARTIARTL,1215.0,1231.95,1215.0,1230.7,9642,32137550,-76000,10-APR-2024
BHEL,256.45,265.6,256.25,262.75,10776,85449000,-3039750,10-APR-2024
BIOCON,272.55,284.4,272.5,279.55,8658,46732500,705000,10-APR-2024
BOSCHLTD,30241.65,30389.7,29450.0,29914.4,2092,315500,14600,10-APR-2024
BPCL,587.85,610.9,587.3,606.85,11544,26721000,433800,10-APR-2024
BRITANNIA,4804.8,4826.95,4767.85,4818.05,3078,1961200,66800,10-APR-2024
BSOFT,733.85,745.75,730.85,739.75,2293,7861000,-304000,10-APR-2024
CANBK,610.45,618.9,608.9,615.2,7331,64835100,1441800,10-APR-2024
CANFINHOME,818.0,830.8,808.1,809.85,1931,3743025,-98475,10-APR-2024
CHAMBLFERT,376.1,388.3,375.8,382.65,2371,9477200,319200,10-APR-2024
CHOLAFIN,1204.3,1222.5,1190.45,1194.95,1825,9755625,110000,10-APR-2024
CIPLA,1456.1,1458.9,1411.1,1427.7,5954,10062000,629200,10-APR-2024
COALINDIA,442.0,460.0,442.0,457.3,21466,58587900,1545600,10-APR-2024
COFORGE,5736.85,5756.95,5692.35,5723.95,2594,1590450,-150,10-APR-2024
COLPAL,2631.75,2687.15,2615.05,2667.05,4399,4055800,20300,10-APR-2024
CONCOR,930.5,978.5,927.1,973.95,15464,14934000,325000,10-APR-2024
COROMANDEL,1150.9,1176.3,1148.35,1167.15,711,1400000,-6300,10-APR-2024
CROMPTON,287.3,292.0,286.7,290.65,2194,21942000,-295200,10-APR-2024
CUB,157.05,160.15,155.15,159.2,2024,33225000,-905000,10-APR-2024
CUMMINSIND,2951.45,3010.85,2943.0,3004.45,2475,3081900,-7500,10-APR-2024
DABUR,504.45,508.2,503.65,507.1,2045,24480000,187500,10-APR-2024
DALBHARAT,2000.8,2013.8,1972.05,1979.0,3680,3342500,159750,10-APR-2024
DEEPAKNTR,2205.0,2310.0,2195.1,2302.5,8445,2859900,2100,10-APR-2024
DIVISLAB,3770.1,3782.15,3711.0,3742.95,9025,2892600,125600,10-APR-2024
DIXON,7713.7,7895.0,7708.65,7857.4,6766,1139500,-18400,10-APR-2024
DLF,916.3,922.9,912.35,914.9,3520,42647550,11550,10-APR-2024
DRREDDY,6190.1,6207.35,6153.4,6164.4,2511,1994625,-3000,10-APR-2024
EICHERMOT,4258.15,4341.65,4229.0,4319.6,9830,2933875,-262675,10-APR-2024
ESCORTS,3020.65,3068.05,3014.1,3033.65,1487,1931875,-4950,10-APR-2024
EXIDEIND,382.5,388.9,380.55,385.8,767,25588800,-2660400,10-APR-2024
FEDERALBNK,156.7,160.25,153.8,159.7,22545,107340000,12130000,10-APR-2024
GAIL,206.05,210.8,202.3,203.05,12218,128754225,-613050,10-APR-2024
GLENMARK,1052.55,1059.0,1035.0,1046.25,1729,13152225,-88450,10-APR-2024
GMRINFRA,85.25,86.2,84.8,85.45,2263,185073750,-1372500,10-APR-2024
GNFC,701.8,721.3,696.8,711.25,3277,7501000,133900,10-APR-2024
GODREJCP,1240.85,1244.55,1221.05,1234.85,1662,5957000,10000,10-APR-2024
GODREJPROP,2721.15,2733.85,2663.1,2667.4,4117,4016125,126350,10-APR-2024
GRANULES,429.95,433.95,424.2,428.3,1513,10478000,772000,10-APR-2024
GRASIM,2306.55,2315.0,2292.85,2306.05,2083,6755751,-44361,10-APR-2024
GUJGASLTD,558.1,572.95,558.1,566.2,3071,6377500,-223750,10-APR-2024
HAL,3570.3,3634.0,3561.2,3578.2,9245,7632000,163500,10-APR-2024
HAVELLS,1524.2,1527.0,1501.2,1507.3,4133,7086000,71500,10-APR-2024
HCLTECH,1548.0,1558.6,1541.8,1545.35,4501,15592500,215600,10-APR-2024
HDFCAMC,3732.85,3762.9,3713.2,3720.1,2975,2953200,-12600,10-APR-2024
HDFCBANK,1551.45,1551.8,1539.0,1541.5,53516,171732550,-4051850,10-APR-2024
HDFCLIFE,635.35,638.4,622.9,623.95,7816,28821100,1641200,10-APR-2024
HEROMOTOCO,4550.3,4555.6,4491.05,4510.0,4095,4588200,166500,10-APR-2024
HINDALCO,595.8,605.8,593.15,603.85,14859,39397400,-2128000,10-APR-2024
HINDCOPPER,358.05,363.9,352.95,358.7,534,33368800,-2830200,10-APR-2024
HINDPETRO,460.8,489.5,460.75,488.05,10945,34508700,-4603500,10-APR-2024
HINDUNILVR,2279.65,2281.0,2267.25,2269.6,6521,19871100,507300,10-APR-2024
ICICIBANK,1111.9,1116.75,1107.85,1110.1,40407,76200600,-3100300,10-APR-2024
ICICIGI,1729.65,1729.65,1685.8,1689.95,1054,2808000,-78500,10-APR-2024
ICICIPRULI,621.65,632.8,621.65,627.55,2509,12595500,-270000,10-APR-2024
IDEA,12.6,12.95,12.3,12.8,1108,2702160000,-79360000,10-APR-2024
IDFC,121.0,125.35,121.0,125.0,4089,71340000,-1070000,10-APR-2024
IDFCFIRSTB,82.55,85.15,82.3,84.75,23021,357847500,2842500,10-APR-2024
