SYMBOL,OPEN,HIGH,LOW,CLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP
360ONE,644.8,652.0,640.0,647.55,538465,347235025.0,08-DEC-2023
3MINDIA,31500.0,31531.45,31199.0,31479.7,865,27183253.55,08-DEC-2023
AARTIDRUGS,493.2,495.5,484.0,487.5,128912,63139299.4,08-DEC-2023
AARTIIND,575.35,579.4,560.0,569.35,1424768,810875337.15,08-DEC-2023
AARTIPHARM,472.0,478.7,459.3,466.75,210311,98743301.85,08-DEC-2023
AAVAS,1520.0,1551.8,1481.5,1490.95,458794,696980251.75,08-DEC-2023
ABB,4789.9,4843.35,4684.45,4746.8,231897,1107290718.1,08-DEC-2023
ABBOTINDIA,23139.95,23150.0,22728.65,22858.0,8428,192972192.8,08-DEC-2023
ABCAPITAL,168.0,168.4,161.95,163.2,9598951,1573096936.55,08-DEC-2023
ABFRL,240.0,241.45,231.2,233.95,2051559,482974251.35,08-DEC-2023
ACC,2145.0,2158.15,2100.3,2137.8,524686,1118863275.6,08-DEC-2023
ACCELYA,1397.65,1405.0,1372.5,1390.55,36614,50781411.85,08-DEC-2023
ACE,839.0,846.8,810.1,815.05,181273,149427036.9,08-DEC-2023
ACI,613.5,625.0,606.75,622.25,267720,165285872.6,08-DEC-2023
ACLGATI,138.35,139.9,135.85,137.1,283367,39088134.55,08-DEC-2023
ADANIENSOL,1208.7,1235.0,1070.55,1131.5,9599418,10986188641.85,08-DEC-2023
ADANIENT,2902.7,2927.0,2760.0,2822.15,6959428,19759155358.9,08-DEC-2023
ADANIGREEN,1645.0,1668.8,1495.0,1550.3,5410307,8451656448.7,08-DEC-2023
ADANIPORTS,1048.0,1055.0,992.3,1022.95,12202462,12485377517.4,08-DEC-2023
ADANIPOWER,566.0,570.0,517.5,533.8,16500676,8959429002.45,08-DEC-2023
ADVENZYMES,354.7,358.45,348.1,353.35,437598,154878614.5,08-DEC-2023
AEGISCHEM,377.7,379.4,373.6,377.15,541398,203941302.55,08-DEC-2023
AETHER,797.0,797.75,786.0,789.45,100598,79533877.25,08-DEC-2023
AFFLE,1144.8,1158.0,1120.05,1127.6,280055,319198775.2,08-DEC-2023
AGI,916.65,926.4,892.75,905.5,168268,152384175.05,08-DEC-2023
AHLUCONT,815.55,857.3,815.55,851.55,82076,69211444.4,08-DEC-2023
AIAENG,3766.1,3769.0,3711.0,3743.25,25014,93726220.35,08-DEC-2023
AJANTPHARM,1955.0,1956.25,1910.1,1926.95,144173,279098034.9,08-DEC-2023
ALKEM,4875.0,4897.8,4750.6,4796.05,305427,1466900196.65,08-DEC-2023
ALKYLAMINE,2369.2,2371.0,2285.3,2307.05,52553,122034964.1,08-DEC-2023
ALLCARGO,271.15,272.9,267.3,269.05,228605,61704732.15,08-DEC-2023
AMBER,3100.0,3124.65,3075.0,3092.4,51760,160531683.75,08-DEC-2023
AMBUJACEM,508.95,509.6,482.35,494.35,4085720,2019067375.3,08-DEC-2023
AMIORG,1114.95,1116.5,1102.0,1111.9,42221,46828804.6,08-DEC-2023
ANANDRATHI,2581.4,2581.4,2470.05,2495.4,48713,123267170.4,08-DEC-2023
ANANTRAJ,278.5,284.0,276.0,279.4,2042273,570848374.05,08-DEC-2023
ANGELONE,3091.0,3097.0,2940.1,2956.15,645800,1935088597.75,08-DEC-2023
ANURAS,1046.55,1059.0,1033.0,1036.1,90379,93863906.35,08-DEC-2023
APARINDS,5415.0,5448.9,5276.0,5297.5,81850,436820116.3,08-DEC-2023
APCOTEXIND,509.65,516.0,500.0,503.85,57769,29238033.7,08-DEC-2023
APLAPOLLO,1595.0,1608.85,1583.1,1601.55,576843,921838231.3,08-DEC-2023
APLLTD,771.9,795.95,765.05,773.6,186925,146001663.75,08-DEC-2023
APOLLOHOSP,5495.0,5572.55,5439.05,5555.35,456382,2512493294.3,08-DEC-2023
APOLLOPIPE,680.75,685.0,678.4,681.0,152549,103905824.55,08-DEC-2023
APOLLOTYRE,458.45,465.85,453.4,458.55,2768845,1270783192.15,08-DEC-2023
APTUS,300.0,319.0,300.0,318.05,2823437,883872721.7,08-DEC-2023
ARE&M,769.9,770.0,749.2,751.8,503716,380662120.9,08-DEC-2023
ARVIND,228.5,231.35,224.1,225.0,670025,152648091.55,08-DEC-2023
ARVINDFASN,427.0,428.25,404.25,407.3,371193,153434298.65,08-DEC-2023
ASAHIINDIA,567.5,567.5,553.0,556.9,70653,39495791.0,08-DEC-2023
ASHOKA,141.7,145.95,139.05,141.4,4264612,611131390.6,08-DEC-2023
ASHOKLEY,177.8,178.2,173.85,174.9,13046260,2287067290.5,08-DEC-2023
ASIANPAINT,3255.0,3269.8,3227.8,3232.0,895852,2903535270.85,08-DEC-2023
ASTEC,1200.0,1215.0,1180.0,1187.15,10696,12781043.1,08-DEC-2023
ASTERDM,404.45,407.4,397.0,403.05,983336,395436405.35,08-DEC-2023
ASTRAL,1974.0,1979.35,1918.25,1928.75,253175,491365887.4,08-DEC-2023
ASTRAMICRO,609.8,619.3,601.75,607.8,393403,240041401.3,08-DEC-2023
ASTRAZEN,4860.0,4860.05,4742.9,4751.3,7191,34423000.25,08-DEC-2023
ATGL,1230.0,1259.4,1100.0,1156.8,17553553,20672701996.0,08-DEC-2023
ATUL,6903.45,6915.35,6703.5,6748.7,46485,315344116.7,08-DEC-2023
AUBANK,752.25,753.7,734.25,740.5,1267997,938652262.15,08-DEC-2023
AUROPHARMA,1033.75,1033.75,1004.55,1017.4,979442,996586196.6,08-DEC-2023
AUTOAXLES,2255.85,2264.65,2201.0,2241.35,15899,35609279.7,08-DEC-2023
AVALON,513.6,521.0,508.1,514.35,377961,194589536.7,08-DEC-2023
AVANTIFEED,405.0,405.2,398.8,401.85,149844,60295007.2,08-DEC-2023
AWL,397.7,399.0,372.05,377.9,6850140,2630528226.5,08-DEC-2023
AXISBANK,1115.85,1134.35,1111.5,1131.2,7300989,8185352019.6,08-DEC-2023
BAJAJ-AUTO,6115.0,6120.0,6048.05,6075.7,233266,1417170807.5,08-DEC-2023
BAJAJCON,221.5,222.7,217.6,218.8,377016,82896447.35,08-DEC-2023
BAJAJFINSV,1705.0,1714.55,1692.5,1710.15,1376050,2346995975.8,08-DEC-2023
BAJAJHLDNG,8080.4,8080.4,7920.0,7984.25,27621,220109611.65,08-DEC-2023
BAJFINANCE,7390.55,7398.1,7274.0,7307.6,1144388,8372357200.3,08-DEC-2023
BALAMINES,2350.0,2361.4,2270.6,2296.8,115221,266238267.75,08-DEC-2023
BALKRISIND,2644.0,2644.0,2560.2,2605.65,244484,637120463.9,08-DEC-2023
BALMLAWRIE,166.0,175.85,164.5,171.85,6348351,1094407461.75,08-DEC-2023
BALRAMCHIN,400.0,410.0,384.0,392.7,13907310,5541347002.85,08-DEC-2023
BANDHANBNK,240.0,240.0,233.75,237.05,6753600,1597845586.65,08-DEC-2023
BANKBARODA,211.0,215.7,208.5,212.0,29505509,6260836497.8,08-DEC-2023
BANKINDIA,113.95,116.1,112.4,114.3,17984221,2053302288.2,08-DEC-2023
BARBEQUE,671.0,674.9,662.6,665.65,68673,45760884.0,08-DEC-2023
BATAINDIA,1661.9,1672.0,1628.45,1663.35,253597,419040268.65,08-DEC-2023
BAYERCROP,5487.0,5516.1,5365.0,5425.0,81674,443564293.1,08-DEC-2023
BBTC,1376.0,1403.0,1350.0,1362.55,115888,158752945.3,08-DEC-2023
BDL,1305.95,1389.95,1304.0,1323.4,3189479,4321004652.15,08-DEC-2023
BECTORFOOD,1175.0,1180.0,1143.4,1155.35,152093,175249507.65,08-DEC-2023
BEL,161.35,162.35,157.3,158.75,22869782,3640305021.35,08-DEC-2023
BEML,2482.0,2488.0,2425.1,2457.05,119984,295262625.35,08-DEC-2023
BEPL,96.8,98.45,93.5,94.5,1190306,114677732.9,08-DEC-2023
BERGEPAINT,588.6,590.85,575.6,578.95,786988,457445400.0,08-DEC-2023
BHARATFORG,1166.45,1180.25,1164.2,1177.15,756528,888366243.15,08-DEC-2023
BHARTIARTL,998.7,1004.0,991.3,1000.25,6630766,6607762938.65,08-DEC-2023
BHEL,183.8,183.85,173.2,176.7,36422560,6473830575.6,08-DEC-2023
BIKAJI,526.15,531.95,521.0,527.6,195352,102776062.0,08-DEC-2023
BIOCON,242.6,243.8,236.9,239.0,2350010,562775311.35,08-DEC-2023
BIRLACORPN,1421.9,1425.1,1411.2,1417.45,93222,131960256.85,08-DEC-2023
BLS,282.1,288.0,280.5,282.95,2681369,762726704.35,08-DEC-2023
BLUEDART,7300.0,7414.0,7265.25,7384.05,16550,122091069.9,08-DEC-2023
BLUESTARCO,1012.0,1016.5,996.0,1005.25,43793,43953781.15,08-DEC-2023
BOMDYEING,156.95,161.5,154.55,156.3,2103799,333074220.75,08-DEC-2023
BORORENEW,435.9,444.95,430.2,433.4,294171,128736062.1,08-DEC-2023
BOSCHLTD,21666.05,21746.7,21459.95,21626.25,14151,305521843.5,08-DEC-2023
BPCL,476.9,477.45,465.8,470.45,9470239,4461466939.1,08-DEC-2023
BRIGADE,844.4,848.65,813.0,822.55,353881,293156797.85,08-DEC-2023
BRITANNIA,5024.0,5060.0,4931.0,4942.2,282713,1411244095.0,08-DEC-2023
BSE,2470.6,2485.0,2410.0,2417.65,623727,1522559824.4,08-DEC-2023
BSOFT,657.0,667.0,648.05,657.75,1855127,1220321414.0,08-DEC-2023
CAMLINFINE,138.8,141.0,136.1,137.8,470814,65363407.75,08-DEC-2023
CAMPUS,277.8,280.85,271.95,273.55,560105,154358752.05,08-DEC-2023
CAMS,2819.95,2825.0,2735.0,2744.75,380674,1051319464.3,08-DEC-2023
CANBK,436.6,441.0,430.25,438.55,8015793,3493956787.5,08-DEC-2023
CANFINHOME,800.8,803.95,779.5,790.45,653127,517014519.35,08-DEC-2023
CAPLIPOINT,1230.95,1236.3,1202.0,1209.9,66756,81297343.25,08-DEC-2023
CARBORUNIV,1207.95,1209.4,1191.0,1205.3,140159,168487826.3,08-DEC-2023
CARERATING,945.0,947.25,935.1,944.15,38409,36186028.4,08-DEC-2023
CARTRADE,735.7,742.95,721.35,730.75,79765,58338028.55,08-DEC-2023
CARYSIL,917.9,929.0,873.8,893.9,101887,91794071.2,08-DEC-2023
CASTROLIND,140.15,141.2,139.0,140.45,1151168,161500452.15,08-DEC-2023
CCL,655.0,665.0,646.3,650.5,201581,132260728.2,08-DEC-2023
CDSL,1892.15,1896.35,1831.1,1862.2,663629,1235690348.4,08-DEC-2023
CEATLTD,2294.0,2334.8,2260.05,2322.85,512177,1181429431.1,08-DEC-2023
CENTRALBK,47.85,48.65,46.55,46.95,16232779,772874136.3,08-DEC-2023
CENTURYPLY,678.0,690.0,671.25,686.85,112050,76521935.3,08-DEC-2023
