SYMBOL,OPEN,HIGH,LOW,CLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP
360ONE,678.0,688.0,662.0,683.15,203133,137040218.55,10-JAN-2024
3MINDIA,34101.0,34327.95,33632.8,34046.65,5599,190001111.65,10-JAN-2024
AARTIDRUGS,511.0,520.9,508.0,518.65,497585,257192835.9,10-JAN-2024
AARTIIND,604.0,607.4,597.2,603.6,666820,402234238.25,10-JAN-2024
AARTIPHARM,504.25,519.4,503.05,509.9,394917,202837146.8,10-JAN-2024
AAVAS,1563.95,1577.0,1553.0,1568.7,129654,202905122.35,10-JAN-2024
ABB,4929.95,4957.6,4873.45,4935.7,241276,1186817507.15,10-JAN-2024
ABBOTINDIA,24300.0,24672.0,24067.5,24609.25,33691,820029831.35,10-JAN-2024
ABCAPITAL,175.95,175.95,172.2,173.3,3428541,595249942.45,10-JAN-2024
ABFRL,229.45,230.75,224.55,226.75,4259770,966820023.0,10-JAN-2024
ACC,2312.0,2327.0,2293.2,2306.6,184435,425978821.0,10-JAN-2024
ACCELYA,1542.0,1559.85,1515.1,1540.4,43480,66662073.45,10-JAN-2024
ACE,896.0,908.05,882.25,894.05,215825,193126395.1,10-JAN-2024
ACI,625.0,636.6,618.0,630.95,219578,138135522.6,10-JAN-2024
ACLGATI,132.3,132.4,130.05,130.6,380441,49808995.7,10-JAN-2024
ADANIENSOL,1171.0,1184.0,1156.65,1170.3,1302889,1528346433.95,10-JAN-2024
ADANIENT,3024.0,3112.0,3020.05,3098.2,3590297,11050048556.25,10-JAN-2024
ADANIGREEN,1704.0,1755.0,1691.0,1723.25,2417233,4180134723.75,10-JAN-2024
ADANIPORTS,1220.0,1220.0,1197.0,1214.35,7036728,8507505783.0,10-JAN-2024
ADVENZYMES,363.0,369.95,359.05,368.3,189479,69042758.3,10-JAN-2024
AEGISCHEM,347.8,359.0,346.0,355.1,1256116,444078920.55,10-JAN-2024
AETHER,900.95,902.45,889.3,894.7,75315,67378732.3,10-JAN-2024
AFFLE,1267.0,1282.3,1257.0,1271.65,151708,192850583.75,10-JAN-2024
AGI,878.9,879.45,863.0,867.55,96221,83765740.05,10-JAN-2024
AHLUCONT,830.8,837.0,819.05,834.75,29141,24212366.65,10-JAN-2024
AIAENG,3625.0,3847.2,3601.1,3755.85,175628,660728022.2,10-JAN-2024
AJANTPHARM,2149.8,2189.45,2105.0,2112.65,65988,140827481.95,10-JAN-2024
ALKEM,5222.9,5225.0,5073.0,5119.8,215333,1099906333.95,10-JAN-2024
ALKYLAMINE,2558.95,2560.0,2490.0,2500.6,71006,178005401.0,10-JAN-2024
ALLCARGO,83.05,84.6,81.5,81.95,3736495,307374548.5,10-JAN-2024
AMBER,3459.95,3554.0,3414.25,3501.25,336236,1177641053.3,10-JAN-2024
AMBUJACEM,528.7,528.7,518.25,526.15,1792977,940027622.9,10-JAN-2024
AMIORG,1153.85,1154.0,1130.0,1140.95,96590,110248318.9,10-JAN-2024
ANANDRATHI,2799.0,2799.0,2765.5,2781.2,69120,192411261.55,10-JAN-2024
ANANTRAJ,319.65,323.0,316.9,319.3,1041125,332991740.05,10-JAN-2024
ANGELONE,3789.7,3814.95,3695.0,3760.1,243139,911874975.5,10-JAN-2024
ANURAS,1018.35,1019.3,952.0,958.9,469567,455136215.25,10-JAN-2024
APARINDS,5804.85,5807.7,5601.0,5638.3,134029,759451887.4,10-JAN-2024
APCOTEXIND,500.95,511.7,495.15,501.9,46186,23314867.75,10-JAN-2024
APLAPOLLO,1545.0,1572.0,1533.05,1565.95,920486,1431826236.3,10-JAN-2024
APLLTD,805.35,807.1,787.55,800.2,92304,73729973.4,10-JAN-2024
APOLLOHOSP,5800.0,5819.3,5721.3,5800.9,239740,1383550762.9,10-JAN-2024
APOLLOPIPE,693.3,698.0,679.1,681.2,48710,33393201.7,10-JAN-2024
APOLLOTYRE,468.45,469.95,462.5,466.7,1704422,793198234.05,10-JAN-2024
APTUS,328.0,328.65,321.0,325.05,221863,71858115.95,10-JAN-2024
ARE&M,818.75,821.6,807.3,813.25,332578,270238339.35,10-JAN-2024
ARVIND,264.0,289.55,264.0,283.85,1625144,455833928.6,10-JAN-2024
ARVINDFASN,443.05,482.0,443.05,470.95,1267828,590178949.7,10-JAN-2024
ASAHIINDIA,552.95,559.8,552.65,557.9,67525,37637416.6,10-JAN-2024
ASHOKA,164.4,166.55,158.85,161.65,8659801,1409176393.15,10-JAN-2024
ASHOKLEY,177.8,177.8,173.75,175.35,11158390,1954760249.6,10-JAN-2024
ASIANPAINT,3292.0,3293.0,3258.2,3286.85,691087,2264157869.2,10-JAN-2024
ASTEC,1068.35,1074.45,988.0,1034.0,128495,131202994.85,10-JAN-2024
ASTERDM,409.75,411.0,405.0,408.35,143315,58456501.2,10-JAN-2024
ASTRAL,1827.9,1829.9,1804.85,1810.95,307426,557126772.4,10-JAN-2024
ASTRAMICRO,601.0,606.15,596.0,602.35,207320,124649150.25,10-JAN-2024
ASTRAZEN,5652.7,6760.0,5620.0,6641.15,359029,2267358276.35,10-JAN-2024
ATGL,1073.55,1082.55,1060.0,1068.95,1731962,1854635473.9,10-JAN-2024
ATUL,6780.1,6867.7,6777.1,6799.4,51525,350870071.45,10-JAN-2024
AUBANK,770.45,781.45,764.4,772.45,2832401,2202788096.15,10-JAN-2024
AUROPHARMA,1119.6,1133.95,1092.0,1123.0,2082640,2314076434.35,10-JAN-2024
AUTOAXLES,2159.15,2178.0,2124.2,2163.4,15588,33576136.05,10-JAN-2024
AVALON,552.4,553.95,534.85,540.85,120307,65325233.35,10-JAN-2024
AVANTIFEED,436.0,467.8,435.75,453.8,3544890,1621242273.6,10-JAN-2024
AWL,373.0,374.1,367.5,369.65,1539317,570713064.0,10-JAN-2024
AXISBANK,1115.25,1116.0,1099.05,1107.0,5934163,6563841404.3,10-JAN-2024
BAJAJ-AUTO,7125.0,7139.95,7020.0,7053.75,721432,5102869236.6,10-JAN-2024
BAJAJCON,229.7,231.0,226.2,227.0,310764,70651353.85,10-JAN-2024
BAJAJFINSV,1685.0,1685.0,1658.65,1671.85,607010,1013040092.2,10-JAN-2024
BAJAJHLDNG,8088.0,8136.6,7990.0,8031.95,21386,172004655.65,10-JAN-2024
BAJFINANCE,7716.0,7735.25,7660.0,7680.55,559072,4298620963.05,10-JAN-2024
BALAMINES,2529.95,2540.0,2488.0,2507.45,83772,209789835.9,10-JAN-2024
BALKRISIND,2623.2,2661.0,2586.85,2649.8,333853,877433885.85,10-JAN-2024
BALMLAWRIE,220.8,235.8,216.5,232.5,3843344,876452922.85,10-JAN-2024
BALRAMCHIN,400.0,400.9,388.3,389.8,2613391,1023179744.85,10-JAN-2024
BANDHANBNK,234.9,235.5,226.6,231.05,13786491,3174975796.1,10-JAN-2024
BANKBARODA,223.3,225.0,219.45,223.85,13503894,3006315847.85,10-JAN-2024
BANKINDIA,118.5,118.5,116.6,118.2,10101844,1188858748.9,10-JAN-2024
BARBEQUE,636.0,642.4,629.0,629.95,103243,65285670.85,10-JAN-2024
BATAINDIA,1572.0,1581.0,1557.55,1565.25,133457,209156694.55,10-JAN-2024
BAYERCROP,5850.0,5965.0,5832.8,5952.75,42159,250300345.65,10-JAN-2024
BBTC,1581.95,1585.0,1558.0,1573.6,91976,144717295.5,10-JAN-2024
BDL,1745.95,1750.0,1706.0,1735.95,668394,1153840349.05,10-JAN-2024
BECTORFOOD,1174.0,1181.6,1154.0,1164.3,80427,93659714.0,10-JAN-2024
BEL,184.4,186.0,182.05,185.6,8701594,1602410232.75,10-JAN-2024
BEML,3130.05,3175.0,3096.45,3148.6,258512,808939256.2,10-JAN-2024
BEPL,112.85,113.0,110.25,111.8,1212547,135184320.95,10-JAN-2024
BERGEPAINT,587.95,594.05,582.65,592.65,935943,552492859.1,10-JAN-2024
BHARATFORG,1279.55,1287.0,1255.5,1283.85,731879,928663441.55,10-JAN-2024
BHARTIARTL,1066.95,1073.3,1055.3,1062.7,3111573,3305853664.1,10-JAN-2024
BHEL,196.0,201.0,192.0,199.65,39855938,7827168489.45,10-JAN-2024
BIKAJI,574.1,578.35,570.0,573.85,129323,74158869.15,10-JAN-2024
BIOCON,281.2,284.95,278.8,281.45,2847064,801980234.15,10-JAN-2024
BIRLACORPN,1456.0,1460.95,1423.9,1446.45,65306,94112124.5,10-JAN-2024
BLS,362.9,368.5,356.45,362.2,4054635,1472907063.2,10-JAN-2024
BLUEDART,7370.0,7400.0,7290.0,7306.5,3275,24027036.95,10-JAN-2024
BLUESTARCO,972.0,977.75,952.0,969.95,132410,127955334.8,10-JAN-2024
BOMDYEING,157.3,162.0,155.0,159.25,2103781,333618144.6,10-JAN-2024
BORORENEW,514.95,525.0,507.2,511.6,3500990,1813057129.5,10-JAN-2024
BOSCHLTD,22799.5,22824.8,22530.05,22615.2,9397,213041828.7,10-JAN-2024
BPCL,455.2,456.15,445.1,451.25,7630996,3425439860.65,10-JAN-2024
BRIGADE,954.8,969.85,933.05,940.2,534035,505244996.45,10-JAN-2024
BRITANNIA,5111.0,5143.65,5051.5,5086.65,191450,973121394.35,10-JAN-2024
BSE,2300.0,2319.9,2242.25,2259.55,463869,1054959420.8,10-JAN-2024
BSOFT,720.75,741.6,719.05,739.55,3695731,2711024048.45,10-JAN-2024
CAMLINFINE,134.9,137.15,133.1,133.5,915499,123623493.0,10-JAN-2024
CAMPUS,286.1,294.7,284.5,292.05,986076,286808998.15,10-JAN-2024
CAMS,2766.4,2779.95,2749.0,2761.25,135336,373822073.65,10-JAN-2024
CANBK,451.1,452.5,443.05,448.75,5328213,2382872886.3,10-JAN-2024
CANFINHOME,773.5,773.5,751.3,759.7,610061,463066918.15,10-JAN-2024
CAPLIPOINT,1448.05,1482.45,1409.25,1438.1,191080,274711897.55,10-JAN-2024
CARBORUNIV,1145.0,1149.45,1128.0,1144.95,468612,530199534.2,10-JAN-2024
CARERATING,963.95,971.0,953.55,958.6,29751,28635218.2,10-JAN-2024
