SYMBOL,OPEN,HIGH,LOW,CLOSE,CONTRACTS,OPEN_INT,CHG_IN_OI,TIMESTAMP
BANKNIFTY,46999.9,47089.0,46506.0,46980.3,250814,3008040,-238110,22-FEB-2024
FINNIFTY,20685.05,20720.0,20470.0,20678.1,2459,101840,680,22-FEB-2024
MIDCPNIFTY,10867.8,11012.7,10780.0,10994.65,12339,898800,40650,22-FEB-2024
NIFTY,22119.8,22269.9,21943.0,22243.25,258627,14417050,843750,22-FEB-2024
AARTIIND,692.65,696.05,679.3,685.4,4668,13731000,466000,22-FEB-2024
ABB,5179.2,5449.0,5098.05,5428.1,34325,2032625,237250,22-FEB-2024
ABBOTINDIA,29225.15,29376.45,28781.95,28896.2,1360,195480,4640,22-FEB-2024
ABCAPITAL,183.3,185.25,180.6,185.05,3758,64621800,-1873800,22-FEB-2024
ABFRL,228.4,229.8,224.7,227.2,11420,50715600,2121600,22-FEB-2024
ACC,2600.9,2690.8,2600.9,2686.75,2446,4833300,24600,22-FEB-2024
ADANIENT,3235.3,3278.9,3214.0,3268.5,10818,15324600,128100,22-FEB-2024
ADANIPORTS,1282.95,1316.5,1280.95,1311.8,12454,38829600,510400,22-FEB-2024
ALKEM,5427.3,5477.0,5363.55,5422.65,2486,1555400,-11400,22-FEB-2024
AMBUJACEM,587.65,595.0,583.05,593.3,7343,51278400,-61200,22-FEB-2024
APOLLOHOSP,6749.3,6864.1,6711.7,6780.7,6311,1874625,7375,22-FEB-2024
APOLLOTYRE,518.05,525.35,513.35,524.0,1392,10336000,-224400,22-FEB-2024
ASHOKLEY,172.0,172.3,163.3,171.85,1496,119665000,-7450000,22-FEB-2024
ASIANPAINT,2964.9,3026.0,2931.05,3017.25,24983,8315200,-23200,22-FEB-2024
ASTRAL,1931.1,1973.0,1926.0,1969.05,2098,3209048,46242,22-FEB-2024
ATUL,6301.45,6354.65,6251.0,6336.3,1016,348600,-900,22-FEB-2024
AUBANK,589.5,595.8,584.15,593.85,6523,25798000,-120000,22-FEB-2024
AUROPHARMA,1041.45,1052.45,1034.55,1047.1,3776,21847100,-541200,22-FEB-2024
AXISBANK,1089.95,1109.9,1082.5,1100.5,40128,46761250,-65625,22-FEB-2024
BAJAJ-AUTO,8175.55,8408.5,8154.05,8383.6,9714,2373875,99625,22-FEB-2024
BAJAJFINSV,1597.2,1598.95,1566.9,1592.95,5412,9995500,227500,22-FEB-2024
BAJFINANCE,6686.15,6707.5,6560.2,6683.05,24967,8791625,217250,22-FEB-2024
BALKRISIND,2262.95,2291.65,2253.35,2286.25,1728,2685300,20400,22-FEB-2024
BALRAMCHIN,376.05,383.85,371.65,381.3,228,13308800,-364800,22-FEB-2024
BANDHANBNK,200.05,205.2,198.1,203.7,770,101117500,-1872500,22-FEB-2024
BANKBARODA,276.05,277.0,270.05,275.8,17668,145325700,4156425,22-FEB-2024
BATAINDIA,1426.75,1433.9,1405.9,1413.45,5182,3647625,331500,22-FEB-2024
BEL,190.0,196.75,188.6,195.4,15219,125080800,7307400,22-FEB-2024
BERGEPAINT,560.75,562.85,550.95,561.35,4146,18190920,970200,22-FEB-2024
BHARATFORG,1118.2,1135.85,1108.1,1133.3,5892,8342500,-9000,22-FEB-2024
BHARTIARTL,1138.95,1141.0,1100.1,1136.45,16298,35050250,991800,22-FEB-2024
BHEL,224.25,229.95,220.9,229.1,9139,97749750,1071000,22-FEB-2024
BIOCON,273.05,274.0,267.65,271.2,397,41425000,-992500,22-FEB-2024
BOSCHLTD,28056.1,28424.0,27833.25,28343.7,1850,227450,7750,22-FEB-2024
BPCL,628.95,631.6,612.5,627.4,16559,34810200,567000,22-FEB-2024
BRITANNIA,4922.55,4975.55,4876.55,4961.15,3202,2605800,57400,22-FEB-2024
BSOFT,800.0,823.65,797.95,820.05,5861,7605000,217000,22-FEB-2024
CANBK,572.5,584.95,563.1,582.55,785,45894600,-1217700,22-FEB-2024
CANFINHOME,788.65,798.3,782.25,796.65,1244,4449900,24375,22-FEB-2024
CHAMBLFERT,366.8,372.8,364.75,371.7,1560,9131400,72200,22-FEB-2024
CHOLAFIN,1089.8,1093.2,1071.35,1087.25,5459,15686875,655625,22-FEB-2024
CIPLA,1441.75,1451.75,1423.7,1449.6,3989,9730500,259350,22-FEB-2024
COALINDIA,436.85,449.35,428.4,446.3,21835,70799400,2543100,22-FEB-2024
COFORGE,6569.2,6683.85,6549.1,6637.85,4365,1443450,35700,22-FEB-2024
COLPAL,2526.55,2552.95,2504.1,2546.1,898,3505250,-7700,22-FEB-2024
CONCOR,1002.0,1023.9,985.2,1016.6,7632,17254000,-195000,22-FEB-2024
COROMANDEL,1085.2,1102.55,1084.95,1100.05,759,1716400,3500,22-FEB-2024
CROMPTON,290.85,293.9,289.25,293.25,1944,16943400,118800,22-FEB-2024
CUB,135.9,135.9,133.0,135.55,1683,43635000,-360000,22-FEB-2024
CUMMINSIND,2620.55,2785.9,2594.5,2762.2,9204,4559400,201000,22-FEB-2024
DABUR,544.3,545.65,540.0,543.25,1324,22540000,310000,22-FEB-2024
DALBHARAT,2081.1,2109.7,2063.8,2105.95,1839,3290000,-11250,22-FEB-2024
DEEPAKNTR,2339.55,2357.4,2322.1,2348.15,2166,3023400,-49800,22-FEB-2024
DELTACORP,143.6,143.95,139.5,142.8,653,14739000,-387000,22-FEB-2024
DIVISLAB,3642.25,3664.85,3609.4,3656.75,4393,3850200,187600,22-FEB-2024
DIXON,6780.5,6873.95,6725.7,6796.0,4655,1486800,25800,22-FEB-2024
DLF,890.65,896.5,878.2,894.65,7473,34945350,202950,22-FEB-2024
DRREDDY,6337.45,6359.9,6244.0,6348.4,4436,1976000,112125,22-FEB-2024
EICHERMOT,3836.65,3954.85,3836.65,3946.4,13635,4000675,370125,22-FEB-2024
ESCORTS,2924.3,2941.95,2885.15,2932.65,1770,2435125,-15400,22-FEB-2024
EXIDEIND,325.2,333.7,323.4,333.0,2000,19202400,-147600,22-FEB-2024
FEDERALBNK,154.5,154.75,152.4,154.0,7342,92960000,1405000,22-FEB-2024
GAIL,181.55,183.2,177.8,182.7,8941,133901100,901275,22-FEB-2024
GLENMARK,898.9,918.0,898.85,915.15,5983,15564300,303775,22-FEB-2024
GMRINFRA,85.65,88.6,84.3,87.6,420,227182500,-4601250,22-FEB-2024
