SYMBOL,OPEN,HIGH,LOW,CLOSE,CONTRACTS,OPEN_INT,CHG_IN_OI,TIMESTAMP
BANKNIFTY,47100.0,47399.0,46764.55,46842.65,241787,3055080,47040,23-FEB-2024
FINNIFTY,20715.9,20833.0,20666.5,20692.45,2185,110600,8760,23-FEB-2024
MIDCPNIFTY,11044.25,11139.45,11001.0,11062.8,14739,1000350,101550,23-FEB-2024
NIFTY,22285.1,22344.45,22207.0,22228.85,157850,14271800,-145250,23-FEB-2024
AARTIIND,688.2,691.25,671.35,674.3,4195,13908000,177000,23-FEB-2024
ABB,5435.15,5515.15,5329.35,5405.6,16813,1899750,-132875,23-FEB-2024
ABBOTINDIA,28740.05,28989.8,28639.9,28725.8,1045,199000,3520,23-FEB-2024
ABCAPITAL,185.05,188.45,183.3,187.35,6621,70097400,5475600,23-FEB-2024
ABFRL,227.05,228.9,225.0,226.0,455,49532600,-1183000,23-FEB-2024
ACC,2683.75,2723.85,2669.0,2683.15,5326,4992300,159000,23-FEB-2024
ADANIENT,3270.0,3329.0,3227.7,3281.05,25048,15675000,350400,23-FEB-2024
ADANIPORTS,1314.3,1332.0,1296.85,1319.85,23332,39364000,534400,23-FEB-2024
ALKEM,5402.8,5467.95,5350.0,5412.6,2507,1621600,66200,23-FEB-2024
AMBUJACEM,596.1,609.5,587.1,603.75,15531,54313200,3034800,23-FEB-2024
APOLLOHOSP,6792.3,6796.9,6729.65,6764.0,3811,1884500,9875,23-FEB-2024
APOLLOTYRE,525.55,527.85,520.75,522.75,1418,10262900,-73100,23-FEB-2024
ASHOKLEY,172.4,174.05,170.75,172.7,1054,114405000,-5260000,23-FEB-2024
ASIANPAINT,3000.4,3004.4,2965.6,2981.0,21588,8701200,386000,23-FEB-2024
ASTRAL,1972.4,2099.0,1969.55,2079.35,15491,4098289,889241,23-FEB-2024
ATUL,6331.35,6367.6,6281.15,6291.75,1313,351525,2925,23-FEB-2024
AUBANK,595.35,607.5,594.3,599.1,10682,25194000,-604000,23-FEB-2024
AUROPHARMA,1048.4,1054.0,1040.7,1043.95,6274,21771200,-75900,23-FEB-2024
AXISBANK,1099.7,1107.25,1090.55,1094.45,29514,46263125,-498125,23-FEB-2024
BAJAJ-AUTO,8415.85,8438.8,8316.65,8335.15,8712,2296250,-77625,23-FEB-2024
BAJAJFINSV,1598.7,1620.9,1598.2,1618.2,5827,9708000,-287500,23-FEB-2024
