SYMBOL,OPEN,HIGH,LOW,CLOSE,CONTRACTS,OPEN_INT,CHG_IN_OI,TIMESTAMP
BANKNIFTY,46580.0,46885.75,46350.0,46503.4,189044,3195810,16425,16-FEB-2024
FINNIFTY,20506.85,20600.0,20441.0,20512.65,1679,82320,-4040,16-FEB-2024
MIDCPNIFTY,10950.65,11055.0,10912.05,11028.0,5637,708450,6225,16-FEB-2024
NIFTY,22060.2,22139.95,22039.45,22097.8,126450,13415900,331800,16-FEB-2024
AARTIIND,687.5,711.0,687.1,696.8,6421,12645000,-234000,16-FEB-2024
ABB,4504.95,4559.95,4479.0,4530.45,2472,1532000,12875,16-FEB-2024
ABBOTINDIA,29318.3,29764.0,29277.9,29646.5,693,196160,2920,16-FEB-2024
ABCAPITAL,182.7,189.9,182.3,186.9,4636,64816200,-837000,16-FEB-2024
ABFRL,237.8,239.45,225.15,230.05,525,44618600,-1365000,16-FEB-2024
ACC,2651.6,2748.4,2650.15,2723.1,7691,4682400,19800,16-FEB-2024
ADANIENT,3212.45,3271.0,3203.0,3241.1,13686,15222300,504900,16-FEB-2024
ADANIPORTS,1275.5,1315.0,1270.1,1311.6,20713,39223200,753600,16-FEB-2024
ALKEM,5304.4,5479.7,5284.2,5464.85,3356,1595200,136000,16-FEB-2024
AMBUJACEM,573.65,592.75,573.6,587.3,12864,53224200,1643400,16-FEB-2024
APOLLOHOSP,6636.3,6640.95,6546.65,6615.4,4596,2005750,-46000,16-FEB-2024
APOLLOTYRE,523.15,533.2,522.75,530.6,2568,10880000,-470900,16-FEB-2024
ASHOKLEY,173.3,176.0,172.7,174.0,256,106830000,-1280000,16-FEB-2024
ASIANPAINT,3029.7,3036.35,3005.0,3010.6,10654,8525000,-72000,16-FEB-2024
ASTRAL,1961.35,1986.85,1950.0,1974.85,2431,3209415,4037,16-FEB-2024
ATUL,6393.6,6477.25,6370.0,6396.6,1181,353025,-7350,16-FEB-2024
AUBANK,583.2,588.45,580.35,584.15,5083,23946000,757000,16-FEB-2024
AUROPHARMA,1024.75,1056.35,1022.65,1034.5,9268,23991000,1092300,16-FEB-2024
AXISBANK,1078.6,1079.75,1062.0,1072.35,25598,47642500,-191250,16-FEB-2024
BAJAJ-AUTO,8155.0,8406.95,8135.5,8301.45,11512,2012750,141000,16-FEB-2024
BAJAJFINSV,1583.95,1586.0,1572.5,1580.0,3878,9539500,-20500,16-FEB-2024
BAJFINANCE,6650.25,6677.05,6623.05,6643.9,8469,8566500,155875,16-FEB-2024
BALKRISIND,2351.1,2365.85,2340.5,2344.65,1494,2381400,73200,16-FEB-2024
BALRAMCHIN,376.3,377.0,370.0,371.5,170,11916800,-272000,16-FEB-2024
BANDHANBNK,198.75,204.9,198.2,202.05,1439,107272500,-3597500,16-FEB-2024
BANKBARODA,276.75,281.1,274.65,275.75,19103,144164475,-3261375,16-FEB-2024
BATAINDIA,1416.65,1442.0,1415.0,1439.2,2928,2852625,95625,16-FEB-2024
BEL,188.5,190.9,187.0,188.8,10305,117904500,-1618800,16-FEB-2024
BERGEPAINT,551.75,557.3,551.1,553.35,1810,15907320,431640,16-FEB-2024
BHARATFORG,1118.05,1137.0,1104.9,1132.6,6996,8851500,54000,16-FEB-2024
BHARTIARTL,1123.85,1129.0,1120.05,1123.05,3777,33685100,182400,16-FEB-2024
BHEL,229.4,231.15,225.65,226.55,6969,95655000,-2373000,16-FEB-2024
BIOCON,278.0,291.0,276.5,289.05,1370,39077500,-1470000,16-FEB-2024
BOSCHLTD,27789.75,28536.9,27671.2,28217.45,1981,198600,4600,16-FEB-2024
BPCL,663.95,687.8,654.5,656.5,24551,31291200,-1267200,16-FEB-2024
BRITANNIA,4980.05,4989.45,4914.45,4932.8,3462,2610000,-26000,16-FEB-2024
BSOFT,850.0,853.2,837.65,845.15,1837,6865000,194000,16-FEB-2024
CANBK,588.5,588.75,577.0,586.15,1366,53578800,-3658500,16-FEB-2024
CANFINHOME,822.95,828.25,806.6,809.55,1805,4316325,123825,16-FEB-2024
CHAMBLFERT,366.05,373.75,366.05,369.3,1448,9146600,-338200,16-FEB-2024
CHOLAFIN,1131.0,1149.3,1128.1,1146.35,2684,13005000,-1250,16-FEB-2024
CIPLA,1430.3,1453.4,1430.3,1441.1,2293,8828950,-196300,16-FEB-2024
COALINDIA,476.4,482.65,473.25,475.2,11870,64722000,-720300,16-FEB-2024
COFORGE,6693.05,6712.8,6548.0,6691.65,3921,1422750,54450,16-FEB-2024
COLPAL,2588.45,2597.65,2548.4,2579.55,1471,3464300,-70000,16-FEB-2024
CONCOR,958.7,991.45,955.05,983.95,12082,18029000,902000,16-FEB-2024
COROMANDEL,1102.6,1111.2,1086.2,1093.3,943,1476300,153300,16-FEB-2024
CROMPTON,283.65,286.45,283.5,284.95,1576,17451000,-541800,16-FEB-2024
CUB,138.35,141.75,138.15,140.4,2683,40990000,-925000,16-FEB-2024
CUMMINSIND,2628.3,2628.3,2585.7,2608.8,2910,4545000,114900,16-FEB-2024
DABUR,547.0,549.5,542.5,545.3,1322,22776250,-162500,16-FEB-2024
DALBHARAT,2060.4,2124.0,2060.35,2089.95,2634,3336250,-8500,16-FEB-2024
DEEPAKNTR,2258.0,2332.9,2258.0,2319.2,2382,2593800,-93900,16-FEB-2024
DELTACORP,140.9,142.45,139.9,140.9,112,16893000,-336000,16-FEB-2024
DIVISLAB,3730.05,3793.6,3730.05,3743.6,5179,3481000,-8200,16-FEB-2024
DIXON,6399.0,6453.05,6357.95,6406.5,2689,1392700,7000,16-FEB-2024
DLF,853.0,870.0,849.45,863.05,7203,36565650,-1801800,16-FEB-2024
DRREDDY,6286.05,6364.9,6258.85,6312.9,3459,1756125,40750,16-FEB-2024
EICHERMOT,3925.3,4018.0,3925.05,3943.55,9144,3518725,-118825,16-FEB-2024
ESCORTS,2926.0,2998.75,2912.0,2938.9,4488,2588850,-96800,16-FEB-2024
EXIDEIND,336.7,340.55,336.1,337.85,1178,18716400,198000,16-FEB-2024
FEDERALBNK,157.9,166.45,156.65,165.05,27903,98435000,4700000,16-FEB-2024
GAIL,185.4,186.0,182.4,182.85,7968,128154900,681675,16-FEB-2024
GLENMARK,830.0,894.25,826.3,875.2,20862,15514275,1407950,16-FEB-2024
GMRINFRA,91.5,91.5,88.85,89.3,4881,236362500,4376250,16-FEB-2024
GNFC,660.8,668.45,657.15,661.0,1409,8508500,19500,16-FEB-2024
GODREJCP,1235.85,1246.65,1232.55,1242.3,1700,7285000,-109500,16-FEB-2024
GODREJPROP,2299.0,2333.0,2289.35,2310.4,2448,4739075,79800,16-FEB-2024
GRANULES,438.8,460.7,437.35,456.4,5148,11260000,-336000,16-FEB-2024
GRASIM,2091.4,2122.85,2088.7,2111.0,2364,8431452,-39591,16-FEB-2024
GUJGASLTD,569.0,569.65,537.15,543.25,11372,8871250,2267500,16-FEB-2024
HAL,3029.0,3095.0,3020.1,3066.15,18545,8897700,162900,16-FEB-2024
HAVELLS,1381.55,1405.65,1379.4,1400.15,1881,4262000,-7000,16-FEB-2024
HCLTECH,1672.1,1679.0,1654.2,1673.3,4366,13845300,-260400,16-FEB-2024
HDFCAMC,3781.5,3885.0,3781.5,3871.85,2549,2879400,75000,16-FEB-2024
HDFCBANK,1424.7,1431.0,1413.2,1423.5,67764,227825400,-65450,16-FEB-2024
HDFCLIFE,587.7,596.3,585.45,594.75,5333,29645000,1086800,16-FEB-2024
HEROMOTOCO,4832.75,4932.5,4832.7,4897.8,5101,3592800,44100,16-FEB-2024
HINDALCO,518.8,520.9,512.85,517.35,10069,46809000,-375200,16-FEB-2024
HINDCOPPER,260.95,263.55,257.0,258.9,110,36792600,-583000,16-FEB-2024
HINDPETRO,580.05,595.95,561.0,567.45,14899,34406100,-847800,16-FEB-2024
HINDUNILVR,2372.25,2383.6,2365.1,2379.85,8120,12699300,176100,16-FEB-2024
ICICIBANK,1024.3,1029.55,1020.25,1024.6,28493,86041900,-2054500,16-FEB-2024
ICICIGI,1650.75,1667.0,1642.1,1646.95,1190,2992500,-124000,16-FEB-2024
ICICIPRULI,508.4,518.1,507.55,513.95,1420,13140000,267000,16-FEB-2024
IDEA,16.0,16.65,15.9,16.0,7004,2039440000,-1760000,16-FEB-2024
IDFC,116.6,119.8,116.4,118.6,2430,72800000,-615000,16-FEB-2024
IDFCFIRSTB,81.6,83.9,81.25,83.1,13981,372442500,465000,16-FEB-2024
IEX,145.25,147.95,144.7,146.2,2369,68066250,877500,16-FEB-2024
IGL,446.95,446.95,439.55,440.8,1998,14382500,174625,16-FEB-2024
INDHOTEL,530.15,541.5,526.35,538.0,3077,16240000,510000,16-FEB-2024
INDIACEM,238.0,246.4,237.6,242.95,101,22005200,-292900,16-FEB-2024
INDIAMART,2729.75,2798.75,2714.85,2784.2,1719,939900,31500,16-FEB-2024
INDIGO,3071.5,3071.5,3012.85,3053.5,4573,6200100,93900,16-FEB-2024
INDUSINDBK,1489.0,1508.5,1474.75,1495.15,10420,26279500,-292500,16-FEB-2024
INDUSTOWER,222.8,224.8,219.0,221.0,254,120856400,-863600,16-FEB-2024
INFY,1696.3,1711.9,1692.0,1703.9,15303,24031200,-137200,16-FEB-2024
IOC,191.2,194.3,186.95,187.65,12300,169757250,3256500,16-FEB-2024
IPCALAB,1160.65,1252.2,1156.5,1245.95,6658,3755700,13650,16-FEB-2024
IRCTC,959.1,961.75,938.65,943.85,4634,18079250,-7000,16-FEB-2024
ITC,407.0,410.5,400.7,405.95,24321,116532800,5824000,16-FEB-2024
JINDALSTEL,769.0,781.0,767.75,771.25,5884,25510000,128750,16-FEB-2024
JKCEMENT,4160.15,4267.5,4160.15,4224.55,1018,727000,-6500,16-FEB-2024
JSWSTEEL,818.15,827.0,814.8,820.95,5892,17341425,-438750,16-FEB-2024
