SYMBOL,OPEN,HIGH,LOW,CLOSE,CONTRACTS,OPEN_INT,CHG_IN_OI,TIMESTAMP
BANKNIFTY,46599.0,46885.0,46403.0,46638.9,168115,3080955,-114855,19-FEB-2024
FINNIFTY,20533.1,20643.45,20500.0,20574.45,1699,82640,320,19-FEB-2024
MIDCPNIFTY,11026.15,11053.65,10998.95,11026.95,5131,759300,50850,19-FEB-2024
NIFTY,22142.2,22259.95,22055.0,22171.4,126571,13720900,305000,19-FEB-2024
AARTIIND,697.05,697.2,682.0,689.75,3290,12694000,49000,19-FEB-2024
ABB,4532.95,4533.05,4454.0,4501.65,2833,1575625,43625,19-FEB-2024
ABBOTINDIA,29486.05,29708.4,29350.0,29562.6,765,190280,-5880,19-FEB-2024
ABCAPITAL,187.7,187.75,184.0,184.75,2121,65696400,880200,19-FEB-2024
ABFRL,230.1,238.9,230.1,235.8,393,43596800,-1021800,19-FEB-2024
ACC,2745.0,2745.0,2668.45,2677.2,4099,4768500,86100,19-FEB-2024
ADANIENT,3250.05,3320.95,3244.1,3261.8,14404,15135000,-87300,19-FEB-2024
ADANIPORTS,1317.7,1329.05,1303.0,1308.2,11556,38848800,-374400,19-FEB-2024
ALKEM,5485.6,5522.45,5418.15,5482.4,963,1593000,-2200,19-FEB-2024
AMBUJACEM,589.85,594.45,582.2,585.15,7131,53616600,392400,19-FEB-2024
APOLLOHOSP,6605.05,6673.2,6529.3,6654.75,3600,1966875,-38875,19-FEB-2024
APOLLOTYRE,529.0,537.45,527.6,532.75,2071,10759300,-120700,19-FEB-2024
ASHOKLEY,173.15,174.0,171.45,172.85,260,105575000,-1255000,19-FEB-2024
ASIANPAINT,3018.95,3021.55,2991.05,3002.1,5700,8615000,90000,19-FEB-2024
ASTRAL,1977.0,1979.75,1952.7,1970.25,1593,3206479,-2936,19-FEB-2024
ATUL,6401.2,6401.2,6275.25,6330.55,1216,346500,-6525,19-FEB-2024
AUBANK,584.3,606.5,583.1,600.75,8837,23675000,-271000,19-FEB-2024
AUROPHARMA,1041.0,1056.35,1037.15,1040.35,6101,23466300,-524700,19-FEB-2024
AXISBANK,1072.55,1073.25,1063.4,1066.2,17855,49322500,1680000,19-FEB-2024
BAJAJ-AUTO,8356.75,8549.45,8300.25,8370.35,14322,2233875,221125,19-FEB-2024
BAJAJFINSV,1577.9,1629.0,1576.6,1622.2,7052,9510500,-29000,19-FEB-2024
BAJFINANCE,6651.8,6813.6,6640.55,6735.85,21072,8546875,-19625,19-FEB-2024
BALKRISIND,2341.15,2351.0,2320.55,2327.95,1649,2445600,64200,19-FEB-2024
BALRAMCHIN,379.7,390.95,379.7,386.05,460,11307200,-609600,19-FEB-2024
BANDHANBNK,204.3,205.5,203.5,203.95,617,105740000,-1532500,19-FEB-2024
BANKBARODA,276.5,277.4,270.7,271.55,12218,139712625,-4451850,19-FEB-2024
BATAINDIA,1442.25,1453.4,1432.55,1435.45,2857,3037125,184500,19-FEB-2024
BEL,190.05,192.6,188.9,189.35,8911,115983600,-1920900,19-FEB-2024
BERGEPAINT,555.55,558.0,550.0,550.75,1923,16247880,340560,19-FEB-2024
BHARATFORG,1141.85,1142.2,1118.0,1125.35,3731,8702000,-149500,19-FEB-2024
BHARTIARTL,1126.45,1147.0,1122.25,1144.75,8885,33874150,189050,19-FEB-2024
BHEL,227.65,230.9,225.35,226.1,5533,95681250,26250,19-FEB-2024
BIOCON,288.9,304.0,285.55,291.9,24198,47435000,8357500,19-FEB-2024
BOSCHLTD,28174.75,28955.2,27886.65,28854.75,2095,208200,9600,19-FEB-2024
BPCL,660.0,668.5,652.6,654.3,10649,32182200,891000,19-FEB-2024
BRITANNIA,4972.55,4972.55,4903.25,4937.5,2137,2582000,-28000,19-FEB-2024
BSOFT,843.25,845.7,831.1,833.7,1875,7146000,281000,19-FEB-2024
CANBK,586.5,587.35,570.65,572.95,1079,50700600,-2878200,19-FEB-2024
CANFINHOME,809.85,816.7,801.25,802.9,961,4288050,-28275,19-FEB-2024
CHAMBLFERT,370.15,371.95,365.9,366.9,984,9190300,43700,19-FEB-2024
CHOLAFIN,1150.7,1157.3,1129.0,1133.8,2841,13284375,279375,19-FEB-2024
CIPLA,1441.6,1471.7,1435.05,1469.1,4151,9213750,384800,19-FEB-2024
COALINDIA,476.6,482.45,450.65,455.8,25921,66906000,2184000,19-FEB-2024
COFORGE,6679.5,6871.5,6585.4,6763.95,7105,1428450,5700,19-FEB-2024
COLPAL,2575.15,2596.4,2566.15,2572.75,939,3494750,30450,19-FEB-2024
CONCOR,988.0,1014.85,968.5,1011.0,10466,18300000,271000,19-FEB-2024
COROMANDEL,1077.1,1112.6,1077.1,1109.8,822,1549100,72800,19-FEB-2024
CROMPTON,285.75,292.6,285.4,291.05,1975,16995600,-455400,19-FEB-2024
CUB,140.2,141.2,137.45,137.95,2745,42070000,1080000,19-FEB-2024
CUMMINSIND,2627.75,2657.2,2595.05,2648.6,3282,4468500,-76500,19-FEB-2024
DABUR,545.05,550.65,540.7,547.95,2393,22332500,-443750,19-FEB-2024
DALBHARAT,2100.15,2132.5,2095.35,2105.8,1648,3338250,2000,19-FEB-2024
DEEPAKNTR,2312.5,2324.25,2285.35,2289.45,1824,2688000,94200,19-FEB-2024
DELTACORP,141.85,147.75,141.6,146.65,375,15927000,-966000,19-FEB-2024
DIVISLAB,3746.0,3771.8,3722.0,3729.95,2188,3554200,73200,19-FEB-2024
DIXON,6440.0,6831.9,6440.0,6775.85,19198,1520900,128200,19-FEB-2024
DLF,861.5,866.05,845.85,849.2,5372,35273700,-1291950,19-FEB-2024
DRREDDY,6352.45,6446.75,6340.1,6411.1,5647,1799250,43125,19-FEB-2024
EICHERMOT,3952.0,3967.0,3902.0,3911.55,3174,3554425,35700,19-FEB-2024
ESCORTS,2940.85,2980.9,2911.25,2963.95,1800,2508275,-80575,19-FEB-2024
EXIDEIND,339.45,344.5,336.95,337.8,1317,18388800,-327600,19-FEB-2024
FEDERALBNK,166.0,166.55,162.55,163.1,8788,92300000,-6135000,19-FEB-2024
GAIL,183.1,187.9,182.35,183.9,9502,132217500,4062600,19-FEB-2024
