SYMBOL,OPEN,HIGH,LOW,CLOSE,CONTRACTS,OPEN_INT,CHG_IN_OI,TIMESTAMP
BANKNIFTY,45827.9,46387.85,45616.65,46085.65,382519,3462720,195795,29-FEB-2024
FINNIFTY,20423.5,20582.5,20360.4,20564.2,1286,52880,-2520,29-FEB-2024
MIDCPNIFTY,10742.0,10872.3,10665.0,10842.95,13346,960675,60375,29-FEB-2024
NIFTY,21902.0,22029.95,21843.0,21957.4,334819,17739750,1771050,29-FEB-2024
AARTIIND,649.5,663.05,643.05,657.25,9447,13927000,296000,29-FEB-2024
ABB,5443.9,5481.25,5340.35,5451.8,8848,1628750,9125,29-FEB-2024
ABBOTINDIA,28591.3,28607.85,28103.0,28326.6,1674,198120,800,29-FEB-2024
ABCAPITAL,182.05,184.6,179.85,183.4,8186,61052400,-1690200,29-FEB-2024
ABFRL,228.05,231.75,221.95,225.25,29207,38612600,-746200,29-FEB-2024
ACC,2564.3,2664.7,2561.0,2633.25,10016,4994400,181800,29-FEB-2024
ADANIENT,3226.45,3304.15,3205.45,3280.0,35749,16003200,560700,29-FEB-2024
ADANIPORTS,1299.0,1331.85,1292.15,1320.95,25955,38139200,234400,29-FEB-2024
ALKEM,5004.15,5154.85,4990.5,5123.25,5225,1153600,-183800,29-FEB-2024
AMBUJACEM,586.75,608.1,583.2,604.85,16206,50196600,-489600,29-FEB-2024
APOLLOHOSP,6364.0,6371.75,5998.8,6091.95,19446,2382625,560625,29-FEB-2024
APOLLOTYRE,507.85,519.95,505.3,517.75,4974,9783500,-953700,29-FEB-2024
ASHOKLEY,168.7,170.5,167.55,169.75,20991,112895000,1815000,29-FEB-2024
ASIANPAINT,2780.55,2836.75,2772.75,2819.25,33505,9342200,257600,29-FEB-2024
ASTRAL,2046.45,2087.05,2030.0,2068.0,9782,3708535,14680,29-FEB-2024
ATUL,6006.6,6268.8,5984.0,6214.4,5595,360375,-44175,29-FEB-2024
AUBANK,571.4,576.55,564.85,570.0,24400,23099000,-1571000,29-FEB-2024
AUROPHARMA,1023.4,1032.0,1014.45,1026.0,11121,20940700,-273900,29-FEB-2024
AXISBANK,1068.05,1081.9,1056.45,1074.25,50432,52263750,3513750,29-FEB-2024
BAJAJ-AUTO,7980.0,8136.0,7910.0,7925.35,18974,2276875,-18625,29-FEB-2024
BAJAJFINSV,1581.25,1600.7,1568.85,1591.65,12975,9861000,363000,29-FEB-2024
BAJFINANCE,6475.65,6525.0,6325.25,6482.2,68726,10516750,573250,29-FEB-2024
BALKRISIND,2217.55,2239.0,2193.7,2227.45,7493,2751600,144600,29-FEB-2024
BALRAMCHIN,372.45,375.0,368.25,372.5,6347,10358400,-704000,29-FEB-2024
BANDHANBNK,196.2,197.15,192.7,195.8,35508,106762500,1085000,29-FEB-2024
BANKBARODA,261.2,267.75,258.55,265.0,26374,143199225,2032875,29-FEB-2024
BATAINDIA,1398.95,1413.6,1377.75,1406.8,6646,3097875,-186375,29-FEB-2024
BEL,205.9,207.15,199.75,205.3,17198,129606600,723900,29-FEB-2024
BERGEPAINT,559.25,614.7,555.0,604.15,19075,17860920,3092760,29-FEB-2024
BHARATFORG,1142.1,1156.05,1132.6,1147.7,14555,8547000,24000,29-FEB-2024
BHARTIARTL,1124.55,1137.5,1100.2,1124.5,31671,39195100,2069100,29-FEB-2024
BHEL,224.65,232.7,219.4,227.15,35791,99666000,47250,29-FEB-2024
BIOCON,271.15,278.05,267.25,276.8,12619,44177500,2505000,29-FEB-2024
BOSCHLTD,28319.15,28847.3,28214.1,28627.35,2162,238700,-4650,29-FEB-2024
BPCL,607.25,613.6,593.9,603.55,25748,40006800,1994400,29-FEB-2024
BRITANNIA,4860.0,4987.45,4829.75,4961.05,11583,2591600,96400,29-FEB-2024
BSOFT,762.95,782.75,757.8,774.75,7206,8075000,7000,29-FEB-2024
CANBK,551.05,568.4,543.8,564.65,29654,44118000,4166100,29-FEB-2024
CANFINHOME,762.45,778.7,761.55,775.1,5672,3865875,-436800,29-FEB-2024
CHAMBLFERT,342.55,360.4,341.0,349.9,8244,9374600,45600,29-FEB-2024
CHOLAFIN,1077.05,1091.3,1063.75,1087.05,12906,14296875,-670625,29-FEB-2024
CIPLA,1464.3,1483.05,1453.1,1478.5,14428,10127000,580450,29-FEB-2024
