SYMBOL,OPEN,HIGH,LOW,CLOSE,CONTRACTS,OPEN_INT,CHG_IN_OI,TIMESTAMP
BANKNIFTY,47400.05,47400.05,46900.85,47024.85,256000,3246150,110400,21-FEB-2024
FINNIFTY,20879.95,20889.0,20650.0,20676.4,3125,101160,-19200,21-FEB-2024
MIDCPNIFTY,11014.0,11043.85,10833.7,10862.65,10347,858150,84375,21-FEB-2024
NIFTY,22245.15,22272.0,22022.85,22070.15,164630,13573300,139950,21-FEB-2024
AARTIIND,709.95,711.0,682.75,688.8,6261,13265000,529000,21-FEB-2024
ABB,4632.0,5025.0,4632.0,4999.8,36196,1795375,186625,21-FEB-2024
ABBOTINDIA,29292.35,29399.9,29049.75,29166.9,650,190840,1560,21-FEB-2024
ABCAPITAL,184.1,186.9,182.0,182.65,2425,66495600,664200,21-FEB-2024
ABFRL,238.4,241.0,224.95,226.65,12930,48594000,5369000,21-FEB-2024
ACC,2731.9,2731.9,2659.2,2672.65,3898,4808700,5100,21-FEB-2024
ADANIENT,3240.25,3312.2,3208.8,3229.2,16324,15196500,-212700,21-FEB-2024
ADANIPORTS,1306.0,1315.1,1281.65,1290.4,11897,38319200,-625600,21-FEB-2024
ALKEM,5388.15,5529.3,5388.15,5415.4,1619,1566800,-15000,21-FEB-2024
AMBUJACEM,590.1,597.0,583.3,587.35,9396,51339600,-1470600,21-FEB-2024
APOLLOHOSP,6749.3,6819.75,6721.2,6753.85,5097,1867250,-75125,21-FEB-2024
APOLLOTYRE,520.55,524.95,514.7,516.65,1716,10560400,-18700,21-FEB-2024
ASHOKLEY,175.1,177.9,170.5,171.2,19771,127115000,21575000,21-FEB-2024
ASIANPAINT,3018.2,3027.9,2982.45,3000.4,8338,8338400,-175400,21-FEB-2024
ASTRAL,1952.5,1970.5,1928.0,1935.0,1665,3162806,-24956,21-FEB-2024
ATUL,6352.7,6409.9,6311.6,6324.15,1022,349500,2850,21-FEB-2024
AUBANK,602.0,603.85,585.5,589.45,8307,25918000,1301000,21-FEB-2024
AUROPHARMA,1051.25,1061.85,1036.1,1040.25,5072,22388300,-293700,21-FEB-2024
AXISBANK,1093.8,1094.65,1075.5,1082.9,18312,46826875,-1485000,21-FEB-2024
BAJAJ-AUTO,8226.45,8257.7,8101.45,8167.4,6070,2274250,-26000,21-FEB-2024
BAJAJFINSV,1609.55,1621.0,1584.3,1587.2,4013,9768000,114000,21-FEB-2024
BAJFINANCE,6783.55,6793.45,6667.35,6685.8,13649,8574375,181500,21-FEB-2024
BALKRISIND,2235.0,2314.1,2235.0,2261.6,2326,2664900,119100,21-FEB-2024
BALRAMCHIN,385.8,387.0,378.85,380.9,402,13673600,-593600,21-FEB-2024
BANDHANBNK,202.85,204.95,197.0,199.8,510,102990000,-1267500,21-FEB-2024
BANKBARODA,274.7,279.9,273.2,275.35,20191,141169275,956475,21-FEB-2024
BATAINDIA,1449.85,1449.85,1421.0,1425.15,2785,3316125,144000,21-FEB-2024
BEL,192.0,192.85,187.15,188.8,8622,117773400,-1077300,21-FEB-2024
BERGEPAINT,557.3,562.35,554.4,559.25,2932,17220720,677160,21-FEB-2024
BHARATFORG,1123.7,1141.0,1112.9,1119.95,5527,8351500,-283500,21-FEB-2024
BHARTIARTL,1155.3,1159.55,1135.65,1142.8,7836,34058450,123500,21-FEB-2024
BHEL,232.75,232.75,220.4,222.2,9241,96678750,3396750,21-FEB-2024
BIOCON,279.75,283.25,271.3,273.95,960,42417500,-2385000,21-FEB-2024
BOSCHLTD,28945.85,29031.1,27885.0,27965.65,2709,219700,13850,21-FEB-2024
BPCL,662.15,668.5,630.8,634.7,13973,34243200,1157400,21-FEB-2024
BRITANNIA,4933.85,4995.0,4905.0,4934.4,2617,2548400,1000,21-FEB-2024
BSOFT,808.95,818.45,793.35,796.8,3127,7388000,-137000,21-FEB-2024
CANBK,572.35,582.35,564.0,567.1,910,47112300,-2295000,21-FEB-2024
CANFINHOME,801.25,810.5,784.4,787.45,1417,4425525,81900,21-FEB-2024
CHAMBLFERT,371.25,374.4,364.3,366.0,1304,9059200,-283100,21-FEB-2024
CHOLAFIN,1101.75,1113.4,1084.2,1089.6,4586,15031250,684375,21-FEB-2024
CIPLA,1451.5,1458.5,1430.05,1443.4,2951,9471150,66300,21-FEB-2024
COALINDIA,451.0,451.0,432.2,434.1,16698,68256300,4439400,21-FEB-2024
COFORGE,6676.55,6698.0,6507.2,6541.35,4313,1407750,-1350,21-FEB-2024
COLPAL,2541.55,2566.8,2529.15,2540.4,1449,3512950,17150,21-FEB-2024
CONCOR,1005.6,1027.05,989.2,995.3,10081,17449000,-360000,21-FEB-2024
COROMANDEL,1101.25,1106.75,1084.55,1088.0,1025,1712900,3500,21-FEB-2024
CROMPTON,291.5,291.9,288.5,290.2,1435,16824600,-81000,21-FEB-2024
CUB,137.0,137.45,133.6,133.95,1905,43995000,1055000,21-FEB-2024
CUMMINSIND,2616.65,2644.2,2595.05,2610.0,2145,4358400,-71400,21-FEB-2024
DABUR,548.85,551.0,545.0,546.95,1704,22230000,73750,21-FEB-2024
DALBHARAT,2089.05,2126.95,2075.75,2086.35,1979,3301250,-43000,21-FEB-2024
DEEPAKNTR,2373.85,2378.0,2311.75,2329.2,7502,3073200,59100,21-FEB-2024
DELTACORP,146.0,147.4,141.5,142.7,799,15126000,-480000,21-FEB-2024
DIVISLAB,3721.35,3739.45,3638.25,3648.95,3849,3662600,61400,21-FEB-2024
DIXON,6724.6,6853.85,6701.0,6749.8,5386,1461000,-23600,21-FEB-2024
DLF,864.15,895.75,862.85,885.9,13266,34742400,-290400,21-FEB-2024
