SYMBOL,OPEN,HIGH,LOW,CLOSE,CONTRACTS,OPEN_INT,CHG_IN_OI,TIMESTAMP
BANKNIFTY,46602.05,46767.1,45772.75,45852.25,368028,3266925,24930,28-FEB-2024
FINNIFTY,20661.25,20735.2,20405.0,20442.15,2166,55400,9160,28-FEB-2024
MIDCPNIFTY,11072.0,11072.0,10725.2,10765.25,13547,900300,153075,28-FEB-2024
NIFTY,22196.85,22225.0,21890.0,21921.35,274804,15968700,744050,28-FEB-2024
AARTIIND,672.8,675.3,645.8,648.5,7572,13631000,-254000,28-FEB-2024
ABB,5500.45,5540.5,5370.4,5424.95,13918,1619625,-91625,28-FEB-2024
ABBOTINDIA,28547.55,29050.0,28448.7,28608.95,5302,197320,-840,28-FEB-2024
ABCAPITAL,187.3,189.05,181.1,181.85,7209,62742600,-3931200,28-FEB-2024
ABFRL,231.1,236.35,228.3,231.95,3529,39358800,-6011200,28-FEB-2024
ACC,2679.1,2684.0,2561.0,2568.75,14720,4812600,-185100,28-FEB-2024
ADANIENT,3301.05,3318.4,3210.75,3227.1,26448,15442500,-212400,28-FEB-2024
ADANIPORTS,1328.5,1332.45,1294.05,1298.95,32478,37904800,-1194400,28-FEB-2024
ALKEM,5050.2,5067.9,4950.7,4977.65,6885,1337400,-132600,28-FEB-2024
AMBUJACEM,600.0,605.1,583.5,587.85,21840,50686200,-1683000,28-FEB-2024
APOLLOHOSP,6620.05,6620.3,6351.15,6361.8,16963,1822000,-2250,28-FEB-2024
APOLLOTYRE,519.8,519.8,506.05,506.85,4347,10737200,30600,28-FEB-2024
ASHOKLEY,174.15,174.5,167.95,168.95,14207,111080000,2545000,28-FEB-2024
ASIANPAINT,2852.0,2857.05,2780.0,2787.1,35930,9084600,169800,28-FEB-2024
ASTRAL,2100.5,2118.5,2039.0,2049.3,9085,3693855,-32296,28-FEB-2024
ATUL,6225.1,6250.0,5972.4,6054.0,3774,404550,-10275,28-FEB-2024
AUBANK,594.75,594.75,568.7,571.45,17967,24670000,-131000,28-FEB-2024
AUROPHARMA,1045.05,1048.3,1023.85,1026.9,9438,21214600,-268400,28-FEB-2024
AXISBANK,1080.15,1085.4,1063.85,1071.4,58399,48750000,67500,28-FEB-2024
BAJAJ-AUTO,8325.1,8400.0,7971.15,7991.0,19370,2295500,111750,28-FEB-2024
BAJAJFINSV,1598.15,1606.0,1578.35,1580.75,14098,9498000,-160000,28-FEB-2024
BAJFINANCE,6562.45,6599.3,6462.0,6485.3,39210,9943500,398125,28-FEB-2024
BALKRISIND,2279.15,2291.0,2213.5,2224.5,7208,2607000,-10800,28-FEB-2024
BALRAMCHIN,384.95,385.65,368.1,370.7,10811,11062400,-268800,28-FEB-2024
BANDHANBNK,202.2,202.2,195.5,196.3,16106,105677500,-975000,28-FEB-2024
BANKBARODA,270.2,271.15,260.65,261.55,33686,141166350,-1269450,28-FEB-2024
BATAINDIA,1445.7,1445.7,1382.55,1393.25,9990,3284250,330000,28-FEB-2024
BEL,205.95,208.65,201.5,205.5,21387,128882700,2747400,28-FEB-2024
BERGEPAINT,557.25,563.95,555.15,558.8,8195,14768160,-902880,28-FEB-2024
BHARATFORG,1176.6,1182.35,1140.7,1149.95,10942,8523000,18000,28-FEB-2024
BHARTIARTL,1137.9,1152.5,1124.65,1129.95,23785,37126000,652650,28-FEB-2024
BHEL,223.65,229.9,220.4,224.05,19526,99618750,-4068750,28-FEB-2024
BIOCON,275.3,281.65,269.3,270.7,13104,41672500,-717500,28-FEB-2024
BOSCHLTD,29081.35,29201.9,28213.95,28319.95,3452,243350,-23250,28-FEB-2024
BPCL,620.25,625.55,605.35,607.7,16027,38012400,550800,28-FEB-2024
BRITANNIA,4907.5,4922.55,4866.3,4885.65,5601,2495200,9600,28-FEB-2024
BSOFT,803.5,806.0,761.45,766.1,9184,8068000,58000,28-FEB-2024
CANBK,572.55,573.0,546.7,549.4,3922,39951900,-7354800,28-FEB-2024
CANFINHOME,789.2,793.45,760.45,765.45,4632,4302675,8775,28-FEB-2024
CHAMBLFERT,355.1,356.7,341.55,343.75,3183,9329000,19000,28-FEB-2024
CHOLAFIN,1101.0,1101.95,1064.0,1069.4,13859,14967500,-372500,28-FEB-2024
CIPLA,1477.3,1486.3,1468.65,1473.7,10043,9546550,-412100,28-FEB-2024
COALINDIA,439.4,442.2,429.65,432.65,27321,67074000,1600200,28-FEB-2024
COFORGE,6565.8,6587.9,6425.35,6457.55,6810,1354050,-80100,28-FEB-2024
COLPAL,2544.5,2544.5,2482.15,2495.65,6404,3709300,-5950,28-FEB-2024
CONCOR,981.5,985.75,951.05,955.8,13036,17826000,-78000,28-FEB-2024
COROMANDEL,1040.0,1055.95,1040.0,1044.85,3021,1678600,-137900,28-FEB-2024
