SYMBOL,OPEN,HIGH,LOW,CLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP
360ONE,514.0,517.5,510.0,512.1,75897,38911948.05,24-AUG-2023
3MINDIA,30350.0,30657.1,30281.1,30548.9,2085,63555815.35,24-AUG-2023
AARTIDRUGS,568.95,572.9,556.95,560.25,152384,86229122.4,24-AUG-2023
AARTIIND,462.0,464.0,458.2,459.05,639058,295172892.05,24-AUG-2023
AARTIPHARM,394.7,398.0,386.8,391.7,335385,131990170.05,24-AUG-2023
AAVAS,1605.0,1605.0,1575.0,1583.0,90582,144037227.75,24-AUG-2023
ABB,4334.0,4390.0,4316.25,4336.95,233683,1017477341.5,24-AUG-2023
ABBOTINDIA,23239.95,23444.0,23150.0,23164.65,8568,199740287.9,24-AUG-2023
ABCAPITAL,187.5,188.35,183.5,184.0,3786564,703616361.8,24-AUG-2023
ABFRL,219.85,223.0,218.35,219.5,2022921,445902788.55,24-AUG-2023
ACC,1975.0,2007.0,1956.4,1990.35,362009,721447103.9,24-AUG-2023
ACCELYA,1574.8,1598.8,1567.0,1595.6,62905,99740933.85,24-AUG-2023
ACE,784.9,793.0,766.55,780.6,146614,114403486.6,24-AUG-2023
ACI,598.8,600.0,580.0,581.9,175693,103275598.9,24-AUG-2023
ADANIENSOL,907.95,934.0,892.05,895.15,1134578,1032183807.1,24-AUG-2023
ADANIENT,2580.0,2613.0,2531.1,2539.55,4558367,11736977191.35,24-AUG-2023
ADANIGREEN,985.0,1001.95,977.1,983.65,949991,940142361.9,24-AUG-2023
ADANIPORTS,834.0,844.4,820.2,822.35,4692796,3909486334.9,24-AUG-2023
ADANIPOWER,330.0,339.85,322.85,328.8,23268024,7749982146.9,24-AUG-2023
ADVENZYMES,328.6,333.9,325.5,327.65,242455,80120841.1,24-AUG-2023
AEGISCHEM,379.6,381.7,369.65,375.0,297577,111188702.9,24-AUG-2023
AETHER,1054.0,1062.0,1044.95,1053.6,108906,114930709.3,24-AUG-2023
AFFLE,1090.8,1103.25,1083.15,1100.25,213279,233803817.2,24-AUG-2023
AGI,745.0,751.3,712.75,720.15,109765,80158810.45,24-AUG-2023
AHLUCONT,733.0,745.35,720.2,728.25,50215,36867997.4,24-AUG-2023
AIAENG,3653.05,3669.45,3607.65,3649.6,91801,333570541.2,24-AUG-2023
AJANTPHARM,1766.0,1772.55,1706.05,1717.75,116071,201342923.15,24-AUG-2023
ALKEM,3760.2,3791.95,3700.0,3715.05,76264,285030197.9,24-AUG-2023
ALKYLAMINE,2320.25,2340.5,2312.0,2313.4,15996,37135772.3,24-AUG-2023
ALLCARGO,275.5,276.0,270.45,273.15,187155,50995739.45,24-AUG-2023
AMBER,2879.05,2985.0,2781.35,2800.8,845018,2406012417.55,24-AUG-2023
AMBUJACEM,456.45,462.0,446.95,448.95,4316497,1957643372.4,24-AUG-2023
AMIORG,1388.95,1388.95,1303.0,1312.4,241363,323692241.0,24-AUG-2023
ANANDRATHI,1424.0,1458.0,1408.55,1428.3,68034,97417406.9,24-AUG-2023
ANANTRAJ,205.0,207.8,203.6,206.3,985865,203309889.35,24-AUG-2023
ANGELONE,1765.0,1779.45,1701.05,1711.2,318722,549700930.1,24-AUG-2023
ANURAS,1015.0,1017.75,990.0,1004.85,170548,170522419.4,24-AUG-2023
APARINDS,4899.0,4968.4,4711.55,4896.15,186782,910715201.65,24-AUG-2023
APCOTEXIND,525.15,528.85,520.2,521.6,28270,14809953.65,24-AUG-2023
APLAPOLLO,1600.0,1663.9,1592.5,1655.6,1163966,1915502877.6,24-AUG-2023
