SYMBOL,OPEN,HIGH,LOW,CLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP
360ONE,549.35,550.95,525.1,537.4,541975,292139032.45,18-OCT-2023
3MINDIA,30785.0,30787.95,30101.0,30376.0,1840,55840713.85,18-OCT-2023
AARTIDRUGS,524.95,568.9,524.95,554.0,3399729,1885188391.25,18-OCT-2023
AARTIIND,487.15,491.95,482.6,485.55,894281,435103411.85,18-OCT-2023
AARTIPHARM,417.35,420.7,407.2,409.45,119287,49253757.4,18-OCT-2023
AAVAS,1642.6,1648.95,1616.15,1635.15,109116,178187250.45,18-OCT-2023
ABB,4298.0,4339.4,4083.05,4098.3,621225,2590620617.55,18-OCT-2023
ABBOTINDIA,22422.0,22600.0,22314.55,22427.95,5601,125728134.95,18-OCT-2023
ABCAPITAL,183.45,183.95,179.65,180.7,2259409,409446116.2,18-OCT-2023
ABFRL,231.95,232.95,228.05,230.4,3164138,729773847.8,18-OCT-2023
ACC,2041.0,2044.65,2008.0,2014.05,205829,416118779.5,18-OCT-2023
ACCELYA,1691.0,1710.5,1680.0,1684.75,25500,43099603.0,18-OCT-2023
ACE,709.0,710.0,693.0,700.1,160495,112418401.55,18-OCT-2023
ACI,675.7,689.0,656.2,660.45,417765,281130239.4,18-OCT-2023
ADANIENSOL,775.0,779.45,762.15,764.9,346049,266233989.5,18-OCT-2023
ADANIENT,2440.0,2441.75,2401.05,2406.35,776977,1878093951.25,18-OCT-2023
ADANIGREEN,949.4,953.95,937.0,939.05,281564,265807822.0,18-OCT-2023
ADANIPORTS,808.95,809.05,795.4,798.6,2271927,1817316801.5,18-OCT-2023
ADANIPOWER,337.0,339.7,332.0,333.95,2269766,761665878.85,18-OCT-2023
ADVENZYMES,327.0,335.0,326.35,328.1,197838,65428079.5,18-OCT-2023
AEGISCHEM,321.1,322.75,316.0,317.4,452283,143757212.15,18-OCT-2023
AETHER,919.45,919.75,900.0,904.85,56731,51537840.6,18-OCT-2023
AFFLE,1071.05,1077.0,1060.05,1064.55,162012,172741754.2,18-OCT-2023
AGI,997.5,997.5,960.0,972.1,296117,288581067.4,18-OCT-2023
AHLUCONT,764.4,764.4,720.0,723.9,95217,70002473.15,18-OCT-2023
AIAENG,3505.05,3585.0,3480.0,3513.45,57048,201744498.7,18-OCT-2023
AJANTPHARM,1772.0,1799.0,1750.0,1792.9,204189,360535980.05,18-OCT-2023
ALKEM,3632.0,3650.0,3614.95,3632.9,177578,645130393.3,18-OCT-2023
ALKYLAMINE,2280.2,2299.95,2235.0,2246.35,28658,64797348.5,18-OCT-2023
ALLCARGO,274.05,275.45,270.0,270.8,107249,29184141.75,18-OCT-2023
AMBER,2970.0,3041.2,2930.5,2980.1,62987,187838339.0,18-OCT-2023
